# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR21013141_sorted.bam" "SRR21013146_sorted.bam" "SRR21013150_sorted.bam" "SRR21013144_sorted.bam" "SRR21013140_sorted.bam" "SRR21013139_sorted.bam" "SRR21013138_sorted.bam" "SRR21013145_sorted.bam" "SRR21013142_sorted.bam" "SRR21013136_sorted.bam" "SRR21013149_sorted.bam" "SRR21013137_sorted.bam" "SRR21013143_sorted.bam" "SRR21013147_sorted.bam" "SRR21013148_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR21013141_sorted.bam	SRR21013146_sorted.bam	SRR21013150_sorted.bam	SRR21013144_sorted.bam	SRR21013140_sorted.bam	SRR21013139_sorted.bam	SRR21013138_sorted.bam	SRR21013145_sorted.bam	SRR21013142_sorted.bam	SRR21013136_sorted.bam	SRR21013149_sorted.bam	SRR21013137_sorted.bam	SRR21013143_sorted.bam	SRR21013147_sorted.bam	SRR21013148_sorted.bam
gene-b3635	U00096.3	3810343	3811152	-	810	85	675	597	1776	215	80	61	581	388	19	705	53	518	886	328
gene-b3636	U00096.3	3811250	3811417	-	168	1797	30010	19171	5519	5311	2270	1067	21928	10622	568	33914	1576	9332	33872	12524
gene-b3637	U00096.3	3811438	3811674	-	237	6092	102896	76788	18838	17882	8076	4542	79608	32922	1886	112833	6305	30122	127584	45360
gene-b3638	U00096.3	3811891	3812559	-	669	303	5664	5523	1075	861	435	220	5151	1195	88	7207	385	1164	9415	3297
gene-b3639	U00096.3	3812731	3813951	+	1221	456	6514	6135	2325	1252	639	396	5344	1911	156	8729	578	1914	8045	3208
gene-b3640	U00096.3	3813929	3814387	+	459	498	6503	5186	1997	1215	675	413	5350	2347	174	7619	530	2267	7202	2799
gene-b3641	U00096.3	3814494	3815090	+	597	277	3934	3203	1584	769	389	181	3314	1369	93	3903	308	1447	4078	1588
gene-b3642	U00096.3	3815127	3815768	-	642	55	507	957	847	150	97	29	440	266	31	692	54	270	583	365
gene-b3643	U00096.3	3815863	3816549	-	687	383	4921	3186	1811	1118	532	354	3768	1868	168	5667	558	2216	5677	1820
gene-b3644	U00096.3	3816676	3817539	+	864	750	8709	6621	2507	1994	1166	497	5585	2677	244	11165	783	2922	9744	3462
gene-b3645	U00096.3	3817760	3818584	+	825	21	176	143	557	64	33	8	114	53	5	142	14	69	274	69
gene-b3646	U00096.3	3818874	3819491	+	618	47	610	570	760	120	62	47	480	158	27	836	71	170	835	300
gene-b3647	U00096.3	3819488	3821170	-	1683	37	509	408	1984	77	41	18	324	68	16	466	28	110	725	162
gene-b3648	U00096.3	3821428	3822051	+	624	726	13904	9787	2701	2184	924	562	9748	3220	234	12252	886	3449	17795	5096
gene-b3649	U00096.3	3822106	3822381	+	276	1262	17752	14953	3743	3498	1909	986	13162	6097	408	18779	1435	6124	22754	7305
gene-b3650	U00096.3	3822400	3824508	+	2109	1967	29092	23581	7841	5359	2499	1316	23055	8867	580	30816	1967	8571	37098	13051
gene-b3651	U00096.3	3824515	3825204	+	690	304	4275	4526	1776	783	416	216	3807	1357	115	3668	320	1304	4813	1834
gene-b3652	U00096.3	3825210	3827291	+	2082	499	8571	5713	3786	1248	662	351	5554	1874	165	5671	565	1823	9943	3272
gene-b3653	U00096.3	3827460	3828665	-	1206	1637	42824	37157	5239	5118	2781	1723	26045	5772	771	54170	2741	6294	55516	19617
gene-b3654	U00096.3	3828945	3830336	+	1392	753	3267	6138	4814	2308	1085	593	4016	5902	285	7471	1035	6302	3044	4833
gene-b3655	U00096.3	3830457	3832166	+	1710	374	9496	11512	2516	1055	615	402	6657	1195	195	12125	656	1429	13545	5034
gene-b3656	U00096.3	3832219	3834537	-	2319	98	2164	1797	2106	293	120	76	1254	238	40	1659	139	286	3046	782
gene-b3657	U00096.3	3834547	3835929	-	1383	9	292	257	1650	41	18	14	199	41	5	282	15	60	436	114
gene-b3658	U00096.3	3836222	3836316	+	95	13	83	89	277	32	15	14	81	32	4	112	22	52	181	34
gene-b3659	U00096.3	3836953	3838137	+	1185	8	97	66	938	25	6	4	59	37	0	60	5	33	109	28
gene-b3660	U00096.3	3838248	3839171	+	924	82	1392	1105	1385	231	127	49	967	286	22	1332	87	295	1864	566
gene-b4797	U00096.3	3838642	3838701	-	60	13	215	191	364	48	19	8	160	56	4	236	15	49	307	90
gene-b3661	U00096.3	3839175	3839993	-	819	136	2371	1733	976	442	212	84	1382	503	36	2667	144	490	2575	966
gene-b4555	U00096.3	3840215	3840508	+	294	22	267	179	379	78	34	18	225	109	13	317	22	121	376	151
gene-b3662	U00096.3	3840549	3841739	-	1191	224	2529	1970	2634	549	302	156	2129	1106	91	2170	279	1104	3445	1157
gene-b3663	U00096.3	3841950	3842402	-	453	54	1033	1169	647	183	78	54	738	199	24	1122	82	206	1488	488
gene-b3664	U00096.3	3842455	3843789	-	1335	3	61	74	1531	19	13	1	53	29	2	91	3	40	92	27
gene-b3665	U00096.3	3843964	3845730	+	1767	130	671	751	1975	264	229	54	468	608	17	708	68	504	929	360
gene-b4829	U00096.3	3845730	3845995	-	266	9	65	76	366	27	17	4	40	45	4	73	11	43	93	28
gene-b3666	U00096.3	3845776	3847167	-	1392	25	218	249	1573	90	43	16	135	98	8	233	38	123	304	110
gene-b3667	U00096.3	3847305	3848624	-	1320	32	422	451	1891	84	48	23	337	141	13	427	37	152	727	159
gene-b3668	U00096.3	3848634	3850136	-	1503	70	574	637	1989	182	88	60	468	316	25	777	88	347	736	369
gene-b3669	U00096.3	3850136	3850726	-	591	62	620	558	1153	167	68	51	464	264	25	1102	78	337	741	326
gene-b3670	U00096.3	3850802	3851092	-	291	36	372	614	444	75	60	23	298	121	11	560	29	123	609	291
gene-b3671	U00096.3	3851096	3852784	-	1689	199	2296	3164	2536	424	323	173	1832	675	70	3659	200	613	3573	1608
gene-b3672	U00096.3	3852890	3852988	-	99	105	578	2037	329	377	189	110	1528	712	19	2096	175	596	2515	847
gene-b4616	U00096.3	3853118	3853257	-	140	7	44	33	261	7	4	0	28	15	0	32	4	13	55	10
gene-b4618	U00096.3	3853553	3853642	+	90	1087	2865	2487	1026	2242	1766	1285	1820	1980	581	3112	1511	1652	3349	1425
gene-b4798	U00096.3	3853766	3853840	-	75	2	20	32	84	5	3	2	28	3	0	31	3	7	59	16
gene-b3673	U00096.3	3853922	3855106	+	1185	89	1125	539	2128	288	120	76	638	402	34	624	141	432	1447	184
gene-b3674	U00096.3	3855114	3855611	-	498	61	819	1103	860	158	75	35	378	169	16	997	51	176	1328	440
gene-b3675	U00096.3	3855608	3855970	-	363	24	346	371	686	52	27	8	233	73	4	358	20	72	531	156
gene-b3676	U00096.3	3855960	3856307	-	348	15	256	270	459	55	28	9	177	64	5	330	16	71	383	113
gene-b3677	U00096.3	3856415	3856864	+	450	21	275	279	654	55	36	10	195	73	3	365	23	75	462	133
gene-b3678	U00096.3	3856911	3858404	-	1494	19	367	293	1216	79	44	10	220	84	10	379	26	74	511	111
gene-b3679	U00096.3	3858401	3860116	-	1716	8	149	136	1546	33	9	4	92	37	2	148	9	40	208	55
gene-b3680	U00096.3	3860283	3861176	+	894	8	79	55	851	17	9	3	44	15	1	58	3	15	112	30
gene-b3682	U00096.3	3861987	3862472	-	486	14	119	104	623	23	10	3	80	29	1	113	6	26	189	47
gene-b3683	U00096.3	3862497	3863603	-	1107	8	126	93	1194	18	13	4	83	21	4	138	8	24	168	41
gene-b3684	U00096.3	3863899	3864615	+	717	11	96	107	883	18	10	3	65	13	3	137	9	23	170	35
gene-b3685	U00096.3	3864612	3866273	-	1662	113	2017	2284	2133	258	127	55	1426	250	25	2004	116	318	3545	773
gene-b3686	U00096.3	3866469	3866897	-	429	148	617	477	585	265	218	163	488	316	98	503	166	261	772	224
gene-b3687	U00096.3	3867009	3867422	-	414	197	1780	1933	610	466	302	209	1622	707	96	2201	203	641	2230	950
gene-b3688	U00096.3	3867728	3868060	+	333	69	1304	1398	762	228	113	72	751	213	23	1470	114	285	1896	641
gene-b3689	U00096.3	3868062	3869309	-	1248	169	3582	3958	1503	497	263	140	2170	387	61	4116	237	483	4828	1980
gene-b3690	U00096.3	3869377	3870441	+	1065	8	192	257	909	36	16	8	142	30	3	212	9	38	343	88
gene-b3691	U00096.3	3870438	3871730	-	1293	16	368	357	1285	47	22	14	201	43	9	321	23	74	531	119
gene-b4478	U00096.3	3871850	3872998	-	1149	25	264	282	1173	48	33	12	152	48	9	284	19	58	375	128
gene-b4477	U00096.3	3872995	3873612	-	618	14	246	349	1186	44	17	16	145	51	2	297	23	52	423	155
gene-b3693	U00096.3	3873596	3874474	-	879	38	454	573	916	70	52	23	332	100	14	555	35	102	749	255
gene-b4479	U00096.3	3874471	3875160	-	690	48	868	930	746	121	92	53	582	196	15	998	66	174	1256	465
gene-b3696	U00096.3	3875438	3876094	+	657	101	2293	1263	549	268	148	53	1299	335	23	1681	107	324	3417	661
gene-b3697	U00096.3	3876140	3876952	-	813	758	11963	9189	2583	2252	1211	541	7152	2875	221	12796	959	2919	14593	4833
gene-b3698	U00096.3	3877067	3877465	-	399	16	312	322	604	59	37	6	228	105	4	482	22	120	428	153
gene-b3699	U00096.3	3877705	3880119	-	2415	2239	23162	25522	7701	5951	3519	1709	19784	10038	872	32275	2499	10040	26568	13056
gene-b3700	U00096.3	3880148	3881221	-	1074	326	4191	2860	2121	817	428	186	3294	1588	115	2498	326	1743	3768	1447
gene-b3701	U00096.3	3881221	3882321	-	1101	819	8632	9395	4114	2163	1106	639	8363	4210	280	10418	965	4464	9644	4612
gene-b3702	U00096.3	3882326	3883729	-	1404	1301	20088	14248	5216	3492	1518	992	13697	5413	388	23208	1611	6333	21645	7692
gene-b4757	U00096.3	3884026	3884106	+	81	4	19	25	169	8	3	0	17	16	0	31	1	7	35	10
gene-b3703	U00096.3	3884336	3884476	+	141	6023	33157	30217	13762	13533	7660	1808	30500	27684	759	40712	2443	23766	44308	16282
gene-b3704	U00096.3	3884493	3884852	+	360	5791	45421	27366	16821	12896	6921	2087	36014	27796	849	32339	3195	24047	50580	16947
gene-b4557	U00096.3	3884816	3885073	+	258	2065	16396	9736	6496	5051	2223	1084	14595	10724	396	11599	1633	9052	17955	6610
gene-b3705	U00096.3	3885076	3886722	+	1647	5308	40804	35717	18213	13173	6773	3363	41765	28910	1519	47347	4872	26942	44725	21888
gene-b3706	U00096.3	3886828	3888192	+	1365	473	3618	3791	3037	1217	569	265	3017	2347	118	4785	432	2509	4482	1924
gene-b3707	U00096.3	3888435	3888509	+	75	0	0	0	13	0	0	0	0	1	0	0	0	1	1	0
gene-b3708	U00096.3	3888730	3890145	+	1416	8	98	150	1237	23	8	8	70	42	4	169	8	26	185	43
gene-b3709	U00096.3	3890236	3891483	+	1248	16	165	115	1321	30	18	8	96	40	2	130	8	54	221	34
gene-b3710	U00096.3	3891615	3892790	+	1176	20	409	395	1321	74	36	25	380	116	17	482	52	126	655	231
gene-b3711	U00096.3	3892765	3893724	+	960	57	1405	1309	1367	203	105	55	957	224	19	1185	86	218	2089	571
gene-b3712	U00096.3	3893881	3894630	+	750	218	5158	4253	875	686	309	153	2898	681	76	4473	323	710	7573	2002
gene-b3713	U00096.3	3894652	3895218	+	567	150	3549	3001	743	470	215	156	1956	466	69	4399	265	588	4934	1549
gene-b3714	U00096.3	3895272	3896609	-	1338	602	4850	7113	2998	1937	931	416	5400	3704	236	7232	634	3769	6107	3382
gene-b3715	U00096.3	3896774	3897439	+	666	165	1203	1224	872	483	375	79	1082	787	57	1389	133	498	1627	789
gene-b3716	U00096.3	3897506	3897973	+	468	23	246	171	412	71	29	7	192	104	4	211	10	74	323	110
gene-b3717	U00096.3	3898022	3898609	+	588	75	873	753	899	205	102	29	659	268	23	740	58	256	1235	309
gene-b3718	U00096.3	3898671	3899393	-	723	32	357	279	1038	87	44	22	254	99	8	303	24	109	543	119
gene-b3719	U00096.3	3899408	3900577	-	1170	19	181	210	792	64	34	13	130	73	5	223	1	76	287	87
gene-b3720	U00096.3	3900604	3902220	-	1617	16	95	78	1167	27	36	14	79	69	3	76	16	53	123	38
gene-b3721	U00096.3	3902289	3903701	-	1413	14	170	235	1072	27	17	8	128	32	2	186	11	43	331	78
gene-b3722	U00096.3	3903720	3905597	-	1878	21	423	502	1864	52	46	13	375	73	9	335	24	78	802	212
gene-b3723	U00096.3	3905731	3906567	-	837	0	24	14	577	5	2	1	9	12	0	8	2	7	28	7
gene-b3724	U00096.3	3906853	3907578	-	726	106	1425	1455	590	345	152	86	838	402	35	1724	102	506	1694	676
gene-b3725	U00096.3	3907593	3908366	-	774	156	1601	1675	1185	353	180	97	984	442	49	1628	136	601	1956	720
gene-b3726	U00096.3	3908549	3909439	-	891	55	465	538	1129	154	83	48	369	210	20	674	61	257	593	265
gene-b3727	U00096.3	3909439	3910398	-	960	77	878	822	1167	228	86	62	585	265	21	1210	104	377	1196	429
gene-b3728	U00096.3	3910485	3911525	-	1041	108	2085	1350	1061	352	138	137	1053	355	52	1839	193	430	2457	639
gene-b3729	U00096.3	3911839	3913668	-	1830	3130	49756	41214	8938	8397	4424	2393	36358	12660	1082	54221	3574	12186	55015	21855
gene-b3730	U00096.3	3913830	3915200	-	1371	2863	58064	46384	8359	8248	4136	2938	42646	10850	1144	59404	4366	11900	69792	24462
gene-b3731	U00096.3	3915553	3915972	-	420	6215	39123	66856	11141	14115	10210	3141	30121	25860	1426	56437	4125	19306	59662	26956
gene-b3732	U00096.3	3915993	3917375	-	1383	11908	93857	170706	25153	28787	20097	6879	72519	57121	3445	142481	9625	45220	144324	67096
gene-b3733	U00096.3	3917402	3918265	-	864	5762	43956	76543	14086	13903	8404	2938	35067	28055	1510	66760	3980	23980	63107	28433
gene-b3734	U00096.3	3918316	3919857	-	1542	14904	135647	194254	36147	37227	24873	9248	105253	79034	4702	179737	12902	61380	185980	83647
gene-b3735	U00096.3	3919870	3920403	-	534	3853	48234	59860	9757	9317	5614	2294	38224	18212	1253	56846	3304	14568	62201	27421
gene-b3736	U00096.3	3920418	3920888	-	471	4590	57083	68836	12013	11674	7292	3016	46075	21857	1636	67356	4297	17215	75666	32354
gene-b3737	U00096.3	3920950	3921189	-	240	2999	40720	51237	6989	8932	5507	2451	36476	15116	1264	52364	3537	12790	58019	25293
gene-b3738	U00096.3	3921236	3922051	-	816	1838	36834	34138	4911	5337	2996	1610	30118	8040	831	44701	2463	7639	47634	19327
gene-b3739	U00096.3	3922060	3922440	-	381	479	11787	11370	1809	1578	712	420	9515	2172	191	14894	629	2419	17985	4640
gene-b3740	U00096.3	3923057	3923680	-	624	334	3386	2853	1496	915	459	186	3488	1600	100	2937	279	1807	3826	1346
gene-b3741	U00096.3	3923744	3925633	-	1890	1239	7832	7529	6739	3061	1339	807	8102	5381	411	12784	1199	6599	10182	4429
gene-b3742	U00096.3	3926012	3926455	-	444	210	4143	2799	963	630	282	146	2753	851	68	3886	259	763	5122	1345
gene-b3743	U00096.3	3926545	3927003	-	459	28	375	462	628	89	51	20	291	102	10	422	40	97	631	220
gene-b3744	U00096.3	3927155	3928147	+	993	111	1746	1554	1484	316	161	136	1178	267	45	1840	185	350	2598	824
gene-b3745	U00096.3	3928152	3929603	-	1452	373	12127	8254	2036	1098	555	421	7081	749	144	10727	617	968	17102	4699
gene-b3746	U00096.3	3929597	3931093	-	1497	397	15122	13992	1386	1167	646	352	8396	738	201	14899	630	816	22323	7253
gene-b3747	U00096.3	3931316	3933184	+	1869	171	2683	2189	2387	493	249	157	2393	698	79	3400	198	690	3397	1310
gene-b3748	U00096.3	3933351	3933770	+	420	59	961	1005	416	165	82	51	707	217	19	1548	74	183	1463	571
gene-b3749	U00096.3	3933778	3935283	+	1506	9	201	184	1577	33	16	5	107	34	4	177	15	33	286	87
gene-b3750	U00096.3	3935288	3936253	+	966	17	168	164	1618	46	26	12	122	63	8	227	29	54	294	96
gene-b3751	U00096.3	3936278	3937168	+	891	328	2582	3261	1656	1029	480	283	2036	1040	117	3655	315	999	4013	1378
gene-b4804	U00096.3	3937045	3937278	+	234	306	2249	2853	936	943	434	274	1806	973	104	3151	275	921	3457	1176
gene-b3752	U00096.3	3937294	3938223	+	930	68	1269	1347	913	172	104	57	842	207	25	1370	91	205	1840	536
gene-b3753	U00096.3	3938227	3939219	+	993	113	3588	1990	859	332	155	109	1907	260	44	2355	176	342	5035	1201
gene-b3754	U00096.3	3939185	3940612	-	1428	149	6643	4831	1562	522	222	160	3348	344	52	4345	259	441	9664	2280
gene-b3755	U00096.3	3940635	3941327	-	693	234	5680	5863	991	733	396	214	3200	591	92	6704	335	629	9004	3458
gene-b3756	U00096.3	3941808	3943349	+	1542	16756	9578	7855	7088	20566	34426	12135	17874	44808	22964	10711	32068	22097	39880	3901
gene-b3757	U00096.3	3943435	3943510	+	76	68	557	473	235	239	101	119	835	451	34	1025	167	685	991	409
gene-b3758	U00096.3	3943704	3946607	+	2904	42628	21939	13150	14645	45740	78755	30207	46830	107487	60824	28331	69976	51000	97057	9342
gene-b3759	U00096.3	3946700	3946819	+	120	37	29	168	200	118	27	38	47	36	4	58	96	54	106	64
gene-b3760	U00096.3	3946872	3946948	+	77	91	1194	1380	368	230	138	70	1544	421	25	1502	106	627	1252	559
gene-b3761	U00096.3	3946957	3947032	+	76	110	1428	1539	436	256	126	50	1747	473	16	1794	77	693	1464	628
gene-b4480	U00096.3	3947128	3947967	-	840	147	2473	2327	960	401	210	108	1796	407	70	3133	190	462	3656	1086
gene-b3764	U00096.3	3948086	3948424	+	339	480	6249	8829	1378	1424	775	357	5089	2070	136	12963	483	2647	10881	3868
gene-b3765	U00096.3	3948449	3949969	-	1521	59	660	633	1717	206	95	39	472	279	16	629	63	307	1151	324
gene-b3766	U00096.3	3950322	3950420	+	99	159	2033	10016	276	734	340	213	4883	938	43	7531	257	972	11746	2979
gene-b4669	U00096.3	3950507	3950557	+	51	13	282	552	86	35	14	14	310	51	6	1589	22	64	619	233
gene-b3769	U00096.3	3952201	3952464	+	264	124	1383	3423	502	311	286	128	1694	593	60	3265	165	405	3706	2150
gene-b3770	U00096.3	3952484	3953413	+	930	2071	15749	20970	5054	4002	3616	1337	13355	8407	571	25922	1573	5580	27207	12412
gene-b3771	U00096.3	3953478	3955328	+	1851	1402	11221	14238	4000	2486	2095	1018	9496	6006	426	18471	1178	4020	20809	8570
gene-b3772	U00096.3	3955331	3956875	+	1545	2347	17152	17944	7096	4073	3599	1458	13163	10631	522	23505	1601	7245	24016	9530
gene-b3773	U00096.3	3956927	3957820	-	894	276	2223	2238	1907	474	327	137	1648	1014	61	2753	148	738	2996	1097
gene-b3774	U00096.3	3957970	3959445	+	1476	13450	281738	366540	27551	28097	18184	13777	191129	27035	4915	557859	17247	27584	646214	199339
gene-b3775	U00096.3	3959532	3959813	-	282	500	6424	3779	1196	1014	640	282	3858	1403	90	4654	356	1278	9587	2062
gene-b3778	U00096.3	3960677	3962698	+	2022	187	2084	1836	2108	665	263	195	1901	841	76	2415	249	946	2489	1166
gene-b3779	U00096.3	3962745	3964229	-	1485	1269	15633	15976	4732	3437	1642	1004	10419	5104	454	16625	1421	5048	19141	7169
gene-b3780	U00096.3	3964365	3965630	-	1266	2646	22280	27704	7664	5821	2968	1613	16329	11126	718	29890	2251	11056	32507	12644
gene-b3781	U00096.3	3965761	3966090	+	330	4401	49002	38775	9225	12260	7561	2940	37346	17083	1254	53065	4098	15208	68163	22840
gene-b3782	U00096.3	3966231	3966332	+	102	1441	22583	18195	4794	3692	1712	809	17542	6813	310	18429	1289	6206	34988	9155
gene-b3783	U00096.3	3966417	3967676	+	1260	15589	199167	142838	48739	38601	19789	8249	153272	84688	3745	188959	12451	73995	250231	78700
gene-b3784	U00096.3	3967916	3969019	+	1104	725	11023	7900	3146	1988	930	545	9093	3507	239	11584	880	3280	13766	4741
gene-b3785	U00096.3	3969031	3970077	+	1047	459	5440	4834	2335	1210	612	396	5425	2131	176	6593	503	2076	6451	2701
gene-b3786	U00096.3	3970133	3971263	+	1131	473	7036	4216	2058	1238	604	335	4981	2094	161	5915	516	2180	7334	2669
gene-b3787	U00096.3	3971260	3972522	+	1263	703	9818	6014	2858	1798	849	466	6421	3215	182	8598	710	3091	9967	3483
gene-b3788	U00096.3	3972522	3973589	+	1068	493	6343	5305	2123	1282	648	385	4143	2162	157	6055	520	1911	7266	2574
gene-b3789	U00096.3	3973608	3974489	+	882	355	4593	4087	1564	895	443	304	2825	1407	121	4667	411	1259	5584	1936
gene-b3790	U00096.3	3974467	3975141	+	675	250	3400	3267	979	606	305	197	1884	854	91	3073	343	878	3836	1374
gene-b3791	U00096.3	3975146	3976276	+	1131	444	6565	6919	1718	1240	634	345	3750	1468	182	7293	648	1604	7233	3002
gene-b3792	U00096.3	3976278	3977528	+	1251	198	3154	3376	1545	537	290	178	2122	635	96	3162	331	690	4291	1476
gene-b4481	U00096.3	3977525	3978604	+	1080	254	2189	2177	1552	687	334	261	1722	707	149	2372	376	807	2778	1169
gene-b3793	U00096.3	3978601	3979953	+	1353	72	1172	1232	1715	251	135	58	1054	341	51	1138	132	370	1498	632
gene-b3794	U00096.3	3979956	3980696	+	741	72	1333	1319	1097	266	122	63	1074	368	49	1282	96	402	1756	659
gene-b3795	U00096.3	3980887	3982272	+	1386	284	1856	2706	2117	652	418	178	1807	1246	87	2853	202	1063	2886	1423
gene-b3796	U00096.3	3982375	3982451	+	77	451	9070	11474	1489	1442	600	401	9560	3149	112	11726	641	4403	18154	3641
gene-b3797	U00096.3	3982509	3982585	+	77	920	29107	21461	2552	2861	1187	732	19402	5549	292	24931	1098	7688	36263	6486
gene-b3798	U00096.3	3982606	3982692	+	87	752	28619	16338	1925	2008	787	581	16801	3784	271	21764	842	5605	31369	5172
gene-b3799	U00096.3	3982735	3982811	+	77	172	7895	4034	560	436	176	110	4416	839	64	6217	174	1128	8381	1300
gene-b3800	U00096.3	3982958	3984193	+	1236	37	531	198	620	109	25	19	299	268	4	202	30	297	606	140
gene-b3801	U00096.3	3984352	3986007	-	1656	9	114	103	633	36	15	8	79	59	5	116	13	94	161	55
gene-b4456	U00096.3	3986432	3986603	+	172	2580	5765	12942	3153	7142	3721	2479	9021	8766	473	9984	2644	7915	15787	5192
gene-b3802	U00096.3	3986686	3987882	-	1197	479	7159	6677	1875	1266	743	469	5098	2177	206	9495	738	2202	9361	3550
gene-b3803	U00096.3	3987885	3989066	-	1182	465	7783	7266	1634	1217	648	416	5257	1657	213	9586	627	1605	10018	3699
gene-b3804	U00096.3	3989088	3989828	-	741	332	6714	6245	1384	871	501	261	4661	1104	129	6597	439	1056	9357	3142
gene-b3805	U00096.3	3989825	3990766	-	942	767	15227	14520	2731	2009	1272	710	10354	2681	318	16802	1159	2507	20317	7793
gene-b3806	U00096.3	3991153	3993699	+	2547	1643	41688	35790	4361	4388	2318	1362	27186	4524	624	35882	2164	4510	57940	17635
gene-b3807	U00096.3	3993739	3994059	-	321	67	1013	810	269	190	118	49	733	254	21	862	63	221	1257	449
gene-b3808	U00096.3	3993850	3994335	+	486	28	398	323	157	91	57	18	272	120	13	308	22	102	511	155
gene-b4558	U00096.3	3994522	3994725	+	204	88	1115	1668	379	177	122	75	929	270	43	1959	114	266	1964	706
gene-b3809	U00096.3	3994762	3995586	+	825	274	3686	4672	1408	553	370	196	2627	656	100	5286	297	679	5908	2030
gene-b3810	U00096.3	3995583	3996290	+	708	208	3059	3896	1643	479	334	199	2107	650	117	3906	316	722	4843	1736
gene-b3811	U00096.3	3996287	3997183	+	897	278	4671	5078	1902	747	400	297	2909	945	121	5512	379	973	6555	2187
gene-b3812	U00096.3	3997183	3997899	+	717	208	3427	3433	1222	509	277	215	2100	731	99	4187	293	780	4727	1516
gene-b3813	U00096.3	3997983	4000145	+	2163	436	5814	5130	3157	1203	633	425	4701	1847	187	7188	672	1922	6969	2988
gene-b4482	U00096.3	4000292	4001056	-	765	16	156	163	790	28	16	8	130	39	3	274	9	40	261	71
gene-b4799	U00096.3	4001218	4001274	+	57	17	264	379	208	49	19	6	215	61	0	588	10	110	456	119
gene-b3816	U00096.3	4001426	4002376	+	951	131	2215	2149	1147	343	155	108	1246	456	40	6144	155	840	3226	767
gene-b3817	U00096.3	4002419	4002799	-	381	2	22	18	149	12	3	1	20	16	1	25	4	13	49	14
gene-b3818	U00096.3	4002813	4003193	-	381	6	53	40	152	12	3	2	29	23	0	59	2	24	66	24
gene-b3819	U00096.3	4003288	4004178	-	891	51	808	631	750	169	85	58	640	341	27	858	83	349	999	392
gene-b3820	U00096.3	4004230	4004697	-	468	21	234	192	838	72	30	23	164	138	9	212	43	137	378	115
gene-b3821	U00096.3	4004862	4005731	+	870	62	1470	1089	600	222	89	72	1170	352	35	1676	121	351	1968	600
gene-b3822	U00096.3	4005864	4007693	+	1830	221	3108	2439	2036	594	304	195	2600	904	90	4114	334	966	3514	1517
gene-b3823	U00096.3	4007757	4008377	+	621	47	717	778	533	124	77	31	596	175	17	869	56	185	1022	389
gene-b3824	U00096.3	4008439	4009059	-	621	56	1236	1192	758	156	71	76	800	165	19	1426	69	207	1871	518
gene-b3825	U00096.3	4009170	4010192	+	1023	290	7297	6486	1599	857	481	276	4314	971	97	7159	436	1147	10108	2882
gene-b3826	U00096.3	4010200	4011000	+	801	151	1942	1703	736	356	164	127	1489	393	71	2646	180	467	2709	887
gene-b3827	U00096.3	4011076	4011975	+	900	57	949	1206	978	168	92	67	688	209	22	1202	104	224	1308	638
gene-b3828	U00096.3	4011863	4012816	-	954	36	500	678	902	133	82	79	392	147	28	823	89	150	646	350
gene-b3829	U00096.3	4013053	4015314	+	2262	1433	8982	15216	4678	2817	2141	1517	7280	3766	617	15800	1371	3648	15423	6346
gene-b3830	U00096.3	4015354	4016169	-	816	113	1567	1478	827	264	173	72	1096	380	40	1687	111	364	2204	816
gene-b3831	U00096.3	4016431	4017192	+	762	1727	36645	26418	4080	5181	3426	1490	20563	5518	556	49087	2640	6322	48719	17172
gene-b3832	U00096.3	4017333	4018760	+	1428	83	1507	1366	1606	167	112	68	1003	217	29	1483	106	216	2106	662
gene-b3833	U00096.3	4018855	4019610	+	756	548	10198	8571	2145	1664	893	529	7249	2117	239	11154	802	1898	12122	4526
gene-b3834	U00096.3	4019624	4020229	+	606	416	7116	6288	1708	1142	653	326	5145	1652	149	7107	578	1503	8317	3245
gene-b4707	U00096.3	4019978	4020229	+	252	179	3017	2590	677	464	260	125	2083	672	57	2816	242	624	3425	1259
gene-b3835	U00096.3	4020226	4021866	+	1641	636	12678	10711	2723	1722	903	527	9107	2394	244	13406	862	2335	15851	5952
gene-b3836	U00096.3	4021945	4022214	+	270	787	17790	14661	2165	2360	1200	659	12189	3142	295	22574	957	2751	23195	7994
gene-b3838	U00096.3	4022218	4022733	+	516	918	21717	17592	2601	2448	1423	845	15223	3083	366	22794	1215	2979	27529	9034
gene-b3839	U00096.3	4022736	4023512	+	777	810	23138	16549	2354	2373	1421	846	16334	2996	388	18150	1344	3057	27436	8396
gene-b4483	U00096.3	4023554	4024336	+	783	168	3641	1887	1612	556	246	143	2362	719	61	2561	297	777	4380	1316
gene-b3842	U00096.3	4024333	4024821	-	489	172	3046	1633	764	504	223	153	1920	635	42	2149	209	895	3713	836
