# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8948478_sorted.bam" "SRR8948479_sorted.bam" "SRR8948485_sorted.bam" "SRR8948481_sorted.bam" "SRR8948484_sorted.bam" "SRR8948482_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8948478_sorted.bam	SRR8948479_sorted.bam	SRR8948485_sorted.bam	SRR8948481_sorted.bam	SRR8948484_sorted.bam	SRR8948482_sorted.bam
gene-PA5345	NC_002516.2	6012976	6015051	+	2076	673	1339	33	111	23	251
gene-PA5346	NC_002516.2	6015141	6016550	+	1410	463	628	31	92	34	226
gene-PA5347	NC_002516.2	6016622	6017014	-	393	107	190	20	38	11	86
gene-PA5348	NC_002516.2	6017150	6017422	-	273	253	719	35	62	20	200
gene-PA5349	NC_002516.2	6017624	6018778	-	1155	266	340	20	48	26	98
gene-PA5350	NC_002516.2	6018830	6018997	-	168	71	92	6	10	14	28
gene-PA5351	NC_002516.2	6019181	6019348	-	168	191	224	8	35	3	72
gene-PA5352	NC_002516.2	6019482	6019883	-	402	4	10	0	0	0	0
gene-PA5353	NC_002516.2	6019888	6021114	-	1227	14	25	1	1	1	6
gene-PA5354	NC_002516.2	6021124	6022203	-	1080	10	12	0	1	1	3
gene-PA5355	NC_002516.2	6022203	6023702	-	1500	41	55	1	7	6	18
gene-PA5356	NC_002516.2	6023907	6024662	+	756	61	129	4	16	2	26
gene-PA5357	NC_002516.2	6024742	6025278	+	537	120	236	6	10	4	41
gene-PA5358	NC_002516.2	6025305	6026195	+	891	279	399	26	59	20	143
gene-PA5359	NC_002516.2	6026219	6026674	-	456	123	190	11	31	5	52
gene-PA5360	NC_002516.2	6026779	6027468	+	690	78	100	8	16	4	49
gene-PA5361	NC_002516.2	6027542	6028873	+	1332	71	107	6	22	5	22
gene-PA5362	NC_002516.2	6028976	6030316	+	1341	510	969	31	92	26	231
gene-PA5363	NC_002516.2	6030351	6031250	-	900	201	398	17	43	15	92
gene-PA5364	NC_002516.2	6031366	6032268	-	903	173	258	18	43	10	95
gene-PA5365	NC_002516.2	6032387	6033115	-	729	54	79	8	25	9	47
gene-PA5366	NC_002516.2	6033211	6034044	-	834	47	92	9	17	7	43
gene-PA5367	NC_002516.2	6034060	6035736	-	1677	109	135	18	38	16	90
gene-PA5368	NC_002516.2	6035756	6037789	-	2034	95	143	26	35	13	85
gene-PA5369	NC_002516.2	6038212	6039183	-	972	190	186	22	54	14	132
gene-PA5369.1	NC_002516.2	6039584	6039703	-	120	367	461	12	140	11	86
gene-PA5369.2	NC_002516.2	6039846	6042736	-	2891	1246	1495	747	13054	467	790
gene-PA5369.3	NC_002516.2	6042963	6043038	-	76	4695	5403	216	781	91	2101
gene-PA5369.4	NC_002516.2	6043067	6043143	-	77	5856	6619	276	1010	128	2532
gene-PA5369.5	NC_002516.2	6043208	6044743	-	1536	459	675	390	6397	163	306
gene-PA5370	NC_002516.2	6045310	6046626	-	1317	198	316	16	60	10	97
gene-PA5371	NC_002516.2	6046914	6047318	+	405	377	517	25	84	25	167
gene-PA5372	NC_002516.2	6047364	6049049	-	1686	130	295	32	79	24	131
gene-PA5373	NC_002516.2	6049185	6050657	-	1473	1234	358	88	223	41	414
gene-PA5374	NC_002516.2	6050718	6051311	-	594	83	166	60	182	30	299
gene-PA5375	NC_002516.2	6051644	6053194	+	1551	62	74	32	81	18	90
gene-PA5376	NC_002516.2	6053412	6054590	-	1179	82	124	3	28	7	57
gene-PA5377	NC_002516.2	6054594	6055433	-	840	39	50	8	12	5	28
gene-PA5378	NC_002516.2	6055475	6056413	-	939	51	87	6	17	5	28
gene-PA5379	NC_002516.2	6056877	6058253	+	1377	32	44	3	3	2	11
gene-PA5380	NC_002516.2	6058673	6059776	+	1104	107	154	21	46	11	67
gene-PA5381	NC_002516.2	6059823	6060200	-	378	63	64	4	8	3	22
gene-PA5382	NC_002516.2	6060340	6061233	-	894	55	78	6	16	11	12
gene-PA5383	NC_002516.2	6061341	6062408	+	1068	12	15	4	2	3	4
gene-PA5384	NC_002516.2	6062352	6063347	-	996	1	3	0	1	0	0
gene-PA5385	NC_002516.2	6063353	6063832	-	480	4	12	0	3	3	0
gene-PA5386	NC_002516.2	6063883	6064848	-	966	12	11	2	3	4	6
gene-PA5387	NC_002516.2	6064899	6065783	-	885	6	10	1	4	3	2
gene-PA5388	NC_002516.2	6065856	6066794	-	939	16	19	4	2	2	11
gene-PA5389	NC_002516.2	6067005	6068015	+	1011	25	33	3	6	5	9
gene-PA5390	NC_002516.2	6067945	6069099	-	1155	48	72	3	2	7	11
gene-PA5391	NC_002516.2	6069156	6069830	-	675	4	10	0	3	2	4
gene-PA5392	NC_002516.2	6069844	6070266	-	423	4	7	2	0	1	4
gene-PA5393	NC_002516.2	6070266	6071618	-	1353	24	34	3	0	5	5
gene-PA5394	NC_002516.2	6071912	6073384	-	1473	101	170	7	21	5	38
gene-PA5395	NC_002516.2	6073538	6074008	+	471	6	9	1	8	1	1
gene-PA5396	NC_002516.2	6074230	6075207	+	978	67	81	4	12	7	18
gene-PA5397	NC_002516.2	6075334	6075864	+	531	5	25	1	1	2	7
gene-PA5398	NC_002516.2	6075880	6077940	+	2061	27	61	7	14	6	19
gene-PA5399	NC_002516.2	6078044	6080005	+	1962	35	67	5	7	7	15
gene-PA5400	NC_002516.2	6080124	6081356	+	1233	21	28	1	6	7	5
gene-PA5401	NC_002516.2	6081392	6082165	+	774	11	14	0	4	5	1
gene-PA5402	NC_002516.2	6082290	6082859	+	570	78	108	8	9	8	16
gene-PA5403	NC_002516.2	6082867	6083073	+	207	72	102	8	11	2	19
gene-PA5404	NC_002516.2	6083105	6083509	+	405	17	18	1	1	1	6
gene-PA5405	NC_002516.2	6083523	6083756	+	234	27	34	0	2	4	9
gene-PA5406	NC_002516.2	6083753	6084085	+	333	116	199	14	28	6	80
gene-PA5407	NC_002516.2	6084082	6084372	+	291	119	189	4	23	8	55
gene-PA5408	NC_002516.2	6084369	6084545	-	177	76	118	6	12	0	27
gene-PA5409	NC_002516.2	6084550	6085110	-	561	89	165	6	19	6	45
gene-PA5410	NC_002516.2	6085385	6086674	-	1290	37	54	1	5	7	13
gene-PA5411	NC_002516.2	6087099	6088199	+	1101	50	64	6	10	4	18
gene-PA5412	NC_002516.2	6088193	6090706	-	2514	713	977	46	110	37	225
gene-PA5413	NC_002516.2	6092046	6093086	-	1041	176	252	16	53	13	94
gene-PA5414	NC_002516.2	6093167	6093808	-	642	72	90	4	17	9	38
gene-PA5415	NC_002516.2	6094024	6095277	+	1254	70	88	7	18	8	34
gene-PA5416	NC_002516.2	6095363	6096613	+	1251	18	31	6	4	3	13
gene-PA5417	NC_002516.2	6096707	6097027	+	321	5	5	0	2	0	0
gene-PA5418	NC_002516.2	6097024	6100041	+	3018	57	88	3	17	13	24
gene-PA5419	NC_002516.2	6100135	6100770	+	636	6	12	4	2	3	5
gene-PA5420	NC_002516.2	6100820	6101677	+	858	14	22	1	7	3	7
gene-PA5421	NC_002516.2	6101884	6103083	+	1200	79	154	18	39	11	43
gene-PA5422	NC_002516.2	6103167	6104123	+	957	133	204	12	55	14	82
gene-PA5423	NC_002516.2	6104189	6104737	-	549	123	191	15	36	16	78
gene-PA5424	NC_002516.2	6104799	6105044	-	246	388	662	34	149	36	273
gene-PA5425	NC_002516.2	6105159	6106241	-	1083	312	400	25	113	27	247
gene-PA5426	NC_002516.2	6106272	6106763	-	492	198	254	32	117	31	230
gene-PA5427	NC_002516.2	6107111	6108139	+	1029	449	778	93	131	52	255
gene-PA5428	NC_002516.2	6108176	6109084	-	909	116	201	18	39	18	55
gene-PA5429	NC_002516.2	6109260	6110684	+	1425	1342	2174	122	544	112	1187
gene-PA5430	NC_002516.2	6111048	6112262	-	1215	240	398	22	49	10	95
gene-PA5431	NC_002516.2	6112299	6113774	-	1476	32	53	2	4	1	10
gene-PA5432	NC_002516.2	6113902	6114351	+	450	14	19	3	5	1	5
gene-PA5433	NC_002516.2	6114360	6115034	+	675	50	110	8	7	4	32
gene-PA5434	NC_002516.2	6115059	6116312	-	1254	110	236	6	20	12	66
gene-PA5435	NC_002516.2	6116493	6118316	-	1824	392	801	30	45	27	142
gene-PA5436	NC_002516.2	6118332	6119747	-	1416	101	158	16	34	13	68
gene-PA5437	NC_002516.2	6119961	6120896	+	936	132	215	17	30	11	50
gene-PA5440a	NC_002516.2	6120850	6121065	-	216	78	78	2	8	1	27
gene-PA5438	NC_002516.2	6121172	6122053	-	882	343	476	40	90	25	176
gene-PA5439	NC_002516.2	6122139	6123605	+	1467	101	138	6	11	13	40
gene-PA5440	NC_002516.2	6123686	6125080	+	1395	139	641	12	20	8	81
gene-PA5441	NC_002516.2	6125796	6127997	-	2202	640	883	45	134	39	260
gene-PA5442	NC_002516.2	6128056	6130911	-	2856	156	242	34	50	16	80
gene-PA5443	NC_002516.2	6131088	6133274	+	2187	588	931	74	188	56	342
gene-PA5444	NC_002516.2	6133312	6133740	+	429	89	107	8	32	13	39
gene-PA5445	NC_002516.2	6133838	6135331	+	1494	871	2177	47	211	53	449
gene-PA5446	NC_002516.2	6135709	6135912	+	204	602	388	104	259	89	482
gene-PA5447	NC_002516.2	6135968	6137113	-	1146	268	491	22	53	14	127
gene-PA5448	NC_002516.2	6137114	6138241	-	1128	159	378	13	33	19	57
gene-PA5449	NC_002516.2	6138225	6139607	-	1383	108	248	15	32	9	58
gene-PA5450	NC_002516.2	6139604	6140869	-	1266	130	296	10	35	18	78
gene-PA5451	NC_002516.2	6140869	6141666	-	798	54	141	4	21	7	31
gene-PA5452	NC_002516.2	6141666	6143105	-	1440	133	310	10	29	16	79
gene-PA5453	NC_002516.2	6143109	6144080	-	972	130	232	13	30	9	62
gene-PA5454	NC_002516.2	6144077	6144991	-	915	98	193	9	35	9	43
gene-PA5455	NC_002516.2	6145399	6147027	+	1629	195	380	17	35	15	79
gene-PA5456	NC_002516.2	6147021	6148322	+	1302	88	215	4	12	6	49
gene-PA5457	NC_002516.2	6148319	6149182	+	864	71	189	1	11	2	38
gene-PA5458	NC_002516.2	6149179	6150321	+	1143	55	101	4	8	6	19
gene-PA5459	NC_002516.2	6150315	6151151	+	837	77	145	7	16	4	26
gene-PA5460	NC_002516.2	6151314	6151526	+	213	14	9	0	3	2	4
gene-PA5461	NC_002516.2	6151622	6151939	+	318	225	376	18	67	28	212
gene-PA5462	NC_002516.2	6152064	6152357	+	294	66	162	5	20	2	33
gene-PA5463	NC_002516.2	6152386	6152721	+	336	72	153	9	26	6	41
gene-PA5464	NC_002516.2	6152718	6154676	+	1959	357	913	26	81	22	173
gene-PA5465	NC_002516.2	6154784	6155203	-	420	146	308	12	23	15	65
gene-PA5466	NC_002516.2	6155271	6156215	+	945	35	61	3	13	4	10
gene-PA5467	NC_002516.2	6156212	6156574	+	363	33	57	1	3	2	8
gene-PA5468	NC_002516.2	6156854	6158158	+	1305	77	89	5	16	4	22
gene-PA5469	NC_002516.2	6158179	6158943	+	765	87	113	5	20	10	28
gene-PA5470	NC_002516.2	6158949	6159563	-	615	114	128	4	25	9	32
gene-PA5471	NC_002516.2	6159560	6160699	-	1140	250	302	12	81	19	75
gene-PA5472	NC_002516.2	6161067	6161867	-	801	155	258	10	36	8	74
gene-PA5473	NC_002516.2	6162221	6163969	+	1749	179	373	25	77	28	107
gene-PA5474	NC_002516.2	6164038	6165411	+	1374	399	651	35	92	40	178
gene-PA5475	NC_002516.2	6165417	6165977	-	561	292	436	45	65	42	136
gene-PA5476	NC_002516.2	6166120	6167409	-	1290	73	78	3	17	7	20
gene-PA5477	NC_002516.2	6167783	6168823	+	1041	142	158	10	38	14	55
gene-PA5478	NC_002516.2	6168842	6170071	-	1230	364	594	26	75	23	137
gene-PA5479	NC_002516.2	6170176	6171510	-	1335	1534	2507	70	252	59	732
gene-PA5481	NC_002516.2	6172223	6172690	-	468	58	72	11	28	12	38
gene-PA5482	NC_002516.2	6172712	6172873	-	162	23	33	10	14	8	17
gene-PA5483	NC_002516.2	6173348	6174697	+	1350	153	242	28	98	23	110
gene-PA5484	NC_002516.2	6174694	6176481	+	1788	323	493	53	149	39	202
gene-PA5485	NC_002516.2	6176516	6177295	-	780	149	266	17	39	11	78
gene-PA5486	NC_002516.2	6177325	6177918	-	594	73	110	16	33	14	50
gene-PA5487	NC_002516.2	6178036	6180051	-	2016	556	1097	51	176	51	305
gene-PA5488	NC_002516.2	6180048	6180926	-	879	524	741	51	174	53	323
gene-PA5489	NC_002516.2	6180942	6181577	-	636	717	1025	83	262	68	603
gene-PA5490	NC_002516.2	6181745	6182350	-	606	1733	2884	84	380	59	856
gene-PA5491	NC_002516.2	6182396	6182689	-	294	919	1617	61	155	31	390
gene-PA5492	NC_002516.2	6182873	6183520	+	648	572	450	50	81	31	177
gene-PA5493	NC_002516.2	6183784	6186525	-	2742	611	1038	56	151	36	317
gene-PA5494	NC_002516.2	6186603	6186893	+	291	231	377	19	50	17	107
gene-PA5495	NC_002516.2	6186927	6187877	+	951	196	430	20	50	16	106
gene-PA5496	NC_002516.2	6188166	6188855	-	690	76	587	17	15	7	45
gene-PA5497	NC_002516.2	6188872	6191076	-	2205	169	907	28	55	16	115
gene-PA5498	NC_002516.2	6191186	6192109	-	924	147	254	18	41	11	95
gene-PA5499	NC_002516.2	6192179	6192682	+	504	142	291	12	50	12	83
gene-PA5500	NC_002516.2	6192682	6193491	+	810	211	350	13	55	8	107
gene-PA5501	NC_002516.2	6193484	6194272	+	789	135	200	14	26	9	93
gene-PA5502	NC_002516.2	6194314	6195102	+	789	187	348	13	33	13	88
gene-PA5503	NC_002516.2	6195309	6196316	+	1008	190	240	34	113	41	143
gene-PA5504	NC_002516.2	6196316	6196993	+	678	266	510	33	133	19	179
gene-PA5505	NC_002516.2	6197070	6197852	+	783	536	771	43	160	26	294
gene-PA5506	NC_002516.2	6198055	6198912	+	858	84	93	8	23	10	36
gene-PA5507	NC_002516.2	6198917	6199570	+	654	56	56	10	13	8	34
gene-PA5508	NC_002516.2	6199567	6200898	+	1332	120	161	15	36	9	70
gene-PA5509	NC_002516.2	6200966	6201634	+	669	104	128	7	19	8	55
gene-PA5510	NC_002516.2	6201736	6203085	+	1350	170	230	10	47	11	78
gene-PA5511	NC_002516.2	6203104	6204447	-	1344	282	457	17	52	13	91
gene-PA5512	NC_002516.2	6204444	6206210	-	1767	219	384	10	36	13	74
gene-PA5513	NC_002516.2	6206292	6207170	+	879	52	68	5	14	6	40
gene-PA5514	NC_002516.2	6207241	6208029	+	789	91	156	6	26	8	46
gene-PA5515	NC_002516.2	6208042	6208542	-	501	264	492	10	42	8	92
gene-PA5516	NC_002516.2	6208575	6209441	+	867	244	370	17	59	4	120
gene-PA5517	NC_002516.2	6209479	6210063	-	585	56	136	10	15	3	18
gene-PA5518	NC_002516.2	6210065	6211768	-	1704	257	498	17	89	15	154
gene-PA5519	NC_002516.2	6212147	6212713	-	567	37	99	6	16	6	63
gene-PA5520	NC_002516.2	6212790	6213533	+	744	148	207	13	33	11	62
gene-PA5521	NC_002516.2	6213581	6214339	-	759	193	329	33	78	34	135
gene-PA5522	NC_002516.2	6214434	6215801	-	1368	143	156	23	65	12	73
gene-PA5523	NC_002516.2	6215803	6217155	-	1353	243	289	36	70	23	97
gene-PA5524	NC_002516.2	6217313	6218095	+	783	217	245	18	48	17	72
gene-PA5525	NC_002516.2	6218100	6218840	+	741	236	562	27	131	43	203
gene-PA5526	NC_002516.2	6218857	6219069	-	213	412	1213	44	170	38	286
gene-PA5527	NC_002516.2	6219287	6219688	-	402	132	233	16	43	14	85
gene-PA5528	NC_002516.2	6219885	6220739	-	855	697	1005	61	203	34	524
gene-PA5529	NC_002516.2	6221101	6222858	+	1758	432	624	32	113	45	222
gene-PA5530	NC_002516.2	6223174	6224481	+	1308	369	113	17	99	22	45
gene-PA5531	NC_002516.2	6224897	6225925	-	1029	128	172	24	48	12	168
gene-PA5533	NC_002516.2	6227082	6227450	+	369	102	144	11	35	4	40
gene-PA5534	NC_002516.2	6227603	6228244	-	642	19	33	3	1	3	9
gene-PA5535	NC_002516.2	6228241	6229443	-	1203	56	74	3	11	8	20
gene-PA5536	NC_002516.2	6229458	6229862	-	405	5	5	0	2	1	3
gene-PA5537	NC_002516.2	6229975	6230391	+	417	33	65	6	6	2	12
gene-PA5538	NC_002516.2	6230369	6231562	-	1194	32	57	10	16	12	21
gene-PA5539	NC_002516.2	6231662	6232558	+	897	9	11	2	3	2	3
gene-PA5540	NC_002516.2	6232555	6233115	+	561	8	8	4	3	2	4
gene-PA5541	NC_002516.2	6233118	6234455	+	1338	43	49	7	13	6	16
gene-PA5542	NC_002516.2	6234500	6235744	-	1245	34	58	3	14	3	13
gene-PA5543	NC_002516.2	6235831	6236229	-	399	9	8	3	4	1	3
gene-PA5544	NC_002516.2	6236226	6238250	-	2025	84	125	5	14	7	23
gene-PA5545	NC_002516.2	6238325	6239284	-	960	74	164	7	21	13	43
gene-PA5546	NC_002516.2	6239448	6240632	-	1185	230	221	43	72	37	98
gene-PA5547	NC_002516.2	6240870	6241493	+	624	55	75	7	14	11	22
gene-PA5548	NC_002516.2	6241851	6243056	+	1206	163	225	20	34	21	45
gene-PA5549	NC_002516.2	6243111	6244946	-	1836	359	399	91	87	51	99
gene-PA5550	NC_002516.2	6244962	6245735	-	774	146	227	46	44	16	60
gene-PA5551	NC_002516.2	6245803	6246312	-	510	130	147	5	24	9	68
gene-PA5552	NC_002516.2	6246326	6247690	-	1365	349	421	16	71	18	175
gene-PA5553	NC_002516.2	6247811	6248236	-	426	2307	2278	164	549	146	911
gene-PA5554	NC_002516.2	6248278	6249654	-	1377	4946	4906	487	1646	474	2922
gene-PA5555	NC_002516.2	6249685	6250545	-	861	3363	3323	299	1008	241	1776
gene-PA5556	NC_002516.2	6250596	6252140	-	1545	6418	7841	778	2603	593	4471
gene-PA5557	NC_002516.2	6252159	6252695	-	537	2701	3672	231	791	171	1463
gene-PA5558	NC_002516.2	6252707	6253177	-	471	3309	4351	293	1081	247	2035
gene-PA5559	NC_002516.2	6253235	6253492	-	258	2737	4185	283	1053	189	1908
gene-PA5560	NC_002516.2	6253542	6254411	-	870	3000	4454	355	1115	176	2449
gene-PA5561	NC_002516.2	6254428	6254808	-	381	1152	2017	117	293	48	707
gene-PA5562	NC_002516.2	6254972	6255844	-	873	506	770	33	117	22	256
gene-PA5563	NC_002516.2	6255854	6256642	-	789	273	428	35	101	23	225
gene-PA5564	NC_002516.2	6256661	6257305	-	645	164	228	30	111	24	159
gene-PA5565	NC_002516.2	6257305	6259197	-	1893	1217	1581	136	380	97	834
gene-PA5566	NC_002516.2	6259671	6260054	-	384	15	31	2	12	7	9
gene-PA5567	NC_002516.2	6260390	6261757	-	1368	174	364	11	50	12	112
gene-PA5568	NC_002516.2	6261828	6263564	-	1737	1833	3689	168	571	124	1384
gene-PA5569	NC_002516.2	6263805	6264212	-	408	2146	3493	220	771	140	1794
gene-PA5570	NC_002516.2	6264227	6264361	-	135	2202	3460	185	574	95	1538
gene-EST35_0001	MK797984.1	122	373	-	252	1403	361	2038	1496	1415	1391
gene-EST35_0002	MK797984.1	408	677	+	270	4187	698	3711	2908	2670	3580
gene-EST35_0003	MK797984.1	681	986	+	306	2325	205	1792	1795	1265	2514
gene-EST35_0004	MK797984.1	1003	1287	+	285	2866	145	2346	3011	1657	3459
gene-EST35_0005	MK797984.1	1290	1565	+	276	2466	68	2278	3197	1723	3295
gene-EST35_0006	MK797984.1	1578	1841	+	264	3409	179	2706	4115	1881	4643
gene-EST35_0007	MK797984.1	1838	2137	+	300	4186	231	3580	5511	2173	5328
gene-EST35_0008	MK797984.1	2255	2368	+	114	758	33	756	1126	373	1168
gene-EST35_0009	MK797984.1	2382	2696	+	315	955	130	1167	1551	685	1225
gene-EST35_0010	MK797984.1	2696	2998	+	303	2724	350	2883	4164	1828	4254
gene-EST35_0011	MK797984.1	2998	3255	+	258	759	93	1039	1553	716	1329
gene-EST35_0012	MK797984.1	3352	3489	+	138	1759	159	1085	1456	736	1178
gene-EST35_0013	MK797984.1	3490	3612	+	123	1237	126	823	1057	540	839
gene-EST35_0014	MK797984.1	3618	3743	+	126	669	63	570	569	372	313
gene-EST35_0015	MK797984.1	3795	3929	+	135	1218	74	873	1353	575	1060
gene-EST35_0016	MK797984.1	3904	4068	+	165	1367	72	987	1534	671	1268
gene-EST35_0017	MK797984.1	4049	4198	+	150	2043	128	1609	2084	978	1965
gene-EST35_0018	MK797984.1	4204	4338	+	135	2576	162	2364	3250	1213	2674
gene-EST35_0019	MK797984.1	4325	4492	+	168	1900	95	2191	3715	1079	2561
gene-EST35_0020	MK797984.1	4489	4647	+	159	1738	96	2514	4123	1462	2911
gene-EST35_0021	MK797984.1	4644	4781	+	138	1071	65	1790	2738	987	1822
gene-EST35_0022	MK797984.1	4819	4953	+	135	1660	63	1899	3370	998	2825
gene-EST35_0023	MK797984.1	5062	5208	+	147	2618	715	1803	3424	886	3083
gene-EST35_0024	MK797984.1	5208	5348	+	141	2739	775	1776	3293	860	3042
gene-EST35_0025	MK797984.1	5342	5515	+	174	971	263	862	1163	416	1028
gene-EST35_0026	MK797984.1	5505	5639	+	135	2091	323	1533	2752	672	2939
gene-EST35_0027	MK797984.1	5633	5785	+	153	3821	564	2647	5273	1036	5955
gene-EST35_0028	MK797984.1	5920	6069	+	150	2515	218	2093	4411	798	3779
gene-EST35_0029	MK797984.1	6106	6249	+	144	4224	224	3259	6800	1344	7504
gene-EST35_0030	MK797984.1	6251	6421	+	171	1973	77	1624	3759	657	4117
gene-EST35_0031	MK797984.1	6396	6584	+	189	1510	43	1697	3165	672	2625
gene-EST35_0032	MK797984.1	6581	6769	+	189	1808	56	2276	5131	909	4541
gene-EST35_0033	MK797984.1	6766	7050	+	285	2557	75	4953	17791	1939	11460
gene-EST35_0034	MK797984.1	7200	7307	+	108	23642	5566	206126	213617	187014	220262
gene-EST35_0035	MK797984.1	7559	7966	+	408	53653	14534	234655	277701	87872	281105
gene-EST35_0036	MK797984.1	8263	8498	+	236	72810	9049	292953	338369	333826	247293
gene-EST35_0037	MK797984.1	8503	8724	+	222	62	26	65	66	39	60
gene-EST35_0038	MK797984.1	9167	9871	+	705	76598	30849	18858	70047	16687	153734
gene-EST35_0039	MK797984.1	10126	10299	+	174	1108	268	816	1486	437	1619
gene-EST35_0040	MK797984.1	10301	10468	+	168	188	33	130	262	73	266
gene-EST35_0041	MK797984.1	10655	10858	+	204	7207	5002	5120	5595	2995	4832
gene-EST35_0042	MK797984.1	10839	11105	+	267	14489	9171	8908	10036	5213	10088
gene-EST35_0043	MK797984.1	11109	11243	+	135	9501	5951	6542	7208	3763	7167
gene-EST35_0044	MK797984.1	11240	11371	+	132	10136	6059	6515	7237	3918	7539
gene-EST35_0045	MK797984.1	11364	11576	+	213	11206	5712	6292	7207	3595	9495
gene-EST35_0046	MK797984.1	11592	11933	+	342	14146	7038	7860	10529	4170	13337
gene-EST35_0047	MK797984.1	11935	12339	+	405	9603	4357	7710	12270	3565	10044
gene-EST35_0048	MK797984.1	12353	12550	+	198	6964	1981	7744	12617	3056	9147
gene-EST35_0049	MK797984.1	12552	12809	+	258	6568	1681	7997	14650	3912	11173
gene-EST35_0050	MK797984.1	13721	14305	+	585	20369	9473	12094	14878	9170	13401
gene-EST35_0051	MK797984.1	14309	14857	+	549	33583	12826	17336	27688	10320	25400
gene-EST35_0052	MK797984.1	15016	15573	+	558	14844	21065	2961	3334	2800	4220
gene-EST35_0053	MK797984.1	15728	16195	+	468	19910	12029	12576	20374	8629	19508
gene-EST35_0054	MK797984.1	16198	16497	+	300	5194	2339	5989	9718	6014	9603
gene-EST35_0055	MK797984.1	16712	17248	+	537	2661	633	4267	6634	3569	6083
gene-EST35_0056	MK797984.1	17245	17511	+	267	652	86	1051	1578	947	1221
gene-EST35_0057	MK797984.1	17508	18107	+	600	2646	267	4475	6100	2500	7356
gene-EST35_0058	MK797984.1	18104	18427	+	324	3365	353	4211	6339	2113	9339
gene-EST35_0059	MK797984.1	18482	18712	+	231	5668	304	5160	8857	2332	14015
gene-EST35_0060	MK797984.1	18925	19101	+	177	2556	112	5585	6370	3067	6501
gene-EST35_0061	MK797984.1	19343	19684	+	342	25057	25015	4891	4597	3778	5538
gene-EST35_0062	MK797984.1	19714	20046	+	333	33708	15953	3459	4296	2868	6731
gene-EST35_0063	MK797984.1	20164	20388	+	225	27676	17262	1977	3762	1435	8617
gene-EST35_0064	MK797984.1	20396	20701	+	306	84654	40642	4976	18409	3376	80741
gene-EST35_0065	MK797984.1	20703	20996	+	294	105179	40092	5900	25222	3504	53839
gene-EST35_0066	MK797984.1	21232	21522	+	291	25167	21338	4614	14180	4298	9410
gene-EST35_0067	MK797984.1	21519	21707	+	189	10413	9402	2236	3962	1989	4031
gene-EST35_0068	MK797984.1	21951	22401	+	451	153710	67190	138120	359660	127759	407821
gene-EST35_0069	MK797984.1	22535	22702	+	168	11896	9265	3664	3497	2833	4098
gene-EST35_0070	MK797984.1	22699	22974	+	276	21409	16699	6402	6559	4870	8245
gene-EST35_0071	MK797984.1	22971	23207	+	237	17554	13592	5724	6326	3707	7642
gene-EST35_0072	MK797984.1	23200	23406	+	207	15730	11961	5665	7610	3235	9206
gene-EST35_0073	MK797984.1	23422	23625	+	204	14591	8839	4992	7085	2575	9373
gene-EST35_0074	MK797984.1	23636	23830	+	195	12460	6718	4650	7078	2351	8599
gene-EST35_0075	MK797984.1	23856	24155	+	300	9314	4886	4201	5749	2147	5807
gene-EST35_0076	MK797984.1	24177	24296	+	120	9871	8395	2055	3196	1105	2731
gene-EST35_0077	MK797984.1	24513	24728	+	216	80320	35798	4813	13109	3143	28592
gene-EST35_0078	MK797984.1	24802	24999	+	198	71833	32976	3687	9737	3844	21840
gene-EST35_0079	MK797984.1	25179	25631	+	453	54411	28971	2045	5599	2295	8024
gene-EST35_0080	MK797984.1	25724	26371	+	648	51583	40483	13232	20772	11134	21028
gene-EST35_0081	MK797984.1	26373	26600	+	228	17585	7501	3610	5470	2969	7845
gene-EST35_0082	MK797984.1	26644	26793	+	150	1735	1508	744	1691	423	2093
gene-EST35_0083	MK797984.1	26950	27060	+	111	436	360	189	418	115	328
gene-EST35_0084	MK797984.1	27036	27380	+	345	373	187	110	225	69	154
gene-EST35_0085	MK797984.1	27354	27470	-	117	9	5	4	13	2	12
gene-EST35_0086	MK797984.1	27937	28407	+	471	21365	19555	986	4159	1472	3127
gene-EST35_0087	MK797984.1	28576	28824	+	249	11730	17482	3307	6917	3293	7165
gene-EST35_0088	MK797984.1	28836	29138	+	303	9235	10871	2466	4454	2516	5927
gene-EST35_0089	MK797984.1	30121	30426	+	306	43602	31341	4877	9415	5789	9343
gene-EST35_0090	MK797984.1	30645	31016	+	372	37530	41952	2986	6258	2061	7047
gene-EST35_0091	MK797984.1	31028	31315	+	288	10996	8166	1488	3193	914	2844
gene-EST35_0092	MK797984.1	31319	31441	+	123	239	138	319	413	253	340
gene-EST35_0093	MK797984.1	31467	31649	+	183	15848	10991	3151	5467	4536	5720
gene-EST35_0094	MK797984.1	31693	31932	-	240	26756	29834	2267	4538	1821	5374
gene-EST35_0095	MK797984.1	32286	32666	+	381	27865	17845	328	1932	793	2106
gene-EST35_0096	MK797984.1	32941	33312	+	372	46548	23326	7074	19879	2907	28897
gene-EST35_0097	MK797984.1	33314	33631	+	318	21783	11995	4605	11922	1884	14256
gene-EST35_0098	MK797984.1	33964	34425	+	462	79402	94398	4529	14819	6023	19026
gene-EST35_0099	MK797984.1	34582	35070	+	489	5171	985	3198	6344	1327	6816
