Orthogroup	CP000029.1	CP001340.1	CP027476.1	CP045224.1	CP045225.1	NC_002516.2	NC_009641.1	NC_017564.1	NC_017565.1	NC_018289.1	NZ_CP059180.1	U00096.3
OG0009753		gene-CCNA_01081										
OG0009754								gene-Y11_RS20325				
OG0009755						gene-PA0070						
OG0009756		gene-CCNA_02096										
OG0009757										gene-MSMEI_RS31240		
OG0009758						gene-PA4714						
OG0009759										gene-MSMEI_RS11685		
OG0009760												gene-b1122
OG0009761				gene-FTB24_06705								
OG0009762	gene-SERP0075											
OG0009763										gene-MSMEI_RS00790		
OG0009764		gene-CCNA_01041										
OG0009765		gene-CCNA_02913										
OG0009766												gene-b4078
OG0009767										gene-MSMEI_RS15735		
OG0009768										gene-MSMEI_RS24525		
OG0009769	gene-SERP2097											
OG0009770										gene-MSMEI_RS26965		
OG0009771		gene-CCNA_01425										
OG0009772	gene-SERP1885											
OG0009773				gene-FTB24_11200								
OG0009774										gene-MSMEI_RS22935		
OG0009775						gene-PA2937						
OG0009776				gene-FTB24_05510								
OG0009777		gene-CCNA_00396										
OG0009778										gene-MSMEI_RS32420		
OG0009779				gene-FTB24_04360								
OG0009780						gene-PA1767						
OG0009781										gene-MSMEI_RS05265		
OG0009782												gene-b1730
OG0009783				gene-FTB24_01080								
OG0009784										gene-MSMEI_RS19255		
OG0009785				gene-FTB24_10425								
OG0009786				gene-FTB24_00610								
OG0009787										gene-MSMEI_RS18450		
OG0009788										gene-MSMEI_RS05795		
OG0009789										gene-MSMEI_RS35985		
OG0009790		gene-CCNA_00521										
OG0009791												gene-b1620
OG0009792						gene-PA0315						
OG0009793		gene-CCNA_03880										
OG0009794				gene-FTB24_12500								
OG0009795	gene-SERP0664											
OG0009796										gene-MSMEI_RS19165		
OG0009797						gene-PA0569						
OG0009798												gene-b4542
OG0009799		gene-CCNA_02953										
OG0009800										gene-MSMEI_RS02220		
OG0009801						gene-PA2779						
OG0009802								gene-Y11_RS11395				
OG0009803								gene-Y11_RS07825				
OG0009804										gene-MSMEI_RS25715		
OG0009805												gene-b4126
OG0009806								gene-Y11_RS19195				
OG0009807										gene-MSMEI_RS26220		
OG0009808				gene-FTB24_13000								
OG0009809										gene-MSMEI_RS04225		
OG0009810				gene-FTB24_11065								
OG0009811	gene-SERP2195											
OG0009812										gene-MSMEI_RS01230		
OG0009813												gene-b2433
OG0009814										gene-MSMEI_RS33795		
OG0009815				gene-FTB24_06130								
OG0009816	gene-SERP1627											
OG0009817				gene-FTB24_14150								
OG0009818										gene-MSMEI_RS16320		
OG0009819										gene-MSMEI_RS16255		
OG0009820										gene-MSMEI_RS27730		
OG0009821				gene-FTB24_17390								
OG0009822										gene-MSMEI_RS21295		
OG0009823						gene-PA2037						
OG0009824												gene-b4824
OG0009825										gene-MSMEI_RS17935		
OG0009826						gene-PA4586						
OG0009827		gene-CCNA_00642										
OG0009828				gene-FTB24_09590								
OG0009829	gene-SERP1118											
OG0009830				gene-FTB24_13830								
OG0009831												gene-b0704
OG0009832												gene-b4674
OG0009833								gene-Y11_RS23520				
OG0009834				gene-FTB24_07475								
OG0009835				gene-FTB24_02290								
OG0009836										gene-MSMEI_RS05720		
OG0009837		gene-CCNA_01438										
OG0009838										gene-MSMEI_RS15900		
OG0009839	gene-SERP0945											
OG0009840		gene-CCNA_03515										
OG0009841										gene-MSMEI_RS04370		
OG0009842										gene-MSMEI_RS01385		
OG0009843										gene-MSMEI_RS17570		
OG0009844		gene-CCNA_03647										
OG0009845						gene-PA2894						
OG0009846								gene-Y11_RS10510				
OG0009847				gene-FTB24_12795								
OG0009848				gene-FTB24_00895								
OG0009849										gene-MSMEI_RS08800		
OG0009850												gene-b2252
OG0009851												gene-b0012
OG0009852						gene-PA2847						
OG0009853				gene-FTB24_16675								
OG0009854										gene-MSMEI_RS12295		
OG0009855										gene-MSMEI_RS23310		
OG0009856				gene-FTB24_08265								
OG0009857								gene-Y11_RS04300				
OG0009858						gene-PA1043						
OG0009859										gene-MSMEI_RS10575		
OG0009860												gene-b2363
OG0009861	gene-SERP0278											
OG0009862								gene-Y11_RS17260				
OG0009863								gene-Y11_RS06090				
OG0009864		gene-CCNA_03439										
OG0009865				gene-FTB24_08445								
OG0009866		gene-CCNA_00058										
OG0009867										gene-MSMEI_RS04735		
OG0009868						gene-PA0871						
OG0009869		gene-CCNA_01377										
OG0009870						gene-PA1942						
OG0009871	gene-SERP2062											
OG0009872				gene-FTB24_01825								
OG0009873				gene-FTB24_12195								
OG0009874		gene-CCNA_03258										
OG0009875						gene-PA2221						
OG0009876				gene-FTB24_10465								
OG0009877		gene-CCNA_02951										
OG0009878		gene-CCNA_03005										
OG0009879					gene-FTB24_19260							
OG0009880										gene-MSMEI_RS18960		
OG0009881			gene-NRS_1424									
OG0009882										gene-MSMEI_RS31795		
OG0009883						gene-PA3276						
OG0009884										gene-MSMEI_RS21985		
OG0009885										gene-MSMEI_RS27110		
OG0009886								gene-Y11_RS04450				
OG0009887										gene-MSMEI_RS15135		
OG0009888										gene-MSMEI_RS06680		
OG0009889		gene-CCNA_02926										
OG0009890						gene-PA1652						
OG0009891						gene-PA0698						
OG0009892						gene-PA5414						
OG0009893										gene-MSMEI_RS09050		
OG0009894								gene-Y11_RS07670				
OG0009895										gene-MSMEI_RS29810		
OG0009896						gene-PA1839						
OG0009897						gene-PA5381						
OG0009898												gene-b1561
OG0009899										gene-MSMEI_RS23235		
OG0009900										gene-MSMEI_RS08845		
OG0009901								gene-Y11_RS03305				
OG0009902												gene-b4621
OG0009903						gene-PA3675						
OG0009904								gene-Y11_RS18710				
OG0009905	gene-SERP0460											
OG0009906								gene-Y11_RS07025				
OG0009907				gene-FTB24_04835								
OG0009908										gene-MSMEI_RS32355		
OG0009909												gene-b4702
OG0009910	gene-SERP0982											
OG0009911				gene-FTB24_00950								
OG0009912										gene-MSMEI_RS28590		
OG0009913		gene-CCNA_03920										
OG0009914						gene-PA0043						
OG0009915						gene-PA1111						
OG0009916												gene-b3369
OG0009917							gene-NWMN_RS15480					
OG0009918										gene-MSMEI_RS13690		
OG0009919	gene-SERP1923											
OG0009920										gene-MSMEI_RS05460		
OG0009921												gene-b1295
OG0009922							gene-NWMN_RS01635					
OG0009923						gene-PA2189						
OG0009924												gene-b4525
OG0009925		gene-CCNA_02141										
OG0009926				gene-FTB24_14425								
OG0009927										gene-MSMEI_RS02145		
OG0009928		gene-CCNA_02719										
OG0009929						gene-PA2501						
OG0009930						gene-PA5401						
OG0009931												gene-b0557
OG0009932												gene-b0976
OG0009933	gene-SERP1509											
OG0009934						gene-PA5405						
OG0009935		gene-CCNA_01334										
OG0009936												gene-b4821
OG0009937						gene-PA2260						
OG0009938		gene-CCNA_03883										
OG0009939							gene-NWMN_RS01505					
OG0009940								gene-Y11_RS00370				
OG0009941								gene-Y11_RS23770				
OG0009942		gene-CCNA_00641										
OG0009943												gene-b3371
OG0009944				gene-FTB24_13545								
OG0009945						gene-PA1641						
OG0009946		gene-CCNA_03363										
OG0009947										gene-MSMEI_RS05805		
OG0009948										gene-MSMEI_RS31740		
OG0009949										gene-MSMEI_RS16510		
OG0009950		gene-CCNA_02318										
OG0009951		gene-CCNA_00965										
OG0009952										gene-MSMEI_RS20400		
OG0009953								gene-Y11_RS10655				
OG0009954							gene-NWMN_RS01480					
OG0009955										gene-MSMEI_RS23585		
OG0009956				gene-FTB24_15880								
OG0009957				gene-FTB24_09185								
OG0009958		gene-CCNA_03797										
OG0009959										gene-MSMEI_RS06160		
OG0009960	gene-SERP2446											
OG0009961						gene-PA5062						
OG0009962		gene-CCNA_03940										
OG0009963										gene-MSMEI_RS27095		
OG0009964										gene-MSMEI_RS30000		
OG0009965										gene-MSMEI_RS34215		
OG0009966		gene-CCNA_03604										
OG0009967						gene-PA0731						
OG0009968										gene-MSMEI_RS06050		
OG0009969	gene-SERP2184											
OG0009970										gene-MSMEI_RS01275		
OG0009971				gene-FTB24_00645								
OG0009972						gene-PA0805						
OG0009973						gene-PA0566						
OG0009974												gene-b4618
OG0009975				gene-FTB24_01725								
OG0009976										gene-MSMEI_RS29185		
OG0009977		gene-CCNA_01457										
OG0009978										gene-MSMEI_RS10410		
OG0009979						gene-PA4603						
OG0009980				gene-FTB24_11590								
OG0009981	gene-SERP2258											
OG0009982	gene-SERP1614											
OG0009983												gene-b0280
OG0009984						gene-PA2927						
OG0009985								gene-Y11_RS21765				
OG0009986										gene-MSMEI_RS12655		
OG0009987								gene-Y11_RS21420				
OG0009988						gene-PA2485						
OG0009989				gene-FTB24_06015								
OG0009990		gene-CCNA_00596										
OG0009991		gene-CCNA_02248										
OG0009992										gene-MSMEI_RS16695		
OG0009993										gene-MSMEI_RS28120		
OG0009994								gene-Y11_RS23435				
OG0009995												gene-b4774
OG0009996										gene-MSMEI_RS24840		
OG0009997						gene-PA2242						
OG0009998		gene-CCNA_03873										
OG0009999										gene-MSMEI_RS16125		
OG0010000										gene-MSMEI_RS02820		
OG0010001						gene-PA2044						
OG0010002				gene-FTB24_13775								
OG0010003						gene-PA0523						
OG0010004										gene-MSMEI_RS35255		
OG0010005						gene-PA0216						
OG0010006						gene-PA2772a						
OG0010007						gene-PA0818						
OG0010008										gene-MSMEI_RS31845		
OG0010009	gene-SERP1603											
OG0010010	gene-SERP1611											
OG0010011				gene-FTB24_11660								
OG0010012						gene-PA2066						
OG0010013			gene-NRS_2468									
OG0010014										gene-MSMEI_RS05990		
OG0010015	gene-SERP1508											
OG0010016				gene-FTB24_03415								
OG0010017		gene-CCNA_01138										
OG0010018				gene-FTB24_04240								
OG0010019						gene-PA0431						
OG0010020												gene-b2359
OG0010021										gene-MSMEI_RS32995		
OG0010022	gene-SERP0439											
OG0010023												gene-b2849
OG0010024				gene-FTB24_05545								
OG0010025										gene-MSMEI_RS19190		
OG0010026	gene-SERP0473											
OG0010027		gene-CCNA_01533										
OG0010028		gene-CCNA_01118										
OG0010029										gene-MSMEI_RS33215		
OG0010030				gene-FTB24_00710								
OG0010031												gene-b3168
OG0010032				gene-FTB24_11935								
OG0010033										gene-MSMEI_RS36200		
OG0010034										gene-MSMEI_RS26405		
OG0010035						gene-PA1954						
OG0010036						gene-PA2312a						
OG0010037						gene-PA1126						
OG0010038						gene-PA3203						
OG0010039				gene-FTB24_03220								
OG0010040				gene-FTB24_06070								
OG0010041		gene-CCNA_00838										
OG0010042										gene-MSMEI_RS19275		
OG0010043								gene-Y11_RS16220				
OG0010044				gene-FTB24_08475								
OG0010045										gene-MSMEI_RS05385		
OG0010046												gene-b1351
OG0010047										gene-MSMEI_RS02805		
OG0010048										gene-MSMEI_RS35655		
OG0010049						gene-PA4118						
OG0010050										gene-MSMEI_RS32570		
OG0010051		gene-CCNA_00415										
OG0010052										gene-MSMEI_RS34605		
OG0010053										gene-MSMEI_RS33700		
OG0010054						gene-PA0388						
OG0010055						gene-PA1751						
OG0010056												gene-b1042
OG0010057						gene-PA5220						
OG0010058												gene-b0327
OG0010059										gene-MSMEI_RS09550		
OG0010060			gene-NRS_57									
OG0010061		gene-CCNA_01484										
OG0010062		gene-CCNA_01154										
OG0010063						gene-PA5477						
OG0010064								gene-Y11_RS24010				
OG0010065										gene-MSMEI_RS31670		
OG0010066										gene-MSMEI_RS19150		
OG0010067												gene-b3707
OG0010068								gene-Y11_RS00810				
OG0010069										gene-MSMEI_RS13595		
OG0010070		gene-CCNA_02921										
OG0010071				gene-FTB24_10300								
OG0010072						gene-PA0955						
OG0010073								gene-Y11_RS23165				
OG0010074										gene-MSMEI_RS13310		
OG0010075										gene-MSMEI_RS20230		
OG0010076										gene-MSMEI_RS29255		
OG0010077	gene-SERP2113											
OG0010078										gene-MSMEI_RS09715		
OG0010079		gene-CCNA_00750										
OG0010080								gene-Y11_RS16765				
OG0010081	gene-SERP2350											
OG0010082				gene-FTB24_16730								
OG0010083										gene-MSMEI_RS02120		
OG0010084										gene-MSMEI_RS18675		
OG0010085												gene-b4672
OG0010086				gene-FTB24_10020								
OG0010087				gene-FTB24_07125								
OG0010088						gene-PA4636a						
OG0010089		gene-CCNA_02352										
OG0010090							gene-NWMN_RS10885					
OG0010091				gene-FTB24_04885								
OG0010092										gene-MSMEI_RS24510		
OG0010093						gene-PA4826						
OG0010094		gene-CCNA_00148										
OG0010095				gene-FTB24_05920								
OG0010096										gene-MSMEI_RS25950		
OG0010097												gene-b1585
OG0010098				gene-FTB24_15555								
OG0010099		gene-CCNA_03967										
OG0010100										gene-MSMEI_RS25560		
OG0010101						gene-PA2691						
OG0010102										gene-MSMEI_RS31555		
OG0010103										gene-MSMEI_RS16830		
OG0010104										gene-MSMEI_RS06550		
OG0010105								gene-Y11_RS06870				
OG0010106							gene-NWMN_RS01615					
OG0010107		gene-CCNA_03202										
OG0010108										gene-MSMEI_RS15075		
OG0010109										gene-MSMEI_RS02970		
OG0010110						gene-PA3353						
OG0010111										gene-MSMEI_RS03325		
OG0010112										gene-MSMEI_RS19195		
OG0010113		gene-CCNA_00508										
OG0010114										gene-MSMEI_RS36020		
OG0010115		gene-CCNA_02761										
OG0010116		gene-CCNA_01235										
OG0010117					gene-FTB24_19305							
OG0010118						gene-PA3015						
OG0010119				gene-FTB24_02265								
OG0010120	gene-SERP1538											
OG0010121						gene-PA2122						
OG0010122						gene-PA3354						
OG0010123		gene-CCNA_00385										
OG0010124										gene-MSMEI_RS21885		
OG0010125		gene-CCNA_02139										
OG0010126										gene-MSMEI_RS02135		
OG0010127		gene-CCNA_02816										
OG0010128	gene-SERP1618											
OG0010129										gene-MSMEI_RS09755		
OG0010130												gene-b4726
OG0010131	gene-SERP1558											
OG0010132	gene-SERP2419											
OG0010133				gene-FTB24_08855								
OG0010134										gene-MSMEI_RS03090		
OG0010135										gene-MSMEI_RS17320		
OG0010136		gene-CCNA_02648										
OG0010137		gene-CCNA_00290										
OG0010138										gene-MSMEI_RS35520		
OG0010139		gene-CCNA_03102										
OG0010140				gene-FTB24_16360								
OG0010141						gene-PA4405						
OG0010142												gene-b3718
OG0010143										gene-MSMEI_RS08755		
OG0010144		gene-CCNA_02684										
OG0010145				gene-FTB24_09360								
OG0010146		gene-CCNA_02695										
OG0010147		gene-CCNA_01435										
OG0010148										gene-MSMEI_RS08680		
OG0010149		gene-CCNA_02146										
OG0010150				gene-FTB24_09120								
OG0010151						gene-PA3154						
OG0010152										gene-MSMEI_RS21750		
OG0010153						gene-PA3396						
OG0010154		gene-CCNA_01561										
OG0010155						gene-PA1969						
OG0010156	gene-SERP1539											
OG0010157										gene-MSMEI_RS04300		
OG0010158		gene-CCNA_03976										
