Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA4202	9	26	18	13	host	gene-PA4202
gene-PA5372	31	85	79	84	host	betA
gene-F358_gp83	1651	3022	2643	2906	phage	gene-F358_gp83
gene-PA3458	11	37	51	64	host	gene-PA3458
gene-PA3877	22	44	114	66	host	narK1
gene-PA1169	47	105	109	62	host	gene-PA1169
gene-PA4698	36	110	68	52	host	gene-PA4698
gene-PA1230	10	4	8	3	host	gene-PA1230
gene-PA2900	39	81	104	91	host	gene-PA2900
gene-PA3715	16	47	50	45	host	gene-PA3715
gene-PA0745	12	21	33	22	host	gene-PA0745
gene-PA4355	8	18	36	24	host	gene-PA4355
gene-PA4829	12	44	50	30	host	lpd3
gene-PA2724	1	4	2	1	host	gene-PA2724
gene-PA3057	3	5	7	5	host	gene-PA3057
gene-PA0207	29	58	56	45	host	gene-PA0207
gene-PA2343	3	8	6	2	host	mtlY
gene-PA2947	12	43	32	34	host	gene-PA2947
gene-PA2121	3	13	28	13	host	gene-PA2121
gene-PA3022	41	103	132	80	host	gene-PA3022
gene-PA3541	9	18	24	17	host	alg8
gene-PA3133	8	14	7	13	host	gene-PA3133
gene-PA1771	70	134	76	44	host	estX
gene-F358_gp12	3146	7338	10523	9709	phage	gene-F358_gp12
gene-PA0627	13	16	16	15	host	gene-PA0627
gene-PA2815	26	48	86	57	host	gene-PA2815
gene-PA2168	0	8	4	4	host	gene-PA2168
gene-PA0186	13	34	29	15	host	gene-PA0186
gene-PA4158	9	7	8	10	host	fepC
gene-PA0768	371	842	640	551	host	lepB
gene-PA4328	37	118	140	94	host	gene-PA4328
gene-PA0300	190	373	295	233	host	spuD
gene-PA3982	227	434	336	411	host	gene-PA3982
gene-PA2744	898	1771	1053	836	host	thrS
gene-PA5072	50	109	131	121	host	gene-PA5072
gene-PA2436	29	72	72	77	host	gene-PA2436
gene-PA0271	5	9	15	9	host	gene-PA0271
gene-PA2544	13	40	39	31	host	gene-PA2544
gene-PA3516	7	21	17	21	host	gene-PA3516
gene-PA0895	365	856	1210	979	host	aruC
gene-PA0874	9	26	20	18	host	gene-PA0874
gene-PA1276	56	131	115	84	host	cobC
gene-PA2029	7	14	11	1	host	gene-PA2029
gene-PA1796.2	2814	3281	4079	4049	host	gene-PA1796.2
gene-PA0336	257	612	707	513	host	ygdP
gene-PA2035	14	17	16	13	host	gene-PA2035
gene-PA1133	9	27	14	7	host	gene-PA1133
gene-PA0764	230	461	556	553	host	mucB
gene-PA2079	14	28	33	27	host	gene-PA2079
gene-PA4555	23	44	39	30	host	pilY2
gene-PA1674	198	477	579	443	host	folE2
gene-PA1010	400	1152	760	624	host	dapA
gene-PA3776	6	23	14	7	host	gene-PA3776
gene-PA4064	54	143	69	50	host	gene-PA4064
gene-PA4481	377	809	659	557	host	mreB
gene-PA3334	2	2	5	5	host	gene-PA3334
gene-PA2597	5	21	11	8	host	gene-PA2597
gene-PA3534	10	24	27	11	host	gene-PA3534
gene-PA0460	35	58	66	51	host	gene-PA0460
gene-PA2966	721	1017	648	640	host	acpP
gene-PA1368	38	67	72	61	host	gene-PA1368
gene-PA2801	6	23	36	32	host	gene-PA2801
gene-PA5362	256	606	390	382	host	gene-PA5362
gene-PA2324	4	13	13	4	host	gene-PA2324
gene-PA1474	77	189	188	139	host	gene-PA1474
gene-PA4523	82	148	172	142	host	gene-PA4523
gene-F358_gp27	276	492	3586	3427	phage	gene-F358_gp27
gene-PA5097	13	28	27	18	host	gene-PA5097
gene-PA1598	8	27	25	11	host	gene-PA1598
gene-PA3323	7	5	15	19	host	gene-PA3323
gene-PA1668	50	77	74	72	host	gene-PA1668
gene-PA2209	7	8	7	7	host	gene-PA2209
gene-PA1137	7	17	13	11	host	gene-PA1137
gene-PA2832	18	45	33	44	host	tpm
gene-PA0411	480	1047	745	675	host	pilJ
gene-PA1225	11	34	40	22	host	gene-PA1225
gene-PA0393	57	103	83	105	host	proC
gene-PA3122	33	75	37	57	host	gene-PA3122
gene-PA2432	19	41	57	39	host	bexR
gene-PA0572	28	75	77	51	host	gene-PA0572
gene-PA3142	40	122	138	101	host	gene-PA3142
gene-PA1963	85	220	133	113	host	gene-PA1963
gene-PA5139	95	291	221	175	host	gene-PA5139
gene-PA3572	57	159	251	156	host	gene-PA3572
gene-PA4343	2	9	17	6	host	gene-PA4343
gene-PA5384	1	4	2	3	host	gene-PA5384
gene-PA1293	71	211	201	162	host	gene-PA1293
gene-PA3311	14	22	18	23	host	gene-PA3311
gene-PA3234	33	104	59	42	host	gene-PA3234
gene-PA1192	187	435	362	282	host	gene-PA1192
gene-PA1724	46	83	56	40	host	pscK
gene-PA3735	100	207	198	191	host	thrC
gene-PA4090	3	15	9	11	host	gene-PA4090
gene-PA0592	111	259	176	182	host	ksgA
gene-PA1135	9	11	19	14	host	gene-PA1135
gene-PA1087	219	608	574	480	host	flgL
gene-PA4075	18	63	60	47	host	gene-PA4075
gene-PA0053	44	132	140	70	host	gene-PA0053
gene-PA0606	63	139	83	68	host	gene-PA0606
gene-PA4833	23	77	61	46	host	gene-PA4833
gene-PA3721	69	154	164	147	host	nalC
gene-PA0254	23	77	86	66	host	gene-PA0254
gene-PA4824	0	0	3	3	host	gene-PA4824
gene-PA0974	384	667	789	612	host	gene-PA0974
gene-PA4741	853	1064	1271	1171	host	rpsO
gene-PA2825	24	52	67	53	host	ospR
gene-PA5135	26	97	63	55	host	gene-PA5135
gene-PA0363	95	232	175	180	host	coaD
gene-PA0531	12	5	20	16	host	gene-PA0531
gene-PA0867	25	65	54	41	host	mliC
gene-PA4772	539	1227	327	287	host	gene-PA4772
gene-PA0520	14	34	23	27	host	nirQ
gene-PA5316	803	1562	1167	1071	host	rpmB
gene-PA3925	18	26	33	21	host	gene-PA3925
gene-PA0246	30	48	87	82	host	gene-PA0246
gene-PA2052	1	14	6	6	host	cynS
gene-PA2589	4	14	16	13	host	gene-PA2589
gene-PA0423	59	126	98	79	host	pasP
gene-PA1259	2	10	14	15	host	gene-PA1259
gene-PA2570.1	65	141	119	122	host	gene-PA2570.1
gene-PA1747	7	12	23	7	host	gene-PA1747
gene-PA1298	13	31	13	18	host	gene-PA1298
gene-PA4669.1	74	172	238	228	host	gene-PA4669.1
gene-PA0816	50	152	147	148	host	gene-PA0816
gene-PA4089	2	1	0	4	host	gene-PA4089
gene-PA0266	167	353	311	275	host	gabT
gene-PA3495	38	100	84	44	host	nth
gene-PA2496	4	5	9	3	host	gene-PA2496
gene-PA2687	16	26	26	32	host	pfeS
gene-PA3406	4	5	8	6	host	hasD
gene-PA0691	3	7	14	13	host	gene-PA0691
gene-PA0019	185	406	424	342	host	def
gene-PA4592	17	38	24	28	host	gene-PA4592
gene-PA2459	60	105	183	160	host	gene-PA2459
gene-PA3224	51	184	187	146	host	gene-PA3224
gene-PA1043	59	109	118	69	host	gene-PA1043
gene-PA5404	11	30	24	26	host	gene-PA5404
gene-PA1450	63	187	166	151	host	gene-PA1450
gene-PA0318	37	88	72	41	host	gene-PA0318
gene-PA2917	14	66	56	53	host	gene-PA2917
gene-PA5168	34	104	37	35	host	gene-PA5168
gene-PA1793	170	334	312	262	host	ppiB
gene-PA4273	822	1399	1288	1173	host	rplA
gene-PA2422	7	4	16	4	host	gene-PA2422
gene-PA4609	62	127	112	83	host	radA
gene-PA3672	14	48	60	25	host	gene-PA3672
gene-PA0539	12	36	29	31	host	gene-PA0539
gene-PA3236	9	22	34	10	host	gene-PA3236
gene-PA3596	4	11	13	10	host	gene-PA3596
gene-PA0375	267	592	454	426	host	ftsX
gene-PA1082	103	244	250	149	host	flgG
gene-PA2180	1	5	4	4	host	gene-PA2180
gene-PA0667	396	1077	1035	1013	host	gene-PA0667
gene-PA2581.1	1067	1626	989	1064	host	gene-PA2581.1
gene-PA0396	71	211	172	113	host	pilU
gene-PA0795	23	78	74	58	host	prpC
gene-PA3788	11	31	44	24	host	gene-PA3788
gene-PA3851	28	80	57	44	host	gene-PA3851
gene-PA0310	96	161	178	139	host	gene-PA0310
gene-PA4509	12	26	17	11	host	gene-PA4509
gene-PA2147	7	29	26	16	host	katE
gene-PA0712	7	36	20	23	host	gene-PA0712
gene-PA1467	15	32	29	25	host	gene-PA1467
gene-PA0586	16	43	56	32	host	gene-PA0586
gene-PA3978	102	313	327	288	host	gene-PA3978
gene-PA4461	331	1115	981	785	host	gene-PA4461
gene-PA4344	13	44	42	33	host	gene-PA4344
gene-PA0803	9	11	33	15	host	gene-PA0803
gene-PA2262	6	25	25	12	host	gene-PA2262
gene-PA1047	95	244	211	176	host	gene-PA1047
gene-PA3094.3	1087	919	798	734	host	gene-PA3094.3
gene-PA2664	16	61	46	52	host	fhp
gene-PA4078	10	9	27	16	host	gene-PA4078
gene-PA3333	6	9	15	8	host	fabH2
gene-PA4937	377	739	572	445	host	rnr
gene-PA1599	11	17	13	15	host	gene-PA1599
gene-PA5441	257	656	711	551	host	gene-PA5441
gene-PA1403	4	5	8	12	host	gene-PA1403
gene-PA1689	124	265	349	294	host	gene-PA1689
gene-PA3801	228	499	377	352	host	gene-PA3801
gene-PA2331	7	24	13	17	host	gene-PA2331
gene-PA2123	11	37	24	19	host	gene-PA2123
gene-PA2027	2	8	10	11	host	gene-PA2027
gene-PA0610	46	107	119	76	host	prtN
gene-PA2526	116	227	232	168	host	gene-PA2526
gene-PA3653	341	644	1046	859	host	frr
gene-PA0458	25	75	69	66	host	gene-PA0458
gene-PA1606	7	14	14	8	host	gene-PA1606
gene-PA0953	43	107	84	67	host	gene-PA0953
gene-PA2179	2	10	8	5	host	gene-PA2179
gene-PA4604	63	116	49	49	host	gene-PA4604
gene-PA4141	10	14	14	14	host	gene-PA4141
gene-PA0826.1	2351	2533	2457	2490	host	gene-PA0826.1
gene-PA3832	28	57	59	31	host	holC
gene-PA5480	13	40	53	44	host	gene-PA5480
gene-PA4608	30	76	80	65	host	gene-PA4608
gene-PA2662	20	46	85	89	host	gene-PA2662
gene-PA4678	34	93	51	51	host	rimI
gene-PA3499	1	3	3	0	host	gene-PA3499
gene-PA4946	401	794	618	550	host	mutL
gene-PA3937	7	14	14	8	host	gene-PA3937
gene-PA4205	6	13	18	17	host	mexG
gene-PA4463	351	691	824	565	host	gene-PA4463
gene-PA1786	9	16	6	11	host	gene-PA1786
gene-PA3157	385	898	1124	1010	host	gene-PA3157
gene-PA3918	27	53	49	37	host	moaC
gene-PA0544	33	98	80	86	host	gene-PA0544
gene-PA1257	5	5	13	7	host	gene-PA1257
gene-PA4022	9	28	22	11	host	gene-PA4022
gene-PA1329	0	6	11	11	host	gene-PA1329
gene-PA5262	90	252	303	215	host	algZ
gene-PA0556	4	17	13	18	host	gene-PA0556
gene-PA1751	17	44	85	56	host	gene-PA1751
gene-PA3237	4	4	13	10	host	gene-PA3237
gene-PA3942	44	99	105	85	host	tesB
gene-PA1013.1	8806	12145	13036	7811	host	gene-PA1013.1
gene-PA3508	2	8	6	8	host	gene-PA3508
gene-PA3183	198	434	254	202	host	zwf
gene-PA1544	177	408	416	373	host	anr
gene-PA0240	12	41	34	27	host	gene-PA0240
gene-PA1380	17	43	52	42	host	gene-PA1380
gene-PA0934	307	726	772	672	host	relA
gene-PA4556	19	45	49	31	host	pilE
gene-PA3300	42	118	88	46	host	fadD2
gene-PA2855	25	84	55	29	host	gene-PA2855
gene-PA2228	24	57	73	64	host	gene-PA2228
gene-PA4721	43	106	89	62	host	gene-PA4721
gene-PA1787	605	1395	1368	1072	host	acnB
gene-PA2145	1	11	4	5	host	gene-PA2145
gene-PA5319	24	72	99	66	host	radC
gene-PA2819.2	570	802	568	447	host	gene-PA2819.2
gene-PA4385	1851	3082	3558	2425	host	groEL
gene-PA3384	4	5	9	11	host	phnC
gene-PA5485	55	132	99	76	host	ampDh2
gene-PA0943	213	490	528	461	host	gene-PA0943
gene-PA2361	14	22	33	29	host	gene-PA2361
gene-PA5488	167	351	366	259	host	gene-PA5488
gene-PA2606	10	41	44	31	host	gene-PA2606
gene-PA5272	75	170	186	157	host	cyaA
gene-PA2204	18	30	98	77	host	gene-PA2204
gene-PA0407	225	654	624	433	host	gshB
gene-PA4137	16	22	22	16	host	gene-PA4137
gene-PA0024	139	323	316	299	host	hemF
gene-PA2339	8	9	12	4	host	gene-PA2339
gene-PA5069	113	211	137	139	host	tatB
gene-PA0209	4	5	6	5	host	gene-PA0209
gene-PA0977	327	855	696	1006	host	gene-PA0977
gene-PA4683	17	46	41	29	host	gene-PA4683
gene-PA0706	113	312	331	292	host	cat
gene-PA2635	6	23	34	28	host	gene-PA2635
gene-PA1675	63	153	151	125	host	gene-PA1675
gene-PA4307	64	141	252	200	host	pctC
gene-PA4031	171	434	386	330	host	ppa
gene-PA0553	28	61	89	54	host	gene-PA0553
gene-PA4535	75	245	173	171	host	gene-PA4535
gene-PA5483	67	163	162	150	host	algB
gene-PA4954	174	412	344	261	host	motA
gene-PA5369	35	72	87	92	host	pstS
gene-PA5358	74	166	262	181	host	ubiA
gene-PA5313	108	292	387	292	host	gene-PA5313
gene-PA0812	5	14	23	12	host	gene-PA0812
gene-PA2306	32	102	111	96	host	ambA
gene-PA0987	18	53	44	36	host	gene-PA0987
gene-PA0841	17	19	35	21	host	gene-PA0841
gene-PA2624	392	808	586	451	host	idh
gene-PA0623	6	26	17	24	host	gene-PA0623
gene-PA2208	3	4	5	1	host	gene-PA2208
gene-PA3221	8	15	9	4	host	csaA
gene-PA5143	176	366	304	250	host	hisB
gene-PA4333	271	481	399	334	host	gene-PA4333
gene-PA5463	36	66	47	40	host	gene-PA5463
gene-PA1956	3	4	4	3	host	gene-PA1956
gene-PA1207	73	165	172	145	host	kefB
gene-PA4005	78	166	149	121	host	gene-PA4005
gene-PA1350	7	7	14	16	host	gene-PA1350
gene-PA3971	8	13	12	13	host	gene-PA3971
gene-PA5297	22	53	49	27	host	poxB
gene-PA4067	437	990	1473	1194	host	oprG
gene-PA2182	2	5	3	0	host	gene-PA2182
gene-PA4142	3	7	9	22	host	gene-PA4142
gene-PA1523	35	108	48	55	host	xdhB
gene-PA2527	134	285	230	244	host	gene-PA2527
gene-PA4654	8	18	20	22	host	gene-PA4654
gene-PA0312	20	85	71	60	host	gene-PA0312
gene-PA3056	43	100	88	81	host	gene-PA3056
gene-PA5474	75	220	213	213	host	gene-PA5474
gene-PA1111	3	5	11	8	host	gene-PA1111
gene-PA1989	9	25	15	9	host	pqqE
gene-PA2086	4	8	11	12	host	gene-PA2086
gene-PA0831	168	388	239	220	host	oruR
gene-PA3149	215	362	394	310	host	wbpH
gene-PA4887	40	86	77	72	host	gene-PA4887
gene-PA1935	27	49	41	48	host	gene-PA1935
gene-PA4973	82	151	154	87	host	thiC
gene-PA0218	14	39	33	35	host	gene-PA0218
gene-PA0010	20	36	17	21	host	tag
gene-PA4508	12	22	9	9	host	gene-PA4508
gene-PA5534	1	7	16	7	host	gene-PA5534
gene-PA5100	16	23	30	24	host	hutU
gene-PA0342	176	408	285	267	host	thyA
gene-PA0416	19	31	28	25	host	chpD
gene-PA3667	39	98	70	72	host	gene-PA3667
gene-PA4314	220	538	523	449	host	purU1
gene-PA2003	6	14	6	4	host	bdhA
gene-PA5293	7	25	27	18	host	gene-PA5293
gene-PA1624	33	61	55	41	host	gene-PA1624
gene-PA0206	4	22	17	14	host	gene-PA0206
gene-PA4242	199	369	544	477	host	rpmJ
gene-PA4882	2	7	13	7	host	gene-PA4882
gene-PA2596	2	13	5	10	host	gene-PA2596
gene-PA4110	5	14	18	32	host	ampC
gene-PA4478	60	126	84	89	host	gene-PA4478
gene-PA4844	10	24	31	13	host	gene-PA4844
gene-PA2816	3	8	15	12	host	gene-PA2816
gene-PA1816	165	296	281	220	host	dnaQ
gene-PA4032	82	192	217	138	host	gene-PA4032
gene-PA3032	15	37	54	39	host	snr1
gene-PA4845	77	249	297	214	host	dipZ
gene-PA0991	3	36	24	20	host	gene-PA0991
gene-PA0901	135	318	252	207	host	aruE
gene-PA3342	9	22	22	21	host	gene-PA3342
gene-PA1182	21	71	89	76	host	gene-PA1182
gene-PA5111	26	59	42	28	host	gloA3
gene-PA3753	33	54	41	41	host	gene-PA3753
gene-PA3198	39	49	29	46	host	gene-PA3198
gene-PA1821	137	364	245	253	host	gene-PA1821
gene-PA2621	203	412	309	253	host	gene-PA2621
gene-PA0353	184	384	330	248	host	ilvD
gene-PA4338	17	53	86	33	host	gene-PA4338
gene-PA2230	43	132	130	87	host	gene-PA2230
gene-PA4377	13	27	28	23	host	gene-PA4377
gene-PA0348	4	14	24	11	host	gene-PA0348
gene-PA4876	8	27	43	43	host	osmE
gene-PA3619	13	23	28	15	host	gene-PA3619
gene-PA4495	54	97	108	94	host	gene-PA4495
gene-PA3021	16	44	49	42	host	gene-PA3021
gene-PA0402	202	418	438	343	host	pyrB
gene-PA2822	32	79	109	86	host	gene-PA2822
gene-PA4629	34	70	89	73	host	gene-PA4629
gene-PA0192	4	13	15	16	host	gene-PA0192
gene-PA2960	135	370	349	246	host	pilZ
gene-PA4267	884	1282	1133	1030	host	rpsG
gene-PA1754	149	331	287	278	host	cysB
gene-PA2852	50	106	76	72	host	gene-PA2852
gene-PA4104	0	1	1	2	host	gene-PA4104
gene-PA0358	54	145	111	111	host	gene-PA0358
gene-PA3769	379	774	641	620	host	guaA
gene-PA2184	2	6	5	6	host	gene-PA2184
gene-PA2875	17	49	37	31	host	gene-PA2875
gene-PA5091	12	14	20	10	host	hutG
gene-F358_gp62	672	1655	3278	3424	phage	gene-F358_gp62
gene-PA5041	294	507	309	258	host	pilP
gene-PA4234	305	823	775	593	host	uvrA
gene-PA5557	955	1548	1637	1348	host	atpH
gene-PA3727	212	552	658	508	host	gene-PA3727
gene-PA1827	4	4	11	5	host	gene-PA1827
gene-PA4398	38	117	115	69	host	gene-PA4398
gene-PA0519	86	238	428	346	host	nirS
gene-PA3636	215	498	518	384	host	kdsA
gene-PA4106	3	4	7	3	host	gene-PA4106
gene-PA0030	4	16	2	4	host	gene-PA0030
gene-PA1848	16	14	18	14	host	gene-PA1848
gene-PA0617	13	18	25	22	host	gene-PA0617
gene-PA2190	2	6	15	13	host	gene-PA2190
gene-PA0589	15	26	29	31	host	gene-PA0589
gene-PA0922	169	314	223	170	host	gene-PA0922
gene-PA1245	22	36	57	44	host	gene-PA1245
gene-PA0212	4	6	7	5	host	mdcE
gene-PA3420	7	8	13	21	host	gene-PA3420
gene-PA2192	3	1	0	0	host	gene-PA2192
gene-PA0167	39	140	106	80	host	gene-PA0167
gene-PA5049	493	1021	809	755	host	rpmE
gene-PA3911	4	3	10	4	host	gene-PA3911
gene-PA0456	192	354	247	215	host	gene-PA0456
gene-PA1091	316	716	633	471	host	fgtA
gene-PA4911	6	26	15	20	host	gene-PA4911
gene-PA1283	19	39	41	33	host	gene-PA1283
gene-PA0020	75	215	215	224	host	gene-PA0020
gene-PA4662	116	292	193	167	host	murI
gene-PA2506	1	0	2	1	host	gene-PA2506
gene-PA3180	7	17	15	14	host	gene-PA3180
gene-PA3855	44	81	68	43	host	gene-PA3855
gene-PA4687	39	126	111	111	host	hitA
gene-PA2501	19	48	41	50	host	gene-PA2501
gene-PA4030	46	114	97	99	host	gene-PA4030
gene-PA1944	30	73	92	45	host	gene-PA1944
gene-PA2261	3	6	7	5	host	gene-PA2261
gene-PA0537	53	74	65	70	host	gene-PA0537
gene-PA2987	81	173	113	138	host	gene-PA2987
gene-PA2116	17	52	54	42	host	gene-PA2116
gene-PA0372	128	242	206	176	host	gene-PA0372
gene-F358_gp66	2531	3969	3245	3258	phage	gene-F358_gp66
gene-PA3308	307	678	576	569	host	hepA
gene-PA2671	7	16	16	21	host	gene-PA2671
gene-PA0840	8	16	23	23	host	gene-PA0840
gene-PA1800	1489	2587	2028	1769	host	tig
gene-PA4412	153	302	321	209	host	murG
gene-PA5164	200	419	429	340	host	rmlC
gene-PA4027	3	19	17	15	host	gene-PA4027
gene-PA2099	8	24	19	12	host	gene-PA2099
gene-PA4818	4	17	17	12	host	gene-PA4818
gene-PA3037	3	11	12	8	host	gene-PA3037
gene-PA1939	746	1962	2043	1602	host	gene-PA1939
gene-PA5395	4	12	6	8	host	gene-PA5395
gene-PA0276	13	14	29	29	host	gene-PA0276
gene-PA3567	33	55	37	41	host	gene-PA3567
gene-PA4444	54	197	222	158	host	mltB1
gene-PA1612	49	104	87	79	host	gene-PA1612
gene-PA1006	31	68	34	40	host	gene-PA1006
gene-PA2882	2	13	8	11	host	gene-PA2882
gene-PA3031.1	8284	3690	2114	1996	host	gene-PA3031.1
gene-PA3898	22	63	50	52	host	gene-PA3898
gene-PA1767	508	939	920	760	host	gene-PA1767
gene-PA0847	43	87	104	80	host	gene-PA0847
gene-PA4816	15	60	50	37	host	gene-PA4816
gene-PA1152	8	21	18	17	host	gene-PA1152
gene-PA4623	5	13	9	5	host	gene-PA4623
gene-PA1494	21	50	60	33	host	gene-PA1494
gene-PA0242	12	13	14	13	host	gene-PA0242
gene-F358_gp72	106	155	211	237	phage	gene-F358_gp72
gene-PA2390	19	36	53	32	host	pvdT
gene-PA4736	22	47	39	43	host	gene-PA4736
gene-PA0365	2	5	15	3	host	gene-PA0365
gene-PA4704.2	12	37	86	51	host	prrF2
gene-PA1083	41	124	150	137	host	flgH
gene-PA2529	26	65	52	65	host	gene-PA2529
gene-PA0983	7	23	28	20	host	gene-PA0983
gene-PA2588	10	35	63	49	host	gene-PA2588
gene-PA4648	9	14	15	12	host	gene-PA4648
gene-PA0668.2	4568	8005	9980	7281	host	gene-PA0668.2
gene-PA5113	118	230	289	259	host	gene-PA5113
gene-PA1419	36	57	61	36	host	gene-PA1419
gene-PA2061	4	17	7	14	host	gene-PA2061
gene-PA2503	70	144	92	67	host	gene-PA2503
gene-PA0664	66	161	137	146	host	gene-PA0664
gene-PA3889	11	18	28	17	host	gene-PA3889
gene-PA4934	472	834	865	786	host	rpsR
gene-PA4416	260	565	567	471	host	murF
gene-PA4544	178	349	200	184	host	rluD
gene-PA1713	152	337	307	248	host	exsA
gene-PA3796	31	71	71	60	host	gene-PA3796
gene-PA1683	141	317	199	167	host	gene-PA1683
gene-PA0414	47	135	88	56	host	chpB
gene-PA2780	2	7	8	8	host	gene-PA2780
gene-PA3346	33	84	108	88	host	gene-PA3346
gene-PA1379	5	12	13	13	host	gene-PA1379
gene-PA0080	50	103	174	100	host	gene-PA0080
gene-PA2702	19	21	29	25	host	gene-PA2702
gene-PA1912	15	78	38	30	host	femI
gene-PA4572	50	102	91	59	host	fklB
gene-PA1796.3	4654	5717	3732	4592	host	gene-PA1796.3
gene-PA3426	9	15	25	26	host	gene-PA3426
gene-PA2497	16	39	46	45	host	gene-PA2497
gene-PA5008	171	364	375	279	host	gene-PA5008
gene-PA4929	20	37	48	42	host	gene-PA4929
gene-PA4038	4	19	18	13	host	gene-PA4038
gene-PA4896	3	5	9	1	host	gene-PA4896
gene-PA3749	8	30	12	21	host	gene-PA3749
gene-PA2926	7	22	10	23	host	hisP
gene-PA2205	11	24	33	18	host	gene-PA2205
gene-F358_gp79	1310	3594	12593	11923	phage	gene-F358_gp79
gene-PA3190	18	34	21	17	host	gene-PA3190
gene-PA3881	16	34	27	23	host	gene-PA3881
gene-PA4963	182	411	316	276	host	gene-PA4963
gene-PA0938	342	781	851	674	host	gene-PA0938
gene-PA2475	3	13	12	11	host	gene-PA2475
gene-PA0501	17	32	40	27	host	bioF
gene-PA2519	3	19	23	12	host	xylS
gene-PA2652	89	179	145	158	host	gene-PA2652
gene-PA3086	34	81	77	75	host	gene-PA3086
gene-PA0835	73	191	198	169	host	pta
gene-PA0137	13	34	22	24	host	gene-PA0137
gene-PA1443	104	226	246	223	host	fliM
gene-PA0703	17	31	30	28	host	gene-PA0703
gene-PA1177	11	18	28	19	host	napE
gene-PA2935	2	11	19	20	host	gene-PA2935
gene-F358_gp47	248	533	2824	2518	phage	gene-F358_gp47
gene-PA0046	67	164	247	187	host	gene-PA0046
gene-PA3695	16	34	30	37	host	gene-PA3695
gene-PA5050	68	155	143	93	host	priA
gene-PA5455	208	409	277	181	host	gene-PA5455
gene-PA2453	28	75	72	45	host	gene-PA2453
gene-PA3522	4	22	19	29	host	gene-PA3522
gene-PA0879	3	14	18	5	host	gene-PA0879
gene-PA4331	42	106	127	111	host	gene-PA4331
gene-PA1595	45	122	85	91	host	gene-PA1595
gene-PA1219	4	10	17	18	host	gene-PA1219
gene-PA1788	50	132	172	134	host	gene-PA1788
gene-PA5354	0	3	5	3	host	glcE
gene-PA0532	9	23	30	15	host	gene-PA0532
gene-PA2008	27	76	87	60	host	fahA
gene-PA3584	294	681	189	181	host	glpD
gene-PA0856	101	230	162	143	host	gene-PA0856
gene-PA0914	9	26	40	41	host	gene-PA0914
gene-PA3758	10	54	22	21	host	gene-PA3758
gene-PA3074	35	113	77	47	host	gene-PA3074
gene-PA3542	5	9	8	6	host	alg44
gene-PA1507	12	26	22	21	host	gene-PA1507
gene-PA3968	15	60	43	35	host	gene-PA3968
gene-PA4134	5	13	19	8	host	gene-PA4134
gene-PA1996	25	55	47	39	host	ppiC1
gene-PA2963	93	217	195	137	host	gene-PA2963
gene-PA0189	3	18	16	11	host	gene-PA0189
gene-PA4306	2	7	11	10	host	flp
gene-PA3312	7	29	15	21	host	gene-PA3312
gene-PA1964	229	395	269	263	host	gene-PA1964
gene-PA0905.2	3625	3653	1723	1795	host	gene-PA0905.2
gene-F358_gp48	979	1282	3903	4219	phage	gene-F358_gp48
gene-PA1642	72	118	126	93	host	selD
gene-F358_gp54	6261	9261	4696	4007	phage	gene-F358_gp54
gene-PA4702	12	25	25	11	host	gene-PA4702
gene-PA2118	10	17	36	27	host	ada
gene-PA0783	188	370	261	227	host	putP
gene-PA5287	84	199	191	124	host	amtB
gene-PA0470	35	81	84	49	host	fiuA
gene-PA1626	28	69	72	59	host	gene-PA1626
gene-PA1645	18	42	45	31	host	gene-PA1645
gene-PA0786	2	4	14	5	host	gene-PA0786
gene-PA1210	2	27	17	14	host	gene-PA1210
gene-PA3899	1	5	1	8	host	gene-PA3899
gene-PA0070	115	241	330	264	host	gene-PA0070
gene-PA2325	2	4	6	10	host	gene-PA2325
gene-PA2998	93	194	186	184	host	nqrB
gene-PA2128	4	24	16	11	host	cupA1
gene-PA2530	21	58	65	49	host	gene-PA2530
gene-PA1662	72	154	191	152	host	gene-PA1662
gene-PA4365	6	16	15	16	host	gene-PA4365
gene-PA0737	7	13	5	12	host	gene-PA0737
gene-PA4856	256	533	547	467	host	retS
gene-PA3737	106	175	126	96	host	dsbC
gene-PA3445	3	12	26	17	host	gene-PA3445
gene-PA3087	68	195	209	178	host	gene-PA3087
gene-PA1962	4	13	16	15	host	azoR2
gene-PA3476	55	125	204	128	host	rhlI
gene-PA1163	40	110	97	89	host	ndvB
gene-PA3261	18	86	74	61	host	gene-PA3261
gene-PA3330	0	3	4	2	host	gene-PA3330
gene-PA2493	3	8	9	6	host	mexE
gene-PA0976.1	3704	4234	3243	3655	host	gene-PA0976.1
gene-PA2267	18	43	39	26	host	gene-PA2267
gene-PA4400	46	83	71	47	host	gene-PA4400
gene-PA0029	6	21	17	22	host	gene-PA0029
gene-PA5414	43	102	95	75	host	gene-PA5414
gene-PA2950	176	334	310	246	host	gene-PA2950
gene-PA5255	320	835	833	611	host	algQ
gene-PA2958	27	74	63	43	host	gene-PA2958
gene-PA1815	141	261	185	120	host	rnhA
gene-PA1572	54	131	78	72	host	gene-PA1572
gene-PA0289	13	39	71	41	host	gpuR
gene-PA0236	16	21	35	21	host	gene-PA0236
gene-PA2494	24	45	67	65	host	mexF
gene-PA2984	9	15	30	20	host	gene-PA2984
gene-PA5368	47	99	137	115	host	pstC
gene-PA4625	972	2052	638	477	host	gene-PA4625
