Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol
gene-PA1304	165	100	131	191	host	gene-PA1304
ssb	163	119	181	214	host	ssb
gene-PA4534	31	23	30	48	host	gene-PA4534
gene-PA4799	42	20	34	46	host	gene-PA4799
gene-PA1144	8	7	14	13	host	gene-PA1144
potC	47	40	58	62	host	potC
gene-PA3965	43	23	47	73	host	gene-PA3965
hcnA	10	6	16	18	host	hcnA
gene-PA3473	69	59	72	80	host	gene-PA3473
gene-PA4837	29	24	34	47	host	gene-PA4837
gene-PA0687	10	4	12	17	host	gene-PA0687
gene-PA3411	7	2	4	11	host	gene-PA3411
gene-PA2326	6	1	12	11	host	gene-PA2326
gene-PA1342	247	159	222	222	host	gene-PA1342
gene-PA5232	359	342	919	1276	host	gene-PA5232
wbpE	641	422	918	1277	host	wbpE
gene-PA0812	19	10	22	22	host	gene-PA0812
gene-PA3615	181	123	245	250	host	gene-PA3615
gene-PA3345	54	54	61	120	host	gene-PA3345
serA	475	337	537	715	host	serA
xthA	159	107	173	208	host	xthA
cobV	61	60	77	111	host	cobV
gene-PA4454	320	243	276	432	host	gene-PA4454
eraR	5	3	2	2	host	eraR
gene-PA3239	89	59	130	106	host	gene-PA3239
gene-PA3352	230	134	354	503	host	gene-PA3352
pslL	153	126	216	294	host	pslL
ureB	10	5	4	12	host	ureB
vreR	12	9	14	18	host	vreR
gene-PA1424	32	28	63	56	host	gene-PA1424
gene-PA2046	2	3	12	2	host	gene-PA2046
gene-PA0591	62	49	62	69	host	gene-PA0591
gene-PA0532	30	24	56	61	host	gene-PA0532
gene-PA0138	9	11	13	25	host	gene-PA0138
gene-PA1595	112	78	111	141	host	gene-PA1595
gacS	369	253	359	465	host	gacS
gene-PA2411	10	1	4	7	host	gene-PA2411
pvdH	7	5	5	16	host	pvdH
gene-PA0110	6	0	8	13	host	gene-PA0110
ppsA	1467	945	1630	2334	host	ppsA
prtR	261	140	332	356	host	prtR
gene-PA1500	11	8	9	7	host	gene-PA1500
gene-PA4911	10	14	25	30	host	gene-PA4911
phzC2	64	52	106	107	host	phzC2
gene-JG024_gp65	1807	1574	6611	11657	phage	gene-JG024_gp65
fur	521	399	447	674	host	fur
gene-PA2800	200	160	233	309	host	gene-PA2800
gene-PA2137	3	4	3	11	host	gene-PA2137
gene-PA1293	176	110	147	237	host	gene-PA1293
gene-PA1090	137	101	81	144	host	gene-PA1090
opmD	14	12	23	33	host	opmD
tsf	532	442	443	597	host	tsf
gene-PA3090	25	22	30	55	host	gene-PA3090
gene-PA4129	19	15	5	24	host	gene-PA4129
gene-PA2839	17	11	11	19	host	gene-PA2839
gene-PA4466	158	128	149	245	host	gene-PA4466
gene-PA0939	12	18	11	40	host	gene-PA0939
gene-PA3422	30	21	26	41	host	gene-PA3422
gene-PA5019	117	76	216	186	host	gene-PA5019
gene-PA3956	10	6	22	32	host	gene-PA3956
gene-PA0601	43	31	28	51	host	gene-PA0601
gene-PA1327	51	22	34	51	host	gene-PA1327
mutY	246	162	259	315	host	mutY
exaA	15	6	28	23	host	exaA
gene-PA5470	71	47	43	55	host	gene-PA5470
hisQ	4	3	1	5	host	hisQ
maiA	45	36	25	44	host	maiA
gene-PA4198	111	73	159	172	host	gene-PA4198
gene-PA1648	12	6	12	31	host	gene-PA1648
gene-PA2987	203	109	158	228	host	gene-PA2987
gene-PA1817	60	71	54	130	host	gene-PA1817
gene-PA3448	5	7	3	6	host	gene-PA3448
gene-PA4831	36	29	29	46	host	gene-PA4831
gene-PA2168	5	4	9	12	host	gene-PA2168
tpbA	4	1	13	14	host	tpbA
gene-PA2933	0	1	3	7	host	gene-PA2933
nirL	58	30	26	61	host	nirL
leuS	1712	1094	1157	1921	host	leuS
gene-PA2714	28	23	32	39	host	gene-PA2714
gene-PA4126	21	13	14	30	host	gene-PA4126
gene-PA1829	49	49	71	93	host	gene-PA1829
iscA	258	208	220	330	host	iscA
gene-PA2462	3259	2092	3127	4868	host	gene-PA2462
flgJ	141	84	106	117	host	flgJ
gene-PA0856	161	116	176	268	host	gene-PA0856
rplF	1095	851	874	1233	host	rplF
gene-PA0428	409	261	402	543	host	gene-PA0428
folB	103	64	143	155	host	folB
pslD	288	145	230	323	host	pslD
gene-PA1848	31	18	24	25	host	gene-PA1848
gene-PA4040	18	18	24	26	host	gene-PA4040
gene-JG005_00171	2454	2806	4246	6043	phage	gene-JG005_00171
gene-PA4900	10	8	21	21	host	gene-PA4900
aruE	262	175	225	300	host	aruE
gene-PA2844	34	28	26	55	host	gene-PA2844
gene-PA2174	75	72	109	131	host	gene-PA2174
gene-PA1540	23	16	31	43	host	gene-PA1540
gene-PA2422	6	5	17	11	host	gene-PA2422
gene-PA2060	7	7	4	10	host	gene-PA2060
gene-PA1345	18	9	28	16	host	gene-PA1345
gene-PA0096	16	12	27	41	host	gene-PA0096
cysD	389	214	457	708	host	cysD
motB	339	265	317	491	host	motB
exsE	75	58	55	87	host	exsE
gene-PA3446	15	15	37	47	host	gene-PA3446
cobD	195	103	150	273	host	cobD
gene-PA3169	218	143	319	353	host	gene-PA3169
gene-PA2588	21	15	39	69	host	gene-PA2588
cobP	83	61	80	109	host	cobP
gene-PA0613	4	8	21	25	host	gene-PA0613
rimI	58	50	92	91	host	rimI
gene-PA2731	83	56	119	203	host	gene-PA2731
gene-PA0669	189	131	318	371	host	gene-PA0669
gene-PA3401	46	36	50	85	host	gene-PA3401
gene-JG024_gp16	3267	2927	7610	11324	phage	gene-JG024_gp16
gene-PA1307	251	208	239	371	host	gene-PA1307
cheY	641	462	889	1033	host	cheY
gene-PA4090	10	12	10	17	host	gene-PA4090
gene-JG005_00080	2072	2056	3567	4555	phage	gene-JG005_00080
recF	1297	908	1319	1758	host	recF
gene-PA2583.1	650	1001	505	468	host	gene-PA2583.1
gene-PA2745	35	15	25	36	host	gene-PA2745
gene-JG024_gp01	2491	2481	7753	12667	phage	gene-JG024_gp01
gene-PA2347	8	6	9	11	host	gene-PA2347
gene-PA3892	16	15	25	32	host	gene-PA3892
gene-PA5238	105	56	155	180	host	gene-PA5238
pcpS	82	59	96	125	host	pcpS
lig	419	274	363	502	host	lig
wbpM	755	529	964	1374	host	wbpM
gene-PA0205	6	11	16	25	host	gene-PA0205
pilG	430	333	471	653	host	pilG
gene-PA3094.1	410	250	343	398	host	gene-PA3094.1
gene-PA5178	99	65	144	189	host	gene-PA5178
cdhR	17	10	16	22	host	cdhR
opr86	2715	1751	2509	3454	host	opr86
gene-JG005_00148	4389	3348	11154	14084	phage	gene-JG005_00148
gene-PA0847	81	62	147	132	host	gene-PA0847
nuoJ	170	93	190	243	host	nuoJ
gene-JG005_00157	1210	1078	1553	1701	phage	gene-JG005_00157
gene-PA0574	180	110	206	252	host	gene-PA0574
gene-PA5096	23	15	26	43	host	gene-PA5096
cifR	21	12	19	33	host	cifR
pmbA	47	53	68	106	host	pmbA
pqqH	14	16	18	14	host	pqqH
phoQ	299	221	373	444	host	phoQ
ruvA	367	247	259	351	host	ruvA
algX	8	8	10	9	host	algX
opdC	60	44	109	110	host	opdC
gene-PA4016	66	61	77	138	host	gene-PA4016
gene-PA0480	7	10	25	28	host	gene-PA0480
gene-PA0569	25	22	28	38	host	gene-PA0569
gene-PA1699	25	34	27	22	host	gene-PA1699
pchC	1	3	3	6	host	pchC
gene-PA2956	31	51	75	95	host	gene-PA2956
gene-PA4676	97	67	117	119	host	gene-PA4676
gene-PA0553	46	50	83	101	host	gene-PA0553
gene-PA1740	18	20	26	34	host	gene-PA1740
gene-PA5406	128	79	164	194	host	gene-PA5406
phnC	9	4	4	12	host	phnC
pscG	91	62	47	65	host	pscG
gene-PA3424	22	19	20	26	host	gene-PA3424
gene-PA1895	26	25	70	89	host	gene-PA1895
gene-PA2781	4	6	8	18	host	gene-PA2781
ubiH	299	197	338	420	host	ubiH
gene-PA1264	14	10	11	23	host	gene-PA1264
gene-PA3012	103	78	108	149	host	gene-PA3012
gene-PA3322	74	44	106	118	host	gene-PA3322
gene-PA5257	507	338	580	717	host	gene-PA5257
fpvI	84	47	169	172	host	fpvI
gene-PA3464	2	6	13	19	host	gene-PA3464
flhA	223	169	349	410	host	flhA
gene-PA1489	18	9	14	38	host	gene-PA1489
gene-PA4877	7	5	11	28	host	gene-PA4877
gene-JG005_00056	19253	13219	44784	53970	phage	gene-JG005_00056
gene-PA3597	18	7	16	30	host	gene-PA3597
gene-PA0083	329	282	423	677	host	gene-PA0083
gene-JG024_gp48	496	625	4082	4944	phage	gene-JG024_gp48
gene-PA1849	5	1	2	6	host	gene-PA1849
gene-PA3436	6	8	7	17	host	gene-PA3436
gene-PA3468	73	54	101	123	host	gene-PA3468
gene-PA5186	17	19	36	37	host	gene-PA5186
gene-PA4925	28	19	28	31	host	gene-PA4925
ppa	389	234	445	509	host	ppa
gene-PA3041	11	14	29	51	host	gene-PA3041
tauD	16	7	17	16	host	tauD
gene-PA1487	17	12	22	23	host	gene-PA1487
gene-PA2036	22	16	58	72	host	gene-PA2036
gene-PA2142	1	4	3	13	host	gene-PA2142
gdhB	828	556	786	1071	host	gdhB
gene-PA0962	178	145	378	570	host	gene-PA0962
ftsA	1183	798	2376	2124	host	ftsA
holA	157	115	164	210	host	holA
hscA	876	615	575	784	host	hscA
algD	19	9	37	48	host	algD
liuD	59	18	45	51	host	liuD
gene-PA0968	300	277	361	527	host	gene-PA0968
gene-PA3429	12	10	13	22	host	gene-PA3429
gene-PA3787	60	24	92	114	host	gene-PA3787
gene-PA1519	21	12	19	25	host	gene-PA1519
nosF	33	32	38	21	host	nosF
trpC	314	202	323	377	host	trpC
gene-PA0789	458	345	278	429	host	gene-PA0789
gene-PA3681	16	5	18	21	host	gene-PA3681
gene-PA5195	134	82	197	299	host	gene-PA5195
gene-PA3001	583	471	610	816	host	gene-PA3001
endA	50	41	72	72	host	endA
gene-PA0696	16	14	41	48	host	gene-PA0696
gene-PA0808	10	2	12	5	host	gene-PA0808
gene-PA4658	68	32	43	72	host	gene-PA4658
gene-PA5113	237	169	286	319	host	gene-PA5113
gene-PA4355	25	23	34	28	host	gene-PA4355
gene-PA1129	13	8	18	18	host	gene-PA1129
narI	11	11	21	32	host	narI
clpA	697	419	1102	1282	host	clpA
gene-PA4872	68	57	66	114	host	gene-PA4872
gene-PA5234	21	24	54	65	host	gene-PA5234
gene-PA0793	47	31	30	42	host	gene-PA0793
gene-PA1521	35	13	32	37	host	gene-PA1521
gene-PA4843	772	602	760	1214	host	gene-PA4843
gene-PA1791	167	115	257	349	host	gene-PA1791
gene-PA4364	51	26	85	95	host	gene-PA4364
cti	449	313	472	565	host	cti
pilD	78	54	90	119	host	pilD
gene-PA0809	43	18	69	80	host	gene-PA0809
gene-PA0787	45	33	52	63	host	gene-PA0787
gene-PA2265	96	78	166	194	host	gene-PA2265
gidB	401	272	355	481	host	gidB
gene-PA1262	25	27	27	22	host	gene-PA1262
gene-PA0305	106	89	128	170	host	gene-PA0305
rplC	3001	2083	2697	3227	host	rplC
gene-PA1851	68	52	124	123	host	gene-PA1851
gene-PA3822	212	169	267	256	host	gene-PA3822
gene-PA0274	10	8	19	10	host	gene-PA0274
guaB	1159	668	1267	1562	host	guaB
pslO	4	8	12	18	host	pslO
gene-JG024_gp05	1088	992	3686	5550	phage	gene-JG024_gp05
gene-PA0477	26	26	56	66	host	gene-PA0477
amiR	11	9	21	16	host	amiR
gene-PA5430	81	56	138	162	host	gene-PA5430
gene-PA0174	4	6	10	12	host	gene-PA0174
gene-PA1876	29	17	37	49	host	gene-PA1876
gene-PA2774	55	52	138	141	host	gene-PA2774
gene-PA2827	232	138	498	450	host	gene-PA2827
wzt	81	61	79	99	host	wzt
gene-PA2804	5	6	8	9	host	gene-PA2804
gene-PA1347	16	10	25	32	host	gene-PA1347
ansB	145	107	65	67	host	ansB
gene-PA3979	136	83	133	162	host	gene-PA3979
gene-PA5201	486	319	505	647	host	gene-PA5201
gene-PA0421	188	141	250	297	host	gene-PA0421
gene-PA1212	10	4	7	11	host	gene-PA1212
gene-PA0836.1	43	28	101	160	host	gene-PA0836.1
htpG	835	660	784	1244	host	htpG
gene-PA3254	31	15	36	24	host	gene-PA3254
gene-PA1387	116	82	176	258	host	gene-PA1387
gene-PA4754	199	142	277	342	host	gene-PA4754
gene-PA3432	8	3	37	55	host	gene-PA3432
gene-PA2556	28	21	17	49	host	gene-PA2556
gene-PA1779	41	25	20	61	host	gene-PA1779
gene-PA4120	19	14	22	16	host	gene-PA4120
gene-PA0458	71	46	75	88	host	gene-PA0458
ptxR	28	15	38	51	host	ptxR
gene-PA0531	15	13	29	24	host	gene-PA0531
gene-PA4098	11	5	2	19	host	gene-PA4098
gene-PA2650	25	11	30	23	host	gene-PA2650
gene-PA2384	4	5	6	9	host	gene-PA2384
rpoH	617	441	761	1149	host	rpoH
gene-PA5310	160	76	109	133	host	gene-PA5310
gene-PA3309	441	490	947	1572	host	gene-PA3309
gene-PA4532	58	29	61	82	host	gene-PA4532
gene-PA4350	16	14	48	45	host	gene-PA4350
dadX	162	121	207	294	host	dadX
gene-PA5149	74	61	82	78	host	gene-PA5149
rocA1	176	106	127	214	host	rocA1
gene-JG005_00187	563	651	813	990	phage	gene-JG005_00187
fdx1	214	202	321	396	host	fdx1
gabP	94	55	106	142	host	gabP
gene-PA2208	3	3	2	8	host	gene-PA2208
glk	112	76	108	217	host	glk
gene-PA3924	33	16	41	52	host	gene-PA3924
gene-PA4767	143	89	176	195	host	gene-PA4767
gene-PA2289	210	98	178	241	host	gene-PA2289
lasR	827	595	685	963	host	lasR
gene-PA2632	49	40	63	65	host	gene-PA2632
gene-PA3771	18	16	24	40	host	gene-PA3771
gene-PA2772	78	62	124	139	host	gene-PA2772
accD	525	283	290	457	host	accD
gene-PA5254	32	23	47	68	host	gene-PA5254
mtlR	30	25	46	52	host	mtlR
gene-PA0456	187	188	220	329	host	gene-PA0456
gene-PA3389	8	2	7	12	host	gene-PA3389
gene-PA5190	51	22	33	43	host	gene-PA5190
hflK	1350	886	1097	1706	host	hflK
gene-PA4634	61	40	66	88	host	gene-PA4634
gene-PA5028	164	119	309	374	host	gene-PA5028
gshA	358	242	361	444	host	gshA
gene-PA1323	4	2	6	11	host	gene-PA1323
gene-PA2182	4	2	1	8	host	gene-PA2182
sucC	1032	848	979	1203	host	sucC
gene-JG024_gp40	229	215	1345	2186	phage	gene-JG024_gp40
gene-PA1755	76	56	97	110	host	gene-PA1755
acsA	718	614	216	294	host	acsA
gene-PA3236	18	21	27	30	host	gene-PA3236
pelF	60	47	19	31	host	pelF
xcpU	40	19	20	23	host	xcpU
gene-PA4721	77	69	112	135	host	gene-PA4721
gene-PA2373	28	21	35	43	host	gene-PA2373
ambE	72	53	119	136	host	ambE
gene-PA3955	120	62	119	145	host	gene-PA3955
gene-PA3209	13	3	8	11	host	gene-PA3209
pvdL	57	42	92	114	host	pvdL
gene-PA0561	238	158	261	294	host	gene-PA0561
gene-PA1682	161	131	186	234	host	gene-PA1682
gene-PA4270.1	157	103	340	354	host	gene-PA4270.1
gene-PA4485	22	10	15	15	host	gene-PA4485
bdhA	15	3	4	15	host	bdhA
gene-PA1030.1	3	6	4	7	host	gene-PA1030.1
gene-PA0727	33	35	77	66	host	gene-PA0727
gene-PA5123	22	8	26	41	host	gene-PA5123
gene-PA3981	449	290	400	550	host	gene-PA3981
gene-PA4815	16	26	49	64	host	gene-PA4815
gene-PA5502	153	97	157	192	host	gene-PA5502
gene-PA2671	14	11	23	26	host	gene-PA2671
gene-JG005_00146	1952	1702	4629	6768	phage	gene-JG005_00146
gene-PA3224	104	78	189	265	host	gene-PA3224
gene-PA3958	92	62	119	171	host	gene-PA3958
phzH	12	7	16	22	host	phzH
gene-PA2846	26	20	35	65	host	gene-PA2846
gene-JG005_00136	5366	3074	8768	9951	phage	gene-JG005_00136
gene-PA2748	38	26	37	51	host	gene-PA2748
gene-PA1545	330	183	523	643	host	gene-PA1545
gene-PA0640	11	16	37	25	host	gene-PA0640
gene-PA2035	9	20	18	16	host	gene-PA2035
gene-PA2708	25	31	32	45	host	gene-PA2708
prfC	550	300	531	756	host	prfC
pslB	264	184	279	439	host	pslB
gene-PA0741	31	12	34	31	host	gene-PA0741
nirC	60	53	88	155	host	nirC
gene-PA1842	64	56	128	174	host	gene-PA1842
gene-PA4827	44	17	40	72	host	gene-PA4827
acnA	158	115	232	376	host	acnA
gene-PA1170	240	118	253	321	host	gene-PA1170
gene-PA1889	103	62	122	204	host	gene-PA1889
pchD	6	4	2	11	host	pchD
ibpA	49	36	61	87	host	ibpA
gene-PA2028	15	8	21	17	host	gene-PA2028
gene-PA1467	40	26	40	54	host	gene-PA1467
gene-PA1836	30	31	46	53	host	gene-PA1836
gene-PA3313	48	31	87	81	host	gene-PA3313
gene-PA0510	23	31	21	39	host	gene-PA0510
gene-PA1932	30	24	65	92	host	gene-PA1932
gene-PA3897	12	20	13	29	host	gene-PA3897
gene-PA4882	6	8	11	10	host	gene-PA4882
gene-PA3925	32	16	30	46	host	gene-PA3925
trpF	162	109	173	227	host	trpF
gene-PA1228	87	39	61	112	host	gene-PA1228
gene-PA3471	324	162	302	369	host	gene-PA3471
gene-PA2769	60	38	83	83	host	gene-PA2769
gene-PA2308	9	3	6	2	host	gene-PA2308
spuF	147	110	124	199	host	spuF
sdaA	106	65	136	225	host	sdaA
gene-PA0307	42	30	56	94	host	gene-PA0307
gene-JG005_00177	1740	1777	4136	4906	phage	gene-JG005_00177
gene-PA0385	48	35	55	73	host	gene-PA0385
gene-PA5271	48	30	57	60	host	gene-PA5271
gene-PA0698	1	1	4	7	host	gene-PA0698
glyA2	142	71	162	203	host	glyA2
pilH	647	531	1060	1435	host	pilH
nuoK	70	51	54	110	host	nuoK
gene-JG005_00117	902	992	599	782	phage	gene-JG005_00117
gene-PA3412	1	1	4	6	host	gene-PA3412
pvdA	13	8	15	27	host	pvdA
gene-PA0172	408	302	649	881	host	gene-PA0172
trmA	239	203	293	354	host	trmA
gene-PA5362	505	340	514	679	host	gene-PA5362
gene-PA4063	20	33	24	61	host	gene-PA4063
gene-PA0583	67	49	111	154	host	gene-PA0583
gene-PA3824.1	912	680	666	823	host	gene-PA3824.1
gene-PA4357	3	3	7	8	host	gene-PA4357
gene-PA0092	83	70	164	191	host	gene-PA0092
gene-PA2370	3	2	7	1	host	gene-PA2370
gene-PA3754	200	139	256	334	host	gene-PA3754
gene-PA1796.1	175	274	149	178	host	gene-PA1796.1
ilvE	984	680	1125	1436	host	ilvE
rgsA	46	43	60	66	host	rgsA
gene-PA2441	36	22	49	74	host	gene-PA2441
gene-PA2721	1	2	1	2	host	gene-PA2721
ccpR	107	71	105	193	host	ccpR
gene-PA0699	14	4	9	14	host	gene-PA0699
gene-PA1786	9	9	20	12	host	gene-PA1786
desA	371	273	401	527	host	desA
gene-PA3123	14	11	20	29	host	gene-PA3123
potD	119	70	77	96	host	potD
ntrB	86	53	155	219	host	ntrB
gene-PA0914	32	29	31	73	host	gene-PA0914
gene-PA2661	75	50	89	115	host	gene-PA2661
gene-PA3035	19	6	18	14	host	gene-PA3035
gene-PA4604	177	107	51	103	host	gene-PA4604
gene-PA4705	26	14	33	55	host	gene-PA4705
gene-PA4624	611	361	330	462	host	gene-PA4624
lldP	1262	821	627	734	host	lldP
gene-PA1618	5	10	22	35	host	gene-PA1618
rbsK	148	91	124	140	host	rbsK
gene-PA3830	47	22	50	58	host	gene-PA3830
gene-PA3380	1	0	5	2	host	gene-PA3380
gene-PA4772	1291	777	324	468	host	gene-PA4772
gene-PA2684	370	223	262	373	host	gene-PA2684
gltX	338	277	409	501	host	gltX
gene-PA0739	35	28	50	65	host	gene-PA0739
gcdH	424	246	247	368	host	gcdH
gene-PA2408	10	5	18	23	host	gene-PA2408
gene-PA0046	159	113	170	280	host	gene-PA0046
gene-PA2378	167	128	144	203	host	gene-PA2378
gene-PA0630	11	7	24	37	host	gene-PA0630
gene-PA0648	45	45	112	125	host	gene-PA0648
gmd	182	153	142	200	host	gmd
nqrB	204	120	207	257	host	nqrB
gene-PA3939	16	17	21	44	host	gene-PA3939
gene-PA1202	28	16	51	49	host	gene-PA1202
mdcC	0	1	3	0	host	mdcC
xcpW	29	16	17	16	host	xcpW
pcrR	37	20	10	26	host	pcrR
gene-PA2836	7	4	8	10	host	gene-PA2836
gene-PA2712	45	34	23	37	host	gene-PA2712
gene-PA4789	26	17	13	39	host	gene-PA4789
gene-PA2525	67	51	47	105	host	gene-PA2525
hemO	17	14	16	44	host	hemO
cmpX	927	602	818	1100	host	cmpX
gene-PA1516	15	12	18	24	host	gene-PA1516
gene-PA1286	25	16	43	48	host	gene-PA1286
gene-JG024_gp10	965	863	1519	1971	phage	gene-JG024_gp10
gene-PA4907	104	66	72	124	host	gene-PA4907
gene-PA0622	65	59	51	82	host	gene-PA0622
gene-PA3133.2	2280	3462	2284	3321	host	gene-PA3133.2
gene-PA1877	8	8	13	30	host	gene-PA1877
gene-JG005_00097	4387	4591	4867	6651	phage	gene-JG005_00097
gene-PA2200	100	66	89	145	host	gene-PA2200
gene-PA1967	39	18	19	21	host	gene-PA1967
gene-PA0124	26	18	40	70	host	gene-PA0124
gene-PA0356	189	120	168	255	host	gene-PA0356
gene-PA0508	57	36	58	76	host	gene-PA0508
gene-PA0167	105	72	126	169	host	gene-PA0167
gene-JG005_00098	5258	4875	5377	7801	phage	gene-JG005_00098
pslA	522	410	619	991	host	pslA
gene-PA1331	90	71	113	135	host	gene-PA1331
gene-PA3752	49	36	46	93	host	gene-PA3752
hitB	88	86	176	210	host	hitB
gene-PA2123	31	26	28	51	host	gene-PA2123
fliR	58	40	94	93	host	fliR
arcA	535	424	877	1337	host	arcA
gene-PA1875	10	4	14	23	host	gene-PA1875
wspA	230	139	186	276	host	wspA
gene-PA1650	40	28	59	103	host	gene-PA1650
gene-PA3250	11	9	11	22	host	gene-PA3250
gene-PA0461	128	138	160	272	host	gene-PA0461
alkA	66	51	86	105	host	alkA
gene-PA4936	107	74	129	148	host	gene-PA4936
ubiG	101	64	86	148	host	ubiG
rimJ	12	4	10	29	host	rimJ
gene-PA2819.1	732	1102	578	575	host	gene-PA2819.1
gene-PA4169	26	15	20	21	host	gene-PA4169
fliE	63	47	73	101	host	fliE
gene-JG024_gp88	541	452	2362	3138	phage	gene-JG024_gp88
gene-PA1285	59	48	149	155	host	gene-PA1285
gene-JG005_00019	6020	5502	7093	8771	phage	gene-JG005_00019
gene-PA1217	36	36	48	56	host	gene-PA1217
ipk	1549	1124	1359	1989	host	ipk
gene-PA5106	42	51	95	157	host	gene-PA5106
gene-PA2497	24	14	22	46	host	gene-PA2497
liuR	280	166	663	659	host	liuR
gene-PA2765	53	40	80	113	host	gene-PA2765
gene-PA2437	12	2	4	15	host	gene-PA2437
gene-PA0178	51	36	52	82	host	gene-PA0178
gene-PA4863	38	30	38	49	host	gene-PA4863
gene-PA1896	24	20	52	66	host	gene-PA1896
rpsC	1081	1007	950	1305	host	rpsC
gpuR	30	33	55	69	host	gpuR
xylY	5	1	6	3	host	xylY
gene-PA3943	67	50	87	136	host	gene-PA3943
gene-PA4788	5	2	4	7	host	gene-PA4788
gene-PA5024	24	22	56	74	host	gene-PA5024
gene-PA4517	102	72	140	170	host	gene-PA4517
tadG	42	40	90	104	host	tadG
gene-PA0860	390	241	284	392	host	gene-PA0860
gene-PA2336	3	5	10	17	host	gene-PA2336
minD	1408	996	2420	2533	host	minD
gene-PA4541.2	449	272	444	529	host	gene-PA4541.2
soxG	3	0	11	8	host	soxG
gene-PA2423	14	18	28	31	host	gene-PA2423
gene-PA4894	1	1	8	3	host	gene-PA4894
gene-PA3362	35	20	48	61	host	gene-PA3362
gene-PA2042	146	141	149	258	host	gene-PA2042
gene-PA4792	19	14	38	34	host	gene-PA4792
gene-JG005_00070	275	269	406	411	phage	gene-JG005_00070
gene-PA0386	85	52	98	114	host	gene-PA0386
trpE	355	242	272	391	host	trpE
modA	63	48	64	84	host	modA
gene-PA3564	36	16	40	33	host	gene-PA3564
gene-PA3590	13	8	16	18	host	gene-PA3590
gene-JG005_00173	2835	3252	3322	3803	phage	gene-JG005_00173
gene-PA3733	75	40	71	87	host	gene-PA3733
gene-PA1537	19	13	17	22	host	gene-PA1537
pra	14	7	12	36	host	pra
psd	141	96	134	197	host	psd
rfaE	597	418	609	769	host	rfaE
gene-JG005_00026	381	304	5648	4888	phage	gene-JG005_00026
mvfR	131	96	136	149	host	mvfR
gidA	922	588	908	1266	host	gidA
gene-PA3286	136	92	88	185	host	gene-PA3286
gltB	889	571	504	785	host	gltB
gene-PA2321	4	11	13	16	host	gene-PA2321
gene-JG024_gp26	113	130	5015	6405	phage	gene-JG024_gp26
gene-PA5484	174	113	204	323	host	gene-PA5484
gene-PA2414	9	8	6	22	host	gene-PA2414
pcm	134	91	214	265	host	pcm
gene-PA2633	30	26	56	53	host	gene-PA2633
gene-PA4537	37	30	56	71	host	gene-PA4537
cysW	75	48	66	118	host	cysW
gene-PA4440	168	116	211	272	host	gene-PA4440
gene-JG005_00107	2092	2097	4565	4530	phage	gene-JG005_00107
dapD	81	87	105	165	host	dapD
gene-PA1292	78	40	70	85	host	gene-PA1292
proB	419	267	487	697	host	proB
gene-PA3420	9	9	26	32	host	gene-PA3420
gene-PA4717	94	77	133	127	host	gene-PA4717
aruG	256	173	168	204	host	aruG
gene-PA4869	89	56	107	113	host	gene-PA4869
gene-PA5134	377	228	282	399	host	gene-PA5134
napF	6	3	13	10	host	napF
atpH	1291	1001	1310	1675	host	atpH
gene-PA1157	168	99	240	286	host	gene-PA1157
gene-PA4280.3	752	1250	1073	1116	host	gene-PA4280.3
gene-PA4874	53	30	42	82	host	gene-PA4874
pgl	53	38	54	112	host	pgl
aprI	27	23	52	54	host	aprI
gene-PA0839	89	55	84	118	host	gene-PA0839
gene-PA1608	58	52	111	104	host	gene-PA1608
gene-PA4650	10	3	14	15	host	gene-PA4650
algI	22	21	36	65	host	algI
gene-PA1601	34	16	46	75	host	gene-PA1601
gene-PA1579	175	137	282	428	host	gene-PA1579
gene-PA4515	49	39	82	88	host	gene-PA4515
gene-PA3675	99	67	82	109	host	gene-PA3675
gene-PA1884	12	9	15	25	host	gene-PA1884
gene-PA2501	12	17	52	94	host	gene-PA2501
arnF	12	7	8	12	host	arnF
gene-JG005_00180	4441	5110	7173	8741	phage	gene-JG005_00180
gene-PA2973	275	225	316	441	host	gene-PA2973
gene-PA3242	152	115	154	164	host	gene-PA3242
gene-PA1850	44	20	59	79	host	gene-PA1850
gene-JG005_00068	1119	1045	1305	1738	phage	gene-JG005_00068
gene-PA3131	76	55	107	148	host	gene-PA3131
nirM	30	39	55	79	host	nirM
gene-PA1403	3	6	10	22	host	gene-PA1403
gene-PA2763	2	2	7	8	host	gene-PA2763
gene-PA5526	182	109	255	393	host	gene-PA5526
gene-PA4989	19	25	36	52	host	gene-PA4989
gene-PA0218	27	17	50	49	host	gene-PA0218
gene-PA4142	6	4	16	20	host	gene-PA4142
flp	8	11	12	20	host	flp
gene-PA4508	17	15	17	20	host	gene-PA4508
gene-PA2295	10	6	7	8	host	gene-PA2295
gene-JG024_gp19	76	58	1028	1676	phage	gene-JG024_gp19
gene-PA4539	209	152	286	340	host	gene-PA4539
oruR	316	212	357	480	host	oruR
gene-PA4686	400	292	353	451	host	gene-PA4686
gene-PA1386	45	32	93	103	host	gene-PA1386
gene-PA5120	28	22	36	60	host	gene-PA5120
catR	14	12	6	10	host	catR
gene-PA5462	404	189	502	606	host	gene-PA5462
gene-PA0920	272	194	269	377	host	gene-PA0920
gene-PA4766	27	33	47	49	host	gene-PA4766
gene-PA3513	5	6	10	14	host	gene-PA3513
ispA	144	92	120	124	host	ispA
