# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196372_sorted.bam" "SRR17196375_sorted.bam" "SRR17196376_sorted.bam" "SRR17196373_sorted.bam" "SRR17196381_sorted.bam" "SRR17196368_sorted.bam" "SRR17196384_sorted.bam" "SRR17196370_sorted.bam" "SRR17196379_sorted.bam" "SRR17196369_sorted.bam" "SRR17196371_sorted.bam" "SRR17196367_sorted.bam" "SRR17196382_sorted.bam" "SRR17196365_sorted.bam" "SRR17196374_sorted.bam" "SRR17196378_sorted.bam" "SRR17196385_sorted.bam" "SRR17196380_sorted.bam" "SRR17196377_sorted.bam" "SRR17196383_sorted.bam" "SRR17196366_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196372_sorted.bam	SRR17196375_sorted.bam	SRR17196376_sorted.bam	SRR17196373_sorted.bam	SRR17196381_sorted.bam	SRR17196368_sorted.bam	SRR17196384_sorted.bam	SRR17196370_sorted.bam	SRR17196379_sorted.bam	SRR17196369_sorted.bam	SRR17196371_sorted.bam	SRR17196367_sorted.bam	SRR17196382_sorted.bam	SRR17196365_sorted.bam	SRR17196374_sorted.bam	SRR17196378_sorted.bam	SRR17196385_sorted.bam	SRR17196380_sorted.bam	SRR17196377_sorted.bam	SRR17196383_sorted.bam	SRR17196366_sorted.bam
gene-SAURSH1000_RS12820	NZ_CP059180.1	2597805	2598566	-	762	125	167	76	128	59	216	46	99	39	124	208	80	17	96	212	195	5	41	144	32	110
gene-SAURSH1000_RS12825	NZ_CP059180.1	2598682	2601315	-	2634	7317	5035	1079	2323	650	4083	720	3588	425	8463	2705	3886	198	4213	3092	2734	123	604	1430	372	6264
gene-SAURSH1000_RS12830	NZ_CP059180.1	2601665	2602369	-	705	143	139	52	93	41	156	46	100	21	140	146	98	23	100	154	252	14	20	83	28	144
gene-SAURSH1000_RS12835	NZ_CP059180.1	2602468	2603409	-	942	160	177	51	135	59	148	55	123	45	210	164	127	24	145	140	356	22	38	87	52	209
gene-SAURSH1000_RS12840	NZ_CP059180.1	2603426	2604856	-	1431	41	42	28	28	27	41	33	25	26	48	47	37	15	40	55	260	13	25	84	20	74
gene-SAURSH1000_RS12845	NZ_CP059180.1	2604947	2605957	-	1011	23	21	10	10	27	23	28	27	17	23	26	15	5	18	27	115	7	17	52	11	55
gene-SAURSH1000_RS12850	NZ_CP059180.1	2605990	2607225	-	1236	15	25	12	18	16	20	20	13	19	23	19	12	13	18	30	61	6	15	33	14	38
gene-SAURSH1000_RS12855	NZ_CP059180.1	2607402	2607569	-	168	1	2	0	1	0	1	0	1	0	0	0	0	0	0	1	6	0	0	1	0	1
gene-SAURSH1000_RS12860	NZ_CP059180.1	2607572	2608021	-	450	8	5	1	3	3	6	4	2	1	6	3	2	2	3	4	17	0	2	3	2	8
gene-SAURSH1000_RS12865	NZ_CP059180.1	2608388	2609917	-	1530	44	47	23	19	20	38	15	32	19	52	43	29	5	39	55	60	2	8	48	9	58
gene-SAURSH1000_RS12870	NZ_CP059180.1	2610341	2610868	-	528	243	286	166	222	227	442	226	236	104	277	523	215	54	242	685	395	30	171	544	132	433
gene-SAURSH1000_RS12875	NZ_CP059180.1	2611126	2611584	+	459	43	60	18	40	38	57	31	29	14	57	67	34	8	35	66	71	4	21	67	16	88
gene-SAURSH1000_RS12880	NZ_CP059180.1	2611824	2613698	+	1875	58	89	53	95	46	172	48	69	40	50	159	102	13	99	248	126	6	32	198	18	89
gene-SAURSH1000_RS12885	NZ_CP059180.1	2613775	2615727	+	1953	350	343	1281	1904	789	2479	1558	2199	871	501	2985	3218	390	2389	3478	921	257	1237	2960	750	1469
gene-SAURSH1000_RS12890	NZ_CP059180.1	2615741	2616679	+	939	210	211	547	1061	473	1175	951	1396	511	307	1413	1552	268	1159	1771	541	123	770	1708	393	717
gene-SAURSH1000_RS12895	NZ_CP059180.1	2616791	2619772	-	2982	2373	3032	966	1657	556	2131	598	1727	423	1797	2587	1691	177	1716	2206	2486	114	440	1110	293	1463
gene-SAURSH1000_RS12900	NZ_CP059180.1	2619983	2621842	+	1860	1048	1186	522	1084	382	1419	296	1097	262	1137	1639	1066	132	977	1635	1327	95	308	868	210	986
gene-SAURSH1000_RS12905	NZ_CP059180.1	2622109	2622669	-	561	373	490	182	352	153	462	147	353	98	411	517	363	42	353	426	437	18	94	316	64	540
gene-SAURSH1000_RS12910	NZ_CP059180.1	2622837	2624744	-	1908	1480	1675	580	864	637	1353	478	1344	460	1503	1298	1126	217	1034	1584	1607	115	368	1465	251	1957
gene-SAURSH1000_RS12915	NZ_CP059180.1	2624986	2626344	-	1359	368	553	158	303	213	413	137	328	116	333	384	288	49	276	424	470	32	113	435	53	411
gene-SAURSH1000_RS12920	NZ_CP059180.1	2626337	2627845	-	1509	420	629	173	342	192	405	146	388	145	344	393	303	59	331	459	566	38	127	462	82	517
gene-SAURSH1000_RS12925	NZ_CP059180.1	2627863	2630253	-	2391	399	630	171	269	181	421	146	360	180	319	409	324	69	326	492	548	38	100	428	73	489
gene-SAURSH1000_RS12930	NZ_CP059180.1	2630243	2631202	-	960	112	175	32	45	11	71	28	47	14	43	70	46	6	72	84	101	5	5	35	5	50
gene-SAURSH1000_RS12935	NZ_CP059180.1	2631180	2632748	-	1569	192	249	41	64	17	113	48	83	24	97	138	59	12	86	121	145	9	13	62	15	76
gene-SAURSH1000_RS12940	NZ_CP059180.1	2632738	2634291	-	1554	136	175	34	70	17	94	22	51	14	69	114	45	7	58	79	88	3	19	51	15	72
gene-SAURSH1000_RS12945	NZ_CP059180.1	2634302	2635513	-	1212	69	87	15	32	14	42	13	32	10	35	40	10	3	26	58	43	4	5	31	9	47
gene-SAURSH1000_RS12950	NZ_CP059180.1	2635643	2642458	-	6816	1680	1641	482	721	271	858	327	678	346	1705	936	837	149	1018	847	1173	81	171	439	135	1975
gene-SAURSH1000_RS12955	NZ_CP059180.1	2643003	2643695	-	693	45	66	37	33	28	70	14	44	16	54	56	29	2	29	57	58	3	11	41	8	66
gene-SAURSH1000_RS12965	NZ_CP059180.1	2644376	2644678	+	303	29	38	7	28	11	29	14	29	4	30	26	21	5	21	49	40	1	6	22	4	29
gene-SAURSH1000_RS12970	NZ_CP059180.1	2644832	2645191	+	360	105	90	78	196	137	168	71	149	103	198	144	182	32	141	247	181	28	108	310	79	268
gene-SAURSH1000_RS12975	NZ_CP059180.1	2645276	2645887	-	612	47	50	21	51	27	54	24	73	17	48	53	64	9	38	95	60	6	14	68	14	47
gene-SAURSH1000_RS12980	NZ_CP059180.1	2645966	2646442	-	477	20	23	11	23	6	21	6	28	4	28	32	24	1	9	24	23	1	5	10	7	22
gene-SAURSH1000_RS12985	NZ_CP059180.1	2646445	2646945	-	501	8	18	9	19	3	23	5	20	4	19	26	16	1	14	24	8	1	1	12	2	18
gene-SAURSH1000_RS12990	NZ_CP059180.1	2647180	2647947	-	768	19	11	9	14	2	18	5	7	1	18	22	8	2	15	21	7	1	4	10	4	15
gene-SAURSH1000_RS12995	NZ_CP059180.1	2647944	2648636	-	693	8	12	3	12	1	5	6	7	4	10	6	5	0	4	14	5	1	0	5	0	7
gene-SAURSH1000_RS13000	NZ_CP059180.1	2648653	2649315	-	663	3	3	2	0	1	7	1	3	0	5	5	5	0	4	7	6	2	3	5	0	1
gene-SAURSH1000_RS13005	NZ_CP059180.1	2650164	2650724	-	561	278	253	187	300	115	705	109	351	86	282	540	280	33	339	747	336	22	121	567	126	422
gene-SAURSH1000_RS13010	NZ_CP059180.1	2650888	2652126	+	1239	11	14	10	11	6	7	5	8	7	16	10	11	1	10	13	18	1	3	6	0	7
gene-SAURSH1000_RS13015	NZ_CP059180.1	2652090	2652395	+	306	2	6	2	2	0	3	0	5	0	2	4	2	1	2	7	2	0	0	0	1	2
gene-SAURSH1000_RS13020	NZ_CP059180.1	2652392	2653264	+	873	6	16	3	8	2	11	1	12	4	12	15	8	2	14	32	14	1	1	9	5	13
gene-SAURSH1000_RS13025	NZ_CP059180.1	2653251	2654303	+	1053	33	34	16	28	14	55	8	16	8	29	48	36	2	21	58	36	5	5	27	9	19
gene-SAURSH1000_RS13030	NZ_CP059180.1	2654750	2656792	-	2043	29	34	87	60	12	134	21	213	73	39	132	304	31	113	207	28	18	20	166	10	62
gene-SAURSH1000_RS13035	NZ_CP059180.1	2657513	2657692	-	180	16	28	14	26	11	44	6	14	6	20	45	22	4	18	39	36	1	18	12	9	38
gene-SAURSH1000_RS13045	NZ_CP059180.1	2659269	2659973	-	705	15	21	8	12	6	11	12	13	1	13	12	6	5	11	11	73	3	5	6	4	75
gene-SAURSH1000_RS13050	NZ_CP059180.1	2659966	2660544	-	579	9	12	3	8	4	14	2	4	3	6	6	3	5	2	7	39	0	4	6	1	62
gene-SAURSH1000_RS13055	NZ_CP059180.1	2660541	2661119	-	579	12	7	3	6	6	7	2	2	3	5	6	4	5	4	5	43	0	3	14	1	66
gene-SAURSH1000_RS13060	NZ_CP059180.1	2661088	2662101	-	1014	11	19	4	8	6	4	7	5	9	10	12	6	6	7	9	67	0	2	19	4	90
gene-SAURSH1000_RS13065	NZ_CP059180.1	2662117	2663367	-	1251	22	23	8	9	7	10	7	3	3	14	14	10	3	11	11	88	2	0	38	4	265
gene-SAURSH1000_RS13070	NZ_CP059180.1	2663360	2663974	-	615	4	7	4	4	6	3	6	0	5	2	3	2	0	4	3	26	1	2	13	1	134
gene-SAURSH1000_RS13075	NZ_CP059180.1	2663992	2664810	-	819	9	4	1	4	2	10	4	1	4	9	5	4	2	4	6	25	2	4	10	0	179
gene-SAURSH1000_RS13080	NZ_CP059180.1	2665115	2666239	-	1125	58	54	20	35	15	47	21	35	12	61	52	38	7	40	48	50	3	10	38	7	66
gene-SAURSH1000_RS13085	NZ_CP059180.1	2666357	2666854	-	498	11	9	3	9	5	15	2	11	2	10	8	11	1	9	13	18	1	1	14	3	15
gene-SAURSH1000_RS13090	NZ_CP059180.1	2666901	2667734	-	834	25	20	8	19	4	15	7	22	2	17	20	9	1	12	27	22	0	8	16	4	18
gene-SAURSH1000_RS13095	NZ_CP059180.1	2667731	2669443	-	1713	33	40	18	17	9	32	10	19	9	36	41	25	4	18	34	48	4	6	23	8	75
gene-SAURSH1000_RS13100	NZ_CP059180.1	2669496	2670050	-	555	3	9	4	8	4	6	0	5	0	6	4	3	1	3	13	8	0	0	6	1	15
gene-SAURSH1000_RS13105	NZ_CP059180.1	2670079	2670927	-	849	4	5	2	5	1	8	2	8	4	5	8	3	2	2	14	7	1	0	2	2	30
gene-SAURSH1000_RS13110	NZ_CP059180.1	2671307	2671822	+	516	118	126	102	188	77	254	62	148	60	131	251	140	25	139	239	116	22	55	175	68	236
gene-SAURSH1000_RS13115	NZ_CP059180.1	2671971	2672942	-	972	37	52	146	141	38	169	86	208	64	45	214	212	29	175	247	82	17	38	123	26	37
gene-SAURSH1000_RS13120	NZ_CP059180.1	2673186	2674142	+	957	603	703	179	383	47	401	58	287	39	441	407	287	31	280	226	193	19	39	72	46	242
gene-SAURSH1000_RS13125	NZ_CP059180.1	2674294	2674932	+	639	49	53	17	35	8	36	7	22	13	48	33	26	10	31	48	32	2	10	29	8	39
gene-SAURSH1000_RS13130	NZ_CP059180.1	2675051	2675818	-	768	70	61	51	57	39	124	32	69	24	46	131	60	8	68	194	120	9	34	109	41	54
gene-SAURSH1000_RS13135	NZ_CP059180.1	2675808	2676146	-	339	25	37	15	19	9	35	11	18	4	24	34	22	6	27	63	46	2	13	27	7	13
gene-SAURSH1000_RS13140	NZ_CP059180.1	2676313	2676777	+	465	46	40	67	103	61	138	30	106	88	75	94	113	34	80	203	132	22	63	318	56	156
gene-SAURSH1000_RS13145	NZ_CP059180.1	2677015	2678433	+	1419	270	371	290	418	192	556	174	348	160	264	608	401	79	443	703	548	35	230	405	163	442
gene-SAURSH1000_RS13150	NZ_CP059180.1	2678846	2679754	-	909	166	144	48	130	34	149	30	119	24	220	141	97	3	80	143	109	2	24	84	31	149
gene-SAURSH1000_RS13155	NZ_CP059180.1	2679979	2680554	+	576	9	9	4	24	16	22	13	28	19	9	18	36	4	19	41	34	1	13	56	2	22
gene-SAURSH1000_RS13160	NZ_CP059180.1	2680719	2681735	+	1017	95	120	65	116	45	159	40	139	61	116	127	121	15	125	137	119	8	50	149	49	129
gene-SAURSH1000_RS13165	NZ_CP059180.1	2681978	2682772	+	795	31	39	17	55	21	60	14	52	21	36	59	44	4	39	55	30	7	15	60	9	35
gene-SAURSH1000_RS13170	NZ_CP059180.1	2682906	2683418	-	513	77	36	37	68	78	98	52	87	48	145	89	67	48	65	155	77	18	115	276	82	214
gene-SAURSH1000_RS13175	NZ_CP059180.1	2683701	2684459	+	759	14	20	6	12	4	12	3	17	1	9	16	12	0	11	23	21	0	1	10	1	20
gene-SAURSH1000_RS13180	NZ_CP059180.1	2684449	2686329	+	1881	39	37	18	29	5	35	8	29	5	38	40	41	2	22	40	17	0	8	26	7	25
gene-SAURSH1000_RS13185	NZ_CP059180.1	2686422	2686613	+	192	6	6	3	7	3	11	0	2	2	8	3	5	0	7	7	2	2	1	4	0	7
gene-SAURSH1000_RS13195	NZ_CP059180.1	2687221	2687718	-	498	42	37	23	46	7	66	8	47	8	36	70	31	0	50	55	32	3	9	28	21	32
gene-SAURSH1000_RS13210	NZ_CP059180.1	2688176	2688367	+	192	9	11	3	5	3	11	6	5	2	11	7	2	0	7	8	7	0	3	4	2	6
gene-SAURSH1000_RS13215	NZ_CP059180.1	2688760	2688960	+	201	13088	7274	3085	8029	1457	17417	1806	7737	761	24812	10703	11338	298	21702	7131	5191	215	2005	3503	2041	27812
gene-SAURSH1000_RS13220	NZ_CP059180.1	2689087	2689656	-	570	24	26	14	25	41	28	47	19	16	48	34	18	9	23	54	109	4	22	81	15	35
gene-SAURSH1000_RS13225	NZ_CP059180.1	2689916	2690311	-	396	6	17	6	10	25	15	34	7	10	8	27	10	1	7	14	71	0	14	41	9	36
gene-SAURSH1000_RS13230	NZ_CP059180.1	2690379	2690732	-	354	4	9	6	2	22	8	22	4	4	7	13	4	3	8	17	73	2	12	43	6	18
gene-SAURSH1000_RS13235	NZ_CP059180.1	2691186	2692025	-	840	875	1212	274	476	180	538	168	458	159	678	673	452	72	486	646	561	36	102	306	81	573
gene-SAURSH1000_RS13240	NZ_CP059180.1	2692068	2692787	-	720	553	693	107	197	65	267	83	247	97	455	316	205	34	234	365	286	15	51	146	32	303
gene-SAURSH1000_RS13245	NZ_CP059180.1	2692787	2694664	-	1878	1477	1835	372	560	215	753	253	644	208	1142	846	568	97	621	855	836	67	153	399	125	875
gene-SAURSH1000_RS13250	NZ_CP059180.1	2694731	2696110	-	1380	833	1018	179	345	147	479	152	443	87	683	538	395	47	393	441	511	35	103	238	70	473
gene-SAURSH1000_RS13255	NZ_CP059180.1	2696249	2696602	-	354	136	152	41	65	36	118	27	78	12	135	101	69	10	81	93	103	5	19	57	23	81
gene-SAURSH1000_RS13260	NZ_CP059180.1	2696723	2696860	-	138	4976	6333	2470	4264	1009	8654	1148	2679	796	4611	7624	3314	395	5599	5550	3498	264	1418	2568	1533	3738
gene-CPT_phageK_gp001	NC_005880.2	486	785	+	300	5	181	1176	20	478	2	169	3	1183	2	86	0	388	0	1099	1571	151	471	2082	199	0
gene-CPT_phageK_gp002	NC_005880.2	801	986	+	186	1	95	728	7	356	3	121	1	759	0	50	0	280	0	744	992	119	367	1600	209	0
gene-CPT_phageK_gp003	NC_005880.2	1093	1380	+	288	6	143	975	24	393	4	140	2	1040	0	69	0	300	0	931	1390	136	291	1836	152	0
gene-CPT_phageK_gp004	NC_005880.2	1380	1706	+	327	8	215	1507	32	617	4	226	0	1720	0	83	0	478	0	1281	2273	229	493	2650	231	0
gene-CPT_phageK_gp005	NC_005880.2	1722	2015	+	294	7	190	1249	31	568	2	168	0	1371	0	58	0	376	0	1046	1957	181	424	2073	193	1
gene-CPT_phageK_gp006	NC_005880.2	2019	2276	+	258	3	165	1018	17	473	1	133	0	1168	0	48	0	276	0	801	1595	115	332	1729	155	0
gene-CPT_phageK_gp007	NC_005880.2	2354	2593	+	240	5	148	1009	13	593	2	203	1	1331	0	42	0	316	0	883	1868	107	424	1981	207	0
gene-CPT_phageK_gp008	NC_005880.2	2604	2951	+	348	4	160	1065	13	607	2	211	0	1338	0	38	0	337	0	796	1709	128	589	2261	274	0
gene-CPT_phageK_gp009	NC_005880.2	3162	3500	-	339	32	202	427	181	123	7	62	4	311	0	244	0	228	0	1679	456	118	186	1402	153	0
gene-CPT_phageK_gp010	NC_005880.2	3811	4119	+	309	13	191	436	131	118	5	67	3	293	0	161	0	159	0	672	457	111	142	507	110	0
gene-CPT_phageK_gp011	NC_005880.2	4325	4612	+	288	56	446	1001	402	381	17	243	10	741	2	401	1	662	0	1934	976	400	531	1615	364	0
gene-CPT_phageK_gp012	NC_005880.2	4662	4853	+	192	10	101	149	61	45	1	31	5	97	0	102	0	72	0	755	149	53	48	453	49	0
gene-CPT_phageK_gp013	NC_005880.2	5170	5658	-	489	4	81	667	35	601	5	287	0	1016	0	39	1	926	0	489	758	332	835	1658	492	0
gene-CPT_phageK_gp014	NC_005880.2	5826	5984	+	159	4	110	244	76	76	4	33	2	155	0	81	0	93	0	481	269	70	80	525	48	0
gene-CPT_phageK_gp015	NC_005880.2	6054	6185	+	132	22	217	547	157	182	2	75	3	356	1	197	0	273	1	1253	602	167	211	1256	126	0
gene-CPT_phageK_gp016	NC_005880.2	6353	6676	+	324	75	936	2394	617	753	21	459	8	1814	2	791	1	1719	0	3676	2638	958	1093	3732	674	0
gene-CPT_phageK_gp017	NC_005880.2	6776	7012	+	237	46	515	823	265	308	6	216	4	813	0	298	1	635	0	1464	1149	419	293	1306	192	0
gene-CPT_phageK_gp018	NC_005880.2	7092	7562	+	471	96	1211	2206	498	1227	17	878	15	2349	1	636	0	2367	0	3306	3211	1316	1731	3524	880	1
gene-CPT_phageK_gp019	NC_005880.2	7621	7794	+	174	57	575	1045	210	501	7	341	1	1259	1	265	1	959	0	1555	1597	621	476	1715	269	1
gene-CPT_phageK_gp020	NC_005880.2	7794	8063	+	270	46	634	1383	196	627	8	394	1	1501	2	251	1	1193	0	1606	1792	656	557	1890	331	1
gene-CPT_phageK_gp021	NC_005880.2	8148	8369	+	222	50	630	1918	286	923	17	467	5	1660	0	408	0	1299	0	2734	1933	676	1008	3855	558	0
gene-CPT_phageK_gp022	NC_005880.2	8666	8902	-	237	0	40	804	2	2575	36	2254	2	3309	1	6	0	3603	0	419	1507	1013	3242	3497	2244	1
gene-CPT_phageK_gp023	NC_005880.2	8902	9075	-	174	2	34	686	1	1721	18	1649	1	2635	0	5	0	2813	0	395	1163	760	2208	2914	1475	0
gene-CPT_phageK_gp024	NC_005880.2	9082	9336	-	255	3	44	619	1	1927	14	1544	1	2425	0	6	0	2141	0	458	1297	580	1934	3561	1413	0
gene-CPT_phageK_gp025	NC_005880.2	9527	10012	-	486	2	69	619	2	1535	10	1134	0	1825	0	10	0	1578	0	433	1099	408	1310	2526	1071	0
gene-CPT_phageK_gp026	NC_005880.2	10005	10436	-	432	2	100	1036	6	2090	10	1500	0	2765	1	26	0	2261	0	829	1824	562	1861	3896	1222	0
gene-CPT_phageK_gp027	NC_005880.2	10450	10992	-	543	5	101	1072	6	1917	20	1350	0	2610	1	24	0	2037	0	1044	1815	586	1679	4250	1040	0
gene-CPT_phageK_gp028	NC_005880.2	11004	11492	-	489	7	195	1757	19	3073	21	2065	1	4421	1	60	0	3230	1	1663	3113	827	2538	6533	1548	0
gene-CPT_phageK_gp029	NC_005880.2	11505	11903	-	399	4	121	1042	20	1518	5	957	1	2252	0	42	0	1471	0	1187	1760	403	1234	3961	726	0
gene-CPT_phageK_gp030	NC_005880.2	11900	12607	-	708	11	291	2251	56	2599	17	1612	1	4083	1	133	0	2613	0	2224	3349	724	2399	6383	1356	0
gene-CPT_phageK_gp031	NC_005880.2	12707	13261	-	555	1	39	570	2	2276	101	5144	0	1179	1	14	0	6329	0	250	902	7329	3734	1446	11702	0
gene-CPT_phageK_gp032	NC_005880.2	13277	13594	-	318	1	20	259	0	1007	47	2170	0	510	1	7	0	2859	0	121	394	3112	1662	714	5023	0
gene-CPT_phageK_gt001	NC_005880.2	14229	14300	-	72	3	95	806	18	1138	18	1475	1	1075	0	35	0	2730	0	322	904	1308	2279	859	2350	0
gene-CPT_phageK_gp233	NC_005880.2	14580	15128	-	549	4	204	2268	17	3070	30	1879	0	3841	0	57	0	2805	0	1960	3011	827	3261	6433	2200	0
gene-CPT_phageK_gp232	NC_005880.2	15132	15350	-	219	4	94	1094	12	1536	15	872	0	1919	0	36	0	1244	1	1061	1611	350	1347	3540	824	0
gene-CPT_phageK_gp231	NC_005880.2	15351	15545	-	195	9	137	1536	14	1987	15	985	0	2547	1	58	0	1535	0	1354	2287	436	1474	4202	782	0
gene-CPT_phageK_gp230	NC_005880.2	15535	16272	-	738	19	337	3037	61	3449	22	1731	1	4821	1	186	0	2640	0	3070	4256	810	2876	8252	1581	0
gene-CPT_phageK_gp229	NC_005880.2	16451	16690	-	240	6	152	1252	34	1049	3	486	1	1670	0	66	0	838	0	1257	1662	290	801	2815	433	0
gene-CPT_phageK_gp228	NC_005880.2	16692	17081	-	390	14	206	1494	53	1162	9	762	1	1914	0	96	0	1331	0	1223	1934	433	1380	2800	675	3
gene-CPT_phageK_gp227	NC_005880.2	17180	17353	-	174	2	19	86	1	306	60	1897	1	166	4	10	0	1485	0	78	176	5026	767	233	6786	0
gene-CPT_phageK_gp226	NC_005880.2	17394	17876	-	483	0	28	164	2	429	21	1408	1	259	0	4	0	1071	0	100	360	2348	523	362	2841	0
gene-CPT_phageK_gp225	NC_005880.2	17926	18468	-	543	17	414	4520	31	10997	123	8822	1	9711	1	108	0	12658	1	3569	7731	4023	11453	15558	10203	2
gene-CPT_phageK_gp224	NC_005880.2	18468	19001	-	534	16	472	4360	54	9097	85	6956	1	9451	0	160	0	10278	1	3804	7598	3177	8673	14638	6514	1
gene-CPT_phageK_gp223	NC_005880.2	19004	19168	-	165	5	151	1188	7	2350	11	1185	0	2675	1	49	0	1672	0	1152	2296	448	1712	4639	948	0
gene-CPT_phageK_gp222	NC_005880.2	19171	19446	-	276	2	229	1670	14	2798	11	1331	0	3721	0	59	0	1785	0	1596	3286	482	1936	6040	912	0
gene-CPT_phageK_gp221	NC_005880.2	19446	20291	-	846	20	743	5080	59	6964	27	2891	1	10302	1	165	0	4449	1	4319	9730	1348	5026	15495	2244	2
gene-CPT_phageK_gp220	NC_005880.2	20303	20887	-	585	25	900	6311	130	7028	37	2879	2	11823	2	324	0	5305	1	4397	10562	1693	5831	15018	2412	0
gene-CPT_phageK_gp219	NC_005880.2	21156	21422	-	267	17	438	3189	100	2210	16	767	1	5089	0	210	0	1842	0	2372	4729	643	1762	6875	689	0
gene-CPT_phageK_gp218	NC_005880.2	21576	21902	-	327	8	108	1577	9	4141	56	3353	0	3248	1	46	0	5589	0	1191	2185	1698	4921	5112	5422	0
gene-CPT_phageK_gp217	NC_005880.2	21895	22311	-	417	4	142	2031	15	4949	61	3833	0	4053	0	51	0	6533	0	1473	2931	1854	5437	6195	5658	0
gene-CPT_phageK_gp216	NC_005880.2	22445	22747	-	303	19	358	4169	46	11326	158	9909	2	9323	1	151	0	16997	1	2976	5962	4942	14905	13480	13468	0
gene-CPT_phageK_gp215	NC_005880.2	22747	22935	-	189	10	155	1669	21	3905	47	2893	1	3268	0	73	0	4967	0	1271	2232	1423	3886	5222	3547	0
gene-CPT_phageK_gp214	NC_005880.2	22979	23140	-	162	6	94	1104	7	2200	13	1181	1	2290	0	21	0	1757	0	923	1882	504	1515	3594	927	1
gene-CPT_phageK_gp213	NC_005880.2	23140	25188	-	2049	30	1024	8138	141	11902	50	5885	1	14036	2	383	1	9453	0	8517	12485	2813	7790	24504	4378	1
gene-CPT_phageK_gp212	NC_005880.2	25266	25529	-	264	7	129	1267	6	4136	74	4292	3	3145	1	21	1	5252	0	775	2644	3529	4667	3829	7746	1
gene-CPT_phageK_gp211	NC_005880.2	25546	25719	-	174	2	105	1186	5	3688	56	3521	0	3034	0	21	0	4595	1	710	2462	2944	3892	3381	5827	1
gene-CPT_phageK_gp210	NC_005880.2	25726	26304	-	579	8	173	1866	10	5742	94	4955	1	4872	1	40	0	6388	1	1280	3977	4130	5147	6077	8341	0
gene-CPT_phageK_gp209	NC_005880.2	26297	26923	-	627	11	328	3001	22	7129	49	4440	1	7640	2	78	0	7263	0	2195	6201	2050	5882	9064	3249	1
gene-CPT_phageK_gp208	NC_005880.2	26916	27812	-	897	14	427	3398	45	7238	34	3664	1	7957	2	125	0	5991	0	3172	6576	1827	5123	11140	2866	0
gene-CPT_phageK_gp207	NC_005880.2	27812	28036	-	225	5	59	405	5	615	2	326	0	745	0	21	0	506	0	427	721	174	508	1300	367	0
gene-CPT_phageK_gp206	NC_005880.2	28105	28845	-	741	17	498	4915	36	14124	111	11080	2	12843	2	135	1	17817	0	3601	9254	6825	12672	17317	11727	0
gene-CPT_phageK_gp205	NC_005880.2	28897	29511	-	615	18	516	4475	63	11240	74	7509	3	11353	3	169	0	12696	0	3754	8418	4055	9003	15973	6262	0
gene-CPT_phageK_gp204	NC_005880.2	29527	29952	-	426	13	288	2510	34	5753	38	3640	0	6550	0	105	0	6563	0	2225	4769	1902	4672	9312	3041	2
gene-CPT_phageK_gp203	NC_005880.2	29942	30133	-	192	6	102	798	6	1741	8	982	0	1966	0	19	0	1792	0	844	1344	544	1359	3367	857	0
gene-CPT_phageK_gp202	NC_005880.2	30156	30797	-	642	17	286	2957	57	6001	38	3358	1	6625	1	131	0	6641	2	2733	5071	1867	4814	10445	3107	0
gene-CPT_phageK_gp201	NC_005880.2	30787	31017	-	231	8	198	1670	43	2980	20	1643	0	3489	2	89	1	3281	0	1692	2681	1027	2409	5741	1464	0
gene-CPT_phageK_gp200	NC_005880.2	31020	31247	-	228	6	170	1415	50	2286	15	1173	0	2738	0	105	1	2364	0	1656	2200	689	1965	5221	1188	0
gene-CPT_phageK_gp199	NC_005880.2	31357	32049	-	693	10	318	3173	34	6355	130	6559	1	4127	1	172	1	14524	0	1563	3387	7045	11480	3422	15413	0
gene-CPT_phageK_gp198	NC_005880.2	32236	32871	-	636	8	255	2493	62	1798	13	707	1	3875	3	124	0	2019	0	2346	2747	907	1506	6629	847	0
gene-CPT_phageK_gp197	NC_005880.2	32938	33729	-	792	32	738	8547	93	15891	118	10152	1	17499	3	321	0	18502	1	5082	13746	6046	13821	19300	9668	0
gene-CPT_phageK_gp196	NC_005880.2	33729	34037	-	309	18	293	2806	42	4661	30	2734	1	5336	0	118	1	5127	1	1697	4462	1671	3907	5970	2754	0
gene-CPT_phageK_gp195	NC_005880.2	34150	36513	-	2364	23	479	3581	63	8604	478	34322	7	6045	9	175	1	38178	0	1845	6582	76271	13389	5857	44996	1
gene-CPT_phageK_gp194	NC_005880.2	35050	35550	-	501	6	158	1061	28	1642	39	2693	3	1525	0	69	0	3604	0	710	1874	3886	1680	2009	3961	0
gene-CPT_phageK_gp193	NC_005880.2	36513	37016	-	504	1	18	69	1	1547	122	9405	1	238	2	1	0	10478	0	28	224	23347	2585	222	12641	0
gene-CPT_phageK_gp192	NC_005880.2	37101	37286	-	186	3	49	576	6	6440	154	6122	1	2230	0	21	0	9193	0	376	1212	3151	13478	3293	13944	0
gene-CPT_phageK_gt002	NC_005880.2	37448	37519	-	72	0	32	269	7	2574	93	3516	0	1085	0	9	0	5099	0	175	695	2510	7886	1124	7895	0
