# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "ERR1378069_sorted.bam" "ERR1378068_sorted.bam" "ERR1378065_sorted.bam" "ERR1378064_sorted.bam" "ERR1378066_sorted.bam" "ERR1378063_sorted.bam" "ERR1378062_sorted.bam" "ERR1378067_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ERR1378069_sorted.bam	ERR1378068_sorted.bam	ERR1378065_sorted.bam	ERR1378064_sorted.bam	ERR1378066_sorted.bam	ERR1378063_sorted.bam	ERR1378062_sorted.bam	ERR1378067_sorted.bam
gene-BSU_38690	NC_000964.3	3969999	3970319	-	321	442	512	671	627	842	556	507	915
gene-BSU_38700	NC_000964.3	3970312	3970848	-	537	607	513	725	663	953	553	523	1070
gene-BSU_38710	NC_000964.3	3971060	3972433	+	1374	628	1797	1433	1132	2119	1489	1456	1202
gene-BSU_38720	NC_000964.3	3972448	3973278	-	831	227	233	401	340	441	392	243	353
gene-BSU_38730	NC_000964.3	3973364	3975091	-	1728	452	717	5162	3988	4919	698	665	2898
gene-BSU_38740	NC_000964.3	3975088	3976791	-	1704	286	404	2489	2286	2679	507	449	1557
gene-BSU_38750	NC_000964.3	3976791	3977807	-	1017	158	223	1078	859	1032	305	274	640
gene-BSU_38760	NC_000964.3	3977791	3979197	-	1407	212	122	525	386	478	233	387	342
gene-BSU_38770	NC_000964.3	3979753	3981105	+	1353	305	495	1871	1468	2052	580	517	1275
gene-BSU_38780	NC_000964.3	3981227	3982915	+	1689	1644	1958	3494	2420	3843	1849	2479	3262
gene-BSU_38790	NC_000964.3	3982973	3983173	+	201	437	506	1249	872	1287	557	779	965
gene-BSU_38800	NC_000964.3	3983187	3984026	-	840	891	969	2607	1868	2588	1129	1458	1928
gene-BSU_38810	NC_000964.3	3984133	3985230	-	1098	343	2570	734	1216	1629	1910	606	505
gene-BSU_38820	NC_000964.3	3985351	3986244	-	894	137	565	402	378	530	363	214	337
gene-BSU_38830	NC_000964.3	3986428	3987885	+	1458	258	270	919	801	1117	370	299	730
gene-BSU_38840	NC_000964.3	3987927	3988763	-	837	352	651	2091	1678	2305	670	898	1886
gene-BSU_misc_RNA_60	NC_000964.3	3988840	3988942	-	103	33	204	151	118	217	83	99	140
gene-BSU_38850	NC_000964.3	3989331	3989873	+	543	3347	12229	11083	5467	8514	6242	12079	7232
gene-BSU_38860	NC_000964.3	3989948	3990967	-	1020	3351	3461	4721	3695	5837	3014	3309	4761
gene-BSU_38870	NC_000964.3	3991082	3991588	-	507	77	113	1139	1049	1630	179	126	999
gene-BSU_38880	NC_000964.3	3991718	3992593	+	876	660	369	2160	1583	2635	468	640	1873
gene-BSU_38890	NC_000964.3	3992671	3993144	+	474	562	404	1740	1290	2150	437	536	1605
gene-BSU_38900	NC_000964.3	3993162	3994382	+	1221	894	570	2291	1786	2717	605	809	2216
gene-BSU_38910	NC_000964.3	3994369	3995025	+	657	393	213	623	476	749	266	358	763
gene-BSU_38920	NC_000964.3	3995075	3996307	+	1233	4383	2466	3298	2105	3464	2853	3020	5263
gene-BSU_38930	NC_000964.3	3996829	3997092	+	264	11	44	96	62	108	40	34	83
gene-BSU_38940	NC_000964.3	3997221	3997709	+	489	381	1393	613	293	319	918	1066	367
gene-BSU_misc_RNA_61	NC_000964.3	3997775	3997881	+	107	79	457	220	125	189	336	336	175
gene-BSU_38950	NC_000964.3	3997964	3999097	+	1134	820	1312	962	797	1017	1825	1108	842
gene-BSU_misc_RNA_62	NC_000964.3	3999166	3999272	+	107	61	247	119	87	122	255	143	78
gene-BSU_38960	NC_000964.3	3999350	4000486	+	1137	727	1385	789	630	922	1952	946	769
gene-BSU_38970	NC_000964.3	4000539	4001312	-	774	147	132	210	211	245	243	184	191
gene-BSU_38980	NC_000964.3	4001329	4001979	-	651	129	89	154	139	152	192	112	150
gene-BSU_38990	NC_000964.3	4001976	4002692	-	717	67	40	96	86	76	148	45	97
gene-BSU_39000	NC_000964.3	4002716	4004134	-	1419	54	67	238	183	175	256	101	136
gene-BSU_39010	NC_000964.3	4004288	4005136	-	849	535	1033	2048	1716	2489	972	947	1573
gene-BSU_misc_RNA_63	NC_000964.3	4005523	4005625	+	103	73	467	676	520	842	412	337	421
gene-BSU_39020	NC_000964.3	4005752	4006945	+	1194	3193	3220	4010	2705	5887	6282	4435	3373
gene-BSU_39040	NC_000964.3	4007803	4008093	-	291	116	214	228	185	236	233	189	201
gene-BSU_39050	NC_000964.3	4008143	4010203	-	2061	1012	1531	1239	1174	1528	1663	1162	1123
gene-BSU_39060	NC_000964.3	4010404	4011684	+	1281	94	83	223	199	188	221	109	201
gene-BSU_39070	NC_000964.3	4011842	4012570	-	729	29	262	148	203	256	200	85	119
gene-BSU_39080	NC_000964.3	4012866	4013699	-	834	434	896	1261	1052	1448	775	622	1038
gene-BSU_39090	NC_000964.3	4013795	4014475	-	681	214	239	436	387	377	199	226	378
gene-BSU_39100	NC_000964.3	4014682	4015968	+	1287	654	804	3989	3379	4358	916	846	2554
gene-BSU_39110	NC_000964.3	4015987	4017426	-	1440	3053	3127	3813	3111	4235	2575	3448	4242
gene-BSU_39120	NC_000964.3	4017508	4018656	-	1149	1024	1324	1585	1306	1516	961	1202	1721
gene-BSU_39139	NC_000964.3	4019005	4019136	-	132	132	199	302	139	242	186	393	355
gene-BSU_39140	NC_000964.3	4019148	4019609	-	462	654	673	1092	540	798	539	1245	1179
gene-BSU_39150	NC_000964.3	4019625	4019921	-	297	412	537	773	409	505	371	869	829
gene-BSU_39160	NC_000964.3	4019949	4020437	-	489	794	764	1388	645	808	689	1557	1354
gene-BSU_39170	NC_000964.3	4020455	4020907	-	453	810	810	1318	585	839	694	1400	1396
gene-BSU_39180	NC_000964.3	4020977	4021306	-	330	265	549	583	299	395	333	701	704
gene-BSU_39190	NC_000964.3	4021429	4021845	-	417	277	774	1024	546	611	497	1327	1216
gene-BSU_39200	NC_000964.3	4021896	4022264	-	369	489	765	966	466	504	457	1195	1016
gene-BSU_39210	NC_000964.3	4022258	4022728	-	471	767	805	1240	537	695	497	1441	1274
gene-BSU_39220	NC_000964.3	4023054	4023482	-	429	1893	5466	5689	2856	3959	3290	6993	6417
gene-BSU_39230	NC_000964.3	4023544	4030548	-	7005	111269	95967	130279	65174	84540	74028	164593	140167
gene-BSU_39240	NC_000964.3	4030710	4031645	-	936	694	839	2414	2046	3182	896	962	2088
gene-BSU_39250	NC_000964.3	4031797	4032243	-	447	700	3386	1769	2139	2269	1769	2092	1079
gene-BSU_39260	NC_000964.3	4032346	4033755	-	1410	1965	10873	3427	6777	4961	5659	6589	1518
gene-BSU_39270	NC_000964.3	4033778	4035607	-	1830	2228	12455	4822	10702	6387	6466	7913	1949
gene-BSU_39280	NC_000964.3	4035990	4036298	-	309	74	542	289	220	334	342	349	367
gene-BSU_39290	NC_000964.3	4036344	4036787	-	444	48	574	397	265	448	479	455	486
gene-BSU_39300	NC_000964.3	4036784	4038493	-	1710	455	731	839	517	802	735	949	1337
gene-BSU_39310	NC_000964.3	4038513	4038782	-	270	140	86	176	112	161	136	176	298
gene-BSU_39320	NC_000964.3	4038794	4039159	-	366	131	79	143	85	125	117	118	212
gene-BSU_39330	NC_000964.3	4039466	4040875	-	1410	74	129	252	225	219	205	127	184
gene-BSU_39339	NC_000964.3	4041009	4041173	-	165	7	14	24	23	11	23	14	8
gene-BSU_39340	NC_000964.3	4041492	4041938	+	447	59	182	209	123	206	114	49	104
gene-BSU_39350	NC_000964.3	4042051	4043577	+	1527	47	75	234	207	212	206	95	158
gene-BSU_39360	NC_000964.3	4043574	4045232	+	1659	188	207	392	317	403	369	186	325
gene-BSU_39370	NC_000964.3	4045245	4046510	+	1266	229	247	364	294	348	345	293	394
gene-BSU_39380	NC_000964.3	4046503	4047462	+	960	177	158	298	211	319	220	247	263
gene-BSU_39390	NC_000964.3	4047538	4048965	+	1428	86	102	322	250	332	240	172	280
gene-BSU_39400	NC_000964.3	4049009	4050310	-	1302	2463	12038	2128	4274	6150	9339	3647	1733
gene-BSU_39410	NC_000964.3	4050340	4051521	-	1182	1267	10232	1708	3762	4527	6290	2735	1261
gene-BSU_39420	NC_000964.3	4051602	4052273	-	672	1234	6600	1275	2635	2969	4110	1869	979
gene-BSU_39430	NC_000964.3	4052379	4053320	-	942	828	1177	1062	932	1302	876	891	1024
gene-BSU_39440	NC_000964.3	4053454	4054281	-	828	204	309	773	651	862	315	300	601
gene-BSU_39450	NC_000964.3	4054354	4055466	-	1113	944	1224	3435	2980	3966	1299	1275	2740
gene-BSU_39460	NC_000964.3	4055536	4056873	-	1338	400	868	2482	2045	2860	707	765	1795
gene-BSU_39470	NC_000964.3	4056870	4058012	-	1143	413	794	2255	1942	2580	784	650	1666
gene-BSU_39480	NC_000964.3	4058029	4058778	-	750	231	475	1381	1223	1567	524	435	1026
gene-BSU_39490	NC_000964.3	4058791	4059465	-	675	214	397	1416	1209	1648	459	372	1088
gene-BSU_39500	NC_000964.3	4059488	4060282	-	795	157	341	1432	1085	1842	436	406	1062
gene-BSU_39510	NC_000964.3	4060307	4060804	-	498	157	270	998	887	1322	282	281	791
gene-BSU_39520	NC_000964.3	4060818	4062143	-	1326	237	443	1505	1265	1842	483	457	1113
gene-BSU_39530	NC_000964.3	4062329	4062556	-	228	25	119	46	23	29	77	47	36
gene-BSU_39540	NC_000964.3	4062543	4063529	-	987	392	1491	468	410	604	1515	505	531
gene-BSU_39550	NC_000964.3	4063684	4064496	-	813	2644	3333	2204	1461	2538	3029	3256	3155
gene-BSU_39560	NC_000964.3	4064536	4065093	-	558	691	911	575	340	500	686	923	691
gene-BSU_39570	NC_000964.3	4065074	4065508	-	435	646	771	777	432	781	631	1012	790
gene-BSU_39580	NC_000964.3	4065597	4065962	+	366	506	655	830	542	805	555	781	841
gene-BSU_39590	NC_000964.3	4066210	4066563	+	354	33	79	99	48	78	89	77	83
gene-BSU_39600	NC_000964.3	4066607	4067005	-	399	276	528	488	220	458	322	616	416
gene-BSU_39610	NC_000964.3	4067183	4068148	+	966	5807	19318	5906	6989	12969	17972	9850	5420
gene-BSU_39620	NC_000964.3	4068189	4068536	-	348	188	283	240	164	301	323	307	260
gene-BSU_39630	NC_000964.3	4068550	4070418	-	1869	622	642	992	673	960	839	864	1016
gene-BSU_39640	NC_000964.3	4070393	4071166	-	774	215	163	348	230	322	236	242	336
gene-BSU_39650	NC_000964.3	4071310	4072287	-	978	2028	1032	1789	781	1139	1246	2448	2625
gene-BSU_39660	NC_000964.3	4072284	4072973	-	690	1151	648	1318	603	835	689	1464	1641
gene-BSU_39670	NC_000964.3	4073081	4073953	-	873	242	644	292	327	650	978	341	252
gene-BSU_39680	NC_000964.3	4073974	4074810	-	837	130	529	202	214	503	690	280	177
gene-BSU_39690	NC_000964.3	4074896	4075765	-	870	108	661	221	265	642	878	253	176
gene-BSU_39700	NC_000964.3	4075785	4076819	-	1035	165	915	321	396	923	1065	328	218
gene-BSU_39710	NC_000964.3	4076842	4078158	-	1317	206	1243	550	623	1244	1458	387	390
gene-BSU_39720	NC_000964.3	4078173	4079066	-	894	152	909	359	406	791	949	285	232
gene-BSU_39730	NC_000964.3	4079083	4080996	-	1914	303	1804	688	863	1421	1799	582	480
gene-BSU_39740	NC_000964.3	4081029	4082006	-	978	112	924	297	423	587	1005	245	218
gene-BSU_39750	NC_000964.3	4082030	4082845	-	816	80	729	210	320	477	718	225	197
gene-BSU_39760	NC_000964.3	4082920	4084383	-	1464	307	1287	642	716	958	1415	490	454
gene-BSU_39770	NC_000964.3	4084799	4085554	+	756	725	1611	1348	1133	1293	1066	1143	1216
gene-BSU_39780	NC_000964.3	4085608	4086540	+	933	3594	4811	5767	4528	6758	4332	3672	5468
gene-BSU_39790	NC_000964.3	4086802	4087452	+	651	1118	2213	2253	1764	2457	2207	1960	1799
gene-BSU_39800	NC_000964.3	4087456	4087764	+	309	463	1160	1158	879	1217	1021	957	928
gene-BSU_39810	NC_000964.3	4088002	4089387	+	1386	1766	2713	2047	1707	2017	3045	2576	1604
gene-BSU_39820	NC_000964.3	4089429	4091309	-	1881	4568	6855	4204	3108	5758	8194	5939	5069
gene-BSU_39830	NC_000964.3	4091477	4091728	-	252	59	75	190	185	295	67	117	204
gene-BSU_39840	NC_000964.3	4091845	4092666	+	822	323	313	1193	1016	1448	361	415	1111
gene-BSU_39850	NC_000964.3	4092695	4093837	-	1143	793	779	2043	1652	2469	854	955	2099
gene-BSU_39860	NC_000964.3	4093980	4095317	+	1338	494	335	1892	1533	2400	473	389	1673
gene-BSU_39870	NC_000964.3	4095356	4095835	-	480	32	51	368	297	440	66	70	274
gene-BSU_39880	NC_000964.3	4095915	4096907	-	993	114	282	2291	1997	2906	317	282	1736
gene-BSU_misc_RNA_86	NC_000964.3	4096997	4097409	+	413	31	150	1924	1647	2600	212	133	1436
gene-BSU_39890	NC_000964.3	4097416	4098150	+	735	78	296	3963	3354	5195	505	192	3040
gene-BSU_39900	NC_000964.3	4098150	4098419	+	270	24	119	1243	998	1681	133	76	995
gene-BSU_39910	NC_000964.3	4098423	4098905	+	483	28	110	1304	1241	1783	145	107	1057
gene-BSU_39920	NC_000964.3	4098926	4101169	+	2244	172	389	3588	2831	4684	457	369	2933
gene-BSU_39930	NC_000964.3	4101166	4102365	+	1200	72	215	1775	1485	2386	287	293	1438
gene-BSU_39940	NC_000964.3	4102429	4103661	-	1233	1175	1043	1944	1471	2104	1404	1543	1741
gene-BSU_39950	NC_000964.3	4103762	4104187	-	426	182	224	347	196	357	264	295	313
gene-BSU_39960	NC_000964.3	4104444	4104899	+	456	143	340	456	240	366	251	511	656
gene-BSU_39970	NC_000964.3	4104929	4106137	-	1209	357	230	518	328	441	279	438	659
gene-BSU_39980	NC_000964.3	4106245	4107258	-	1014	103	142	384	257	424	243	188	348
gene-BSU_39990	NC_000964.3	4107352	4107927	-	576	218	531	375	226	332	247	503	326
gene-BSU_40000	NC_000964.3	4108058	4109128	+	1071	477	547	1457	1221	1783	796	706	1259
gene-BSU_40010	NC_000964.3	4109185	4109616	-	432	60	140	392	267	481	139	178	317
gene-BSU_40021	NC_000964.3	4109843	4110247	+	405	63	166	1071	1082	1622	193	141	874
gene-BSU_40022	NC_000964.3	4110217	4110909	+	693	181	421	2302	1998	3197	427	294	1823
gene-BSU_40030	NC_000964.3	4110949	4111980	-	1032	260	529	947	881	1236	521	345	817
gene-BSU_40040	NC_000964.3	4112073	4113221	-	1149	312	292	984	766	1123	504	234	770
gene-BSU_40050	NC_000964.3	4113417	4114148	+	732	66	1088	463	632	617	402	191	291
gene-BSU_40060	NC_000964.3	4114141	4115682	+	1542	376	3121	1149	2139	1694	1468	653	815
gene-BSU_40070	NC_000964.3	4115711	4117057	+	1347	3035	7186	3380	4032	4871	5179	3944	3477
gene-BSU_40080	NC_000964.3	4117080	4118486	+	1407	10875	16568	8355	7826	11994	14346	13239	10040
gene-BSU_40090	NC_000964.3	4118950	4119513	+	564	22557	16951	26286	18930	30991	19874	20465	31678
gene-BSU_40100	NC_000964.3	4119527	4121056	+	1530	76928	48884	85446	65597	104714	58430	55436	95812
gene-BSU_40110	NC_000964.3	4121166	4122605	-	1440	3139	13479	5994	4806	5167	8608	9779	3584
gene-BSU_40120	NC_000964.3	4122619	4122849	-	231	420	2568	1263	1010	873	1481	1869	622
gene-BSU_40130	NC_000964.3	4123193	4123903	+	711	233	560	1456	1256	1783	564	453	1133
gene-BSU_40139	NC_000964.3	4123931	4124089	+	159	51	227	510	485	627	185	171	409
gene-BSU_40140	NC_000964.3	4124220	4124942	-	723	91	1197	3362	2789	3960	921	1023	2415
gene-BSU_40150	NC_000964.3	4124963	4125592	-	630	167	1038	3629	2861	4207	769	1018	2535
gene-BSU_40160	NC_000964.3	4125742	4126500	-	759	28	372	1351	956	1610	211	310	885
gene-BSU_40170	NC_000964.3	4126481	4127440	-	960	41	168	335	193	279	121	186	275
gene-BSU_40180	NC_000964.3	4127498	4127647	-	150	0	48	91	67	76	20	48	67
gene-BSU_40190	NC_000964.3	4128119	4130044	+	1926	3954	5516	5229	3843	5778	6758	5529	5332
gene-BSU_40200	NC_000964.3	4130578	4132338	-	1761	191	2724	1585	1138	2026	2094	1895	1587
gene-BSU_40210	NC_000964.3	4132338	4132736	-	399	23	364	239	186	395	310	252	213
gene-BSU_40220	NC_000964.3	4132729	4134174	-	1446	160	1281	1600	1221	2071	1152	1043	1493
gene-BSU_40230	NC_000964.3	4134436	4134915	-	480	323	414	957	853	1257	525	474	958
gene-BSU_40239	NC_000964.3	4134996	4135166	-	171	78	151	254	217	376	138	156	279
gene-BSU_40240	NC_000964.3	4135351	4135764	+	414	20	43	343	193	403	64	47	296
gene-BSU_40250	NC_000964.3	4135798	4137024	-	1227	442	238	619	519	676	514	373	691
gene-BSU_40259	NC_000964.3	4137087	4137257	-	171	6	24	33	42	33	37	18	36
gene-BSU_40260	NC_000964.3	4137362	4137610	-	249	22	24	52	47	73	50	22	68
gene-BSU_40270	NC_000964.3	4137626	4138789	-	1164	81	87	265	197	291	187	96	248
gene-BSU_40280	NC_000964.3	4138800	4139537	-	738	48	72	178	145	204	146	83	159
gene-BSU_40290	NC_000964.3	4139679	4140149	-	471	72	41	135	66	86	93	87	131
gene-BSU_40300	NC_000964.3	4140260	4141357	+	1098	720	968	1186	925	1373	1098	934	1345
gene-BSU_40310	NC_000964.3	4141358	4141474	+	117	124	168	228	173	238	200	176	250
gene-BSU_40320	NC_000964.3	4141711	4142601	-	891	1934	2387	2088	1299	2182	2599	2289	2117
gene-BSU_40330	NC_000964.3	4142675	4144078	-	1404	1859	2649	2521	1746	2725	2718	2567	2461
gene-BSU_40340	NC_000964.3	4144301	4145506	-	1206	922	1499	758	596	958	1492	846	939
gene-BSU_40350	NC_000964.3	4145747	4147132	+	1386	1742	1448	2136	1631	2202	1843	2027	2356
gene-BSU_40358	NC_000964.3	4147419	4147547	-	129	107	91	184	117	157	93	124	217
gene-BSU_40360	NC_000964.3	4147567	4148769	-	1203	4347	3024	5800	3761	6048	3567	4132	6812
gene-BSU_40370	NC_000964.3	4148851	4149645	-	795	2735	2381	4413	2878	4387	2389	2951	4789
gene-BSU_40380	NC_000964.3	4149667	4150509	-	843	1616	1984	3451	2323	3469	1671	2265	3923
gene-BSU_40390	NC_000964.3	4150496	4151863	-	1368	2408	2806	4914	3251	5023	2386	2689	5552
gene-BSU_40400	NC_000964.3	4151853	4153688	-	1836	2116	2291	3679	2374	3588	2027	1747	4221
gene-BSU_40410	NC_000964.3	4153696	4154403	-	708	1689	1904	2811	1966	2755	1974	1712	2934
gene-BSU_tRNA_1	NC_000964.3	4154787	4154859	-	73	44	91	78	48	92	45	104	51
gene-BSU_tRNA_2	NC_000964.3	4154895	4154971	-	77	105	138	144	79	120	107	135	81
gene-BSU_tRNA_3	NC_000964.3	4155053	4155124	-	72	130	151	160	89	113	107	143	90
gene-BSU_tRNA_4	NC_000964.3	4155134	4155209	-	76	123	180	163	90	144	99	191	115
gene-BSU_40420	NC_000964.3	4155433	4156725	-	1293	5398	11302	38140	31607	48256	10717	9559	27683
gene-BSU_40430	NC_000964.3	4156931	4157350	-	420	29	96	278	218	281	132	59	189
gene-BSU_40440	NC_000964.3	4157471	4158835	-	1365	3531	3061	5563	4187	6596	3002	3656	5121
gene-BSU_40450	NC_000964.3	4159005	4159205	+	201	23	34	173	140	195	53	48	150
gene-BSU_40460	NC_000964.3	4159253	4159456	-	204	14	29	139	116	166	37	38	124
gene-BSU_40470	NC_000964.3	4159577	4159717	+	141	549	569	1171	884	1368	425	732	1074
gene-BSU_40480	NC_000964.3	4159790	4160998	+	1209	6652	5206	13149	10432	14072	4994	8065	11469
gene-BSU_40490	NC_000964.3	4161103	4163160	+	2058	2079	1327	3611	2651	3369	1453	2414	3383
gene-BSU_40500	NC_000964.3	4163197	4163646	-	450	1684	1787	1955	1224	1861	1299	1887	2400
gene-BSU_40510	NC_000964.3	4163643	4165622	-	1980	5614	5127	12071	8716	11846	4031	7058	11374
gene-BSU_40520	NC_000964.3	4165659	4166588	-	930	2048	2089	6036	4115	6052	1585	3709	5869
gene-BSU_40529	NC_000964.3	4166815	4166964	-	150	26	58	279	225	361	47	73	247
gene-BSU_40530	NC_000964.3	4167110	4167592	+	483	83	191	1087	821	1233	160	272	924
gene-BSU_40540	NC_000964.3	4167622	4167999	-	378	144	229	1204	778	1240	180	283	961
gene-BSU_40550	NC_000964.3	4168204	4169133	+	930	8337	10551	8172	5479	8706	8556	9784	9642
gene-BSU_40560	NC_000964.3	4169166	4169612	-	447	43	72	397	343	408	100	87	355
gene-BSU_misc_RNA_94	NC_000964.3	4169802	4169919	-	118	13	11	42	53	65	29	33	48
gene-BSU_40570	NC_000964.3	4170045	4171352	+	1308	153	307	624	477	704	353	302	561
gene-BSU_40576	NC_000964.3	4171801	4171986	-	186	30	51	386	282	491	58	69	264
gene-BSU_40580	NC_000964.3	4173114	4173551	+	438	691	4346	2403	1470	2498	1856	3275	1992
gene-BSU_40590	NC_000964.3	4173665	4174420	+	756	187	1480	2248	1264	2103	1325	2129	1723
gene-BSU_40600	NC_000964.3	4174410	4175120	+	711	77	1464	1439	799	1208	1039	1658	920
gene-BSU_40610	NC_000964.3	4175117	4175872	+	756	93	1900	1844	1043	1762	1499	2029	1110
gene-BSU_40620	NC_000964.3	4175869	4176525	+	657	193	2235	2368	1504	2256	1805	2591	1821
gene-BSU_40630	NC_000964.3	4176900	4177688	-	789	261	191	805	565	784	364	409	688
gene-BSU_40640	NC_000964.3	4177756	4178145	-	390	44	58	221	164	202	84	89	174
gene-BSU_40650	NC_000964.3	4178291	4179130	+	840	464	574	826	602	920	604	581	649
gene-BSU_40660	NC_000964.3	4179163	4180377	-	1215	316	577	1972	1669	2129	507	484	1320
gene-BSU_40670	NC_000964.3	4180564	4181442	+	879	260	222	499	328	489	277	358	458
gene-BSU_40680	NC_000964.3	4181456	4181899	+	444	156	190	417	278	428	178	269	401
gene-BSU_40690	NC_000964.3	4181982	4182461	+	480	135	227	523	369	532	205	356	399
gene-BSU_40700	NC_000964.3	4182636	4183298	-	663	302	452	622	560	711	508	494	592
gene-BSU_40710	NC_000964.3	4183445	4183897	-	453	99	190	284	268	323	239	238	249
gene-BSU_40720	NC_000964.3	4184017	4184463	+	447	180	225	503	310	475	204	329	449
gene-BSU_40730	NC_000964.3	4184460	4185065	+	606	178	270	686	442	719	248	458	516
gene-BSU_40740	NC_000964.3	4185160	4185681	-	522	86	165	811	738	897	151	278	726
gene-BSU_40750	NC_000964.3	4186092	4186448	+	357	274	729	3043	2225	3285	699	784	2156
gene-BSU_40760	NC_000964.3	4186608	4187174	+	567	77	471	511	373	544	418	536	470
gene-BSU_40770	NC_000964.3	4187681	4189057	-	1377	384	829	1393	1129	1641	774	822	1285
gene-BSU_40780	NC_000964.3	4189091	4189153	-	63	7	52	127	94	173	79	60	119
gene-BSU_40790	NC_000964.3	4189406	4189645	+	240	25	60	162	137	196	55	48	134
gene-BSU_40800	NC_000964.3	4189796	4190212	+	417	7	44	169	131	179	53	38	129
gene-BSU_40810	NC_000964.3	4190209	4191126	+	918	72	106	318	277	373	199	153	310
gene-BSU_40820	NC_000964.3	4191198	4193267	+	2070	2456	2136	3313	2338	3115	2375	2838	3229
gene-BSU_40830	NC_000964.3	4193264	4194163	-	900	1543	2280	3349	1903	2428	1717	3821	3138
gene-BSU_40840	NC_000964.3	4194389	4195744	+	1356	311	253	958	785	1063	364	439	867
gene-BSU_40850	NC_000964.3	4195778	4196332	-	555	153	93	414	309	377	214	145	331
gene-BSU_40860	NC_000964.3	4196350	4196730	-	381	53	69	226	178	267	93	89	220
gene-BSU_40870	NC_000964.3	4196786	4197721	-	936	62	122	443	400	532	164	168	359
gene-BSU_40880	NC_000964.3	4197780	4198538	-	759	205	286	768	624	829	265	396	633
gene-BSU_40890	NC_000964.3	4198603	4198842	-	240	17930	23585	24224	15914	24377	22194	29281	20242
gene-BSU_40900	NC_000964.3	4198886	4199404	-	519	39411	53855	62189	40781	64664	54563	73460	52413
gene-BSU_40910	NC_000964.3	4199445	4199732	-	288	15272	29187	30098	19920	32016	27737	36840	25899
gene-BSU_40920	NC_000964.3	4199843	4200943	-	1101	6125	7266	7828	5620	8308	7657	8904	7777
gene-BSU_40930	NC_000964.3	4201070	4203073	-	2004	3191	2585	2699	1599	2326	3049	3467	3797
gene-BSU_40939	NC_000964.3	4203124	4203330	-	207	163	248	266	145	249	232	326	330
gene-BSU_40940	NC_000964.3	4203424	4204440	-	1017	82	136	315	261	258	147	204	280
gene-BSU_40950	NC_000964.3	4204900	4205517	+	618	204	158	423	290	389	183	346	426
gene-BSU_40960	NC_000964.3	4205556	4206404	-	849	1135	3584	2204	2198	3085	2876	2487	2240
gene-BSU_40970	NC_000964.3	4206397	4207158	-	762	852	2777	1483	1405	1956	2227	1875	1469
gene-BSU_40980	NC_000964.3	4207406	4207846	+	441	21	61	221	146	179	63	114	160
gene-BSU_40990	NC_000964.3	4207897	4208748	-	852	5198	5372	10406	7165	10753	4495	5327	10682
gene-BSU_41000	NC_000964.3	4208870	4209589	-	720	2477	3134	5384	3874	6324	2538	2469	5838
gene-BSU_41010	NC_000964.3	4209603	4211489	-	1887	9949	9629	17641	13446	20907	9605	9558	18662
gene-BSU_41020	NC_000964.3	4211510	4212889	-	1380	4641	4346	9840	7705	11891	4630	4820	10293
gene-BSU_41030	NC_000964.3	4213200	4213826	-	627	9009	16690	12577	9675	13998	13297	17837	12063
gene-BSU_41040	NC_000964.3	4213823	4214608	-	786	7367	16991	12333	9555	13763	12757	17409	11776
gene-BSU_41050	NC_000964.3	4214753	4215103	-	351	1434	4605	3246	2415	3579	2881	4921	3078
gene-BSU_41060	NC_000964.3	4215255	4215389	-	135	1290	2629	1860	1207	1931	1238	2580	1706
gene-phi29_gp0.2	NC_011048.1	265	360	-	96	8320	2	5994	1	5	1	9245	22715
gene-phi29_gp0.4	NC_011048.1	367	510	-	144	18139	7	9990	1	10	1	15956	38094
gene-phi29_gp0.6	NC_011048.1	527	703	-	177	20572	8	10858	3	9	0	16834	42441
gene-phi29_gp0.8	NC_011048.1	700	870	-	171	11910	7	7293	1	2	0	11539	29963
